품목별,2003,,품목별,2004,,품목별,2006,,품목별,2007,,품목별,2008,,품목별,2009,,품목별,2011,,품목별,2012,,품목별,2013,,품목별 ,2012,,품목별,2016,,품목별,2017,,품목별,2018,,품목별,2019,,품목별,2021
품목별,출하금액 (백만원),,품목별,출하금액 (백만원),,품목별,출하금액 (백만원),,품목별,출하금액 (백만원),,품목별,출하금액 (백만원),,품목별,출하금액 (백만원),,품목별,출하금액 (백만원),,품목별,출하금액 (백만원),,품목별,출하금액 (백만원),,품목별 ,출하금액 (백만원),,품목별,출하액 (백만원),,품목별,출하액 (백만원),,품목별,출하액 (백만원),,품목별,출하액 (백만원),,품목별,출하액 (백만원)
라면,1147121,,레토르트 식품,48182,,기타 인삼기저 식품,119883,,  기타 장류,152627,,  기타 장류,100902,,  식품용 색소,15714,,  커피 크리머,174327,,  기타 장류,71409,,커피 크리머,186610,,기타 장류,277208,,메주,8112,,메주,11623,,메주,9733,,기타 장류,87851,, 식초,   151 265
기타 인스턴트면류,41159,,기타 식사용 조리식품(제조도매),196048,,냉동조리식품,659832,,  커피 크리머,140445,,  커피 크리머,166437,,  기타 식품첨가물,298849,,  효모,45399,,  커피 크리머,189481,,효모,31452,,커피 크리머,189882,,혼합장,32638,,혼합장,36541,,혼합장,27103,,커피 크리머,131748,, 맛소금, X
고추가루,116818,,건강원제품,15526,,김밥(제조도매),95391,,  효모,59069,,  효모,56564,,  원두커피,103457,,  가라기난,...,,  효모,58363,,가라기난,...,,효모,33338,,기타 장류,144652,,기타 장류,120396,,기타 장류,78646,,효모,34044,, 고추가루,   425 241
후추가루,15671,,조제건강식품,387544,,도시락(제조도매),390749,,  가라기난,...,,  가라기난,...,,  인스턴트 커피,195855,,  식품용 색소,23758,,  가라기난,...,,식품용 색소,40675,,가라기난,...,,커피 크리머,107055,,커피 크리머,160876,,커피 크리머,132261,,가라기난,X,, 후추가루,   59 928
겨자가루,3826,,계란 및 새알 가공품,77371,,레토르트 식품,86088,,  식품용 색소,11999,,  식품용 색소,11601,,  커피믹스,429048,,  기타 식품첨가물,308480,,  식품용 색소,43539,,기타 식품첨가물,328550,,식품용 색소,45469,,효모,30206,,효모,43135,,효모,36820,,식품용 색소,92415,, 혼합 조미료,  1 473 461
혼합 조미료,339890,,견과 가공품,41793,,기타 식사용 조리식품(제조도매),224686,,  기타 식품첨가물,171622,,  기타 식품첨가물,306147,,  녹차,127894,,  원두커피,146104,,  기타 식품첨가물,306493,,원두커피,93149,,기타 식품첨가물,344191,,가라기난,X,,가라기난,X,,가라기난,X,,기타 식품첨가물,414916,,,
기타 천연조미제품,26662,,기타 식품,2125,,건강원제품,16609,,  원두커피,35195,,  원두커피,32833,,  홍차,31913,,  인스턴트 커피,327540,,  원두커피,144890,,인스턴트 커피,368398,,원두커피,89354,,식품용 색소,54662,,식품용 색소,73143,,식품용 색소,89863,,김밥(제조도매),443896,, 기타 천연조미료,   231 527
마요네즈,100535,,주정,300120,,조제건강식품,352535,,  인스턴트 커피,185145,,  인스턴트 커피,190194,,"  치커리차, 보리차 및 옥수수차",30982,,  커피믹스,496360,,  인스턴트 커피,318605,,커피믹스,802360,,인스턴트 커피,372686,,기타 식품첨가물,308094,,기타 식품첨가물,378473,,기타 식품첨가물,431464,,도시락(제조도매),954971,, 마요네즈,   248 680
케찹,55550,,소주,1268598,,계란 및 새알 가공품,95002,,  커피믹스,342566,,  커피믹스,455456,,  율무차,25796,,  녹차,112291,,  커피믹스,609954,,녹차,144981,,커피믹스,801953,,김밥(제조도매),252742,,김밥(제조도매),327126,,김밥(제조도매),351005,,냉동만두,787559,, 케찹,   100 557
혼합 소스,119992,,위스키,234842,,견과 가공품,48495,,  녹차,151716,,  녹차,152830,,  유자차,52318,,  홍차,29004,,  녹차,170679,,홍차,22244,,녹차,129012,,도시락(제조도매),706734,,도시락(제조도매),854995,,도시락(제조도매),958936,,기타 냉동조리식품,1727260,, 카레,   101 378
조제 겨자,5789,,매실주,52618,,기타 식품,17769,,  홍차,27606,,  홍차,8455,,  꿀차,32937,,"  치커리차, 보리차 및 옥수수차",49602,,  홍차,37546,,"치커리차, 보리차 및 옥수수차",87310,,홍차,16266,,냉동만두,701303,,냉동만두,719595,,냉동만두,741279,,레토르트 식품,1127718,, 기타 혼합조제조미료,  1 592 414
카레,75390,,기타 증류주,23829,,주정,394444,,"  치커리차, 보리차 및 옥수수차",19612,,"  치커리차, 보리차 및 옥수수차",15946,,  기타 가공차,78814,,  율무차,28614,,"  치커리차, 보리차 및 옥수수차",51758,,율무차,60903,,"치커리차, 보리차 및 옥수수차",87719,,기타 냉동조리식품,1384910,,기타 냉동조리식품,1496714,,기타 냉동조리식품,1565318,,기타 식사용 조리식품(제조도매),617111,, 간장,   363 013
기타 혼합 양념 및 조제조미료,203095,,탁주 및 약주,273562,,소주,1299809,,  율무차,20366,,  율무차,7966,,  조제수프,69435,,  유자차,63813,,  율무차,57411,,유자차,51668,,율무차,57955,,레토르트 식품,762539,,레토르트 식품,832084,,레토르트 식품,923943,,원두커피,400084,, 된장,   199 032
간장,172619,,청주,120739,,위스키,239257,,  유자차,53049,,  유자차,43281,,  이유식,114343,,  꿀차,45062,,  유자차,61782,,꿀차,47039,,유자차,69652,,기타 식사용 조리식품(제조도매),600324,,기타 식사용 조리식품(제조도매),737202,,기타 식사용 조리식품(제조도매),505938,,인스턴트 커피,612092,, 고추장,   425 420
된장,68074,,포도주 및 샴페인,13800,,매실주,36562,,  꿀차,15532,,  꿀차,16850,,  음료 베이스,188209,,  기타 가공차,179584,,  꿀차,44060,,기타 가공차,174533,,꿀차,30404,,원두커피,205207,,원두커피,285850,,원두커피,404201,,커피믹스,602040,, 춘장,   56 737
고추장,237096,,기타 발효주,68769,,기타 증류주,18901,,  기타 가공차,53811,,  기타 가공차,64324,,  두부,308800,,  조제수프,85126,,  기타 가공차,86033,,조제수프,64977,,기타 가공차,112079,,인스턴트 커피,505366,,인스턴트 커피,516835,,인스턴트 커피,356779,,녹차,118543,, 메주,   11 945
춘장,17113,,맥아,29724,,탁주,122615,,  조제수프,190182,,  조제수프,74238,,  유부,53043,,  이유식,61417,,  조제수프,36310,,이유식,159702,,조제수프,78448,,커피믹스,789438,,커피믹스,870196,,커피믹스,358809,,홍차,20350,, 혼합장,   61 440
청국장,5142,,맥주,1909825,,약주,103613,,  이유식,34364,,  이유식,27767,,  기타 묵 및 유사제품,27016,,  음료 베이스,165844,,  이유식,130352,,음료 베이스,248421,,이유식,158184,,녹차,117637,,녹차,114378,,녹차,131258,,"치커리차, 보리차 및 옥수수차",201840,, 기타 장류,   74 206
혼합장,62578,,얼음,38990,,청주,84579,,  음료 베이스,113093,,  음료 베이스,94364,,  백삼,15732,,  두부,383882,,  음료 베이스,309561,,두부,437381,,음료 베이스,190171,,홍차,26848,,홍차,19448,,홍차,30425,,율무차,40670,, 커피 크리머,   83 303
기타 장류,14592,,생수,190137,,포도주 및 샴페인,11552,,  두부,297451,,  두부,261247,,  홍삼,146490,,  유부,57071,,  두부,355450,,유부,50813,,두부,462326,,"치커리차, 보리차 및 옥수수차",175786,,"치커리차, 보리차 및 옥수수차",172200,,"치커리차, 보리차 및 옥수수차",205642,,유자차,192657,, 효모,   48 756
메주,7742,,탄산 음료,1111471,,기타 발효주,88357,,  유부,37138,,  유부,44204,,  인삼분말,47370,,  기타 묵 및 유사제품,40136,,  유부,62771,,기타 묵 및 유사제품,51684,,유부,59585,,율무차,57717,,율무차,34398,,율무차,40336,,꿀차,11810,, 가라기난, X
글루타민산 소다,246398,,알카리성 이온음료,167038,,맥아,28385,,  기타 묵 및 유사제품,23666,,  기타 묵 및 유사제품,23505,,  인삼즙,107085,,  백삼,32292,,  기타 묵 및 유사제품,48197,,백삼,7581,,기타 묵 및 유사제품,58222,,유자차,102555,,유자차,108675,,유자차,198886,,기타 가공차,208244,, 식품용 색소,   152 870
기타 발효조미료,48172,,식물성 섬유음료,114599,,맥주,1495712,,  백삼,16566,,  백삼,13677,,  인삼차,103296,,  홍삼,194221,,  백삼,20831,,홍삼,255297,,백삼,11871,,꿀차,13410,,꿀차,6672,,꿀차,13787,,조제수프,67049,, 기타 식품첨가물,   580 933
양조 식초,34464,,인삼음료,36860,,얼음,36640,,  홍삼,153948,,  홍삼,120306,,  인삼과자,113374,,  인삼분말,23853,,  홍삼,294226,,인삼분말,39117,,홍삼,308966,,기타 가공차,115025,,기타 가공차,184296,,기타 가공차,303641,,이유식(우유기저 제외),123093,, 김밥(제조도매),   537 391
대용 식초,3062,,과실 및 채소 음료,1181037,,생수,211481,,  인삼분말,23691,,  인삼분말,24719,,  기타 인삼기저 식품,22455,,  인삼즙,141815,,  인삼분말,35033,,인삼즙,131513,,인삼분말,33470,,조제수프,104481,,조제수프,99681,,조제수프,100967,,음료 베이스,372885,, 도시락(제조도매),  1 148 389
맛소금,4059,,두유,289934,,탄산 음료,1089637,,  인삼즙,56568,,  인삼즙,117111,,  건강원제품,31805,,  인삼차,117135,,  인삼즙,189974,,인삼차,172293,,인삼즙,199364,,이유식(우유기저 제외),176052,,이유식(우유기저 제외),182819,,이유식(우유기저 제외),102324,,두부,519254,, 냉동만두,   857 848
커피 크리머,146008,,커피 음료,193095,,알카리성 이온음료,158747,,  인삼차,31747,,  인삼차,39229,,  기타 건강보조용 액화식품,163809,,  인삼과자,152538,,  인삼차,147255,,인삼과자,197016,,인삼차,145928,,음료 베이스,216811,,음료 베이스,252937,,음료 베이스,297130,,유부,67363,, 기타 냉동조리식품,  2 170 712
향미 추출물,71426,,기타 비알콜성 음료,311010,,식물성 섬유음료,73795,,  인삼과자,84765,,  인삼과자,123958,,  스쿠알렌식품,...,,  기타 인삼기저 식품,19118,,  인삼과자,130478,,기타 인삼기저 식품,23578,,인삼과자,107012,,두부,496164,,두부,523045,,두부,506666,,기타 묵 및 유사제품,65879,, 레토르트 식품,  1 697 106
식품용 색소,17429,,담배 제조업,4370947,,인삼음료,117947,,  기타 인삼기저 식품,28553,,  기타 인삼기저 식품,58362,,  효소식품,24560,,  건강원제품,84875,,  기타 인삼기저 식품,27253,,건강원제품,76420,,기타 인삼기저 식품,25242,,유부,56151,,유부,65372,,유부,66571,,백삼,X,, 기타 식사용 조리식품(제조도매),  1 112 889
효모,27135,,잎담배,522394,,과실 및 채소 음료,817801,,  건강원제품,16707,,  건강원제품,36947,,  정제어유가공식품,16014,,  기타 건강보조용 액화식품,40987,,  건강원제품,85777,,기타 건강보조용 액화식품,34112,,건강원제품,86350,,기타 묵 및 유사제품,60009,,기타 묵 및 유사제품,58514,,기타 묵 및 유사제품,61852,,홍삼,306928,, 원두커피,   631 285
베이킹 파우더,5986,,담배,3840474,,두유,248296,,  기타 건강보조용 액화식품,294617,,  기타 건강보조용 액화식품,209530,,  알로에식품,44589,,  스쿠알렌식품,15220,,  기타 건강보조용 액화식품,43028,,스쿠알렌식품,100873,,기타 건강보조용 액화식품,34581,,백삼,3567,,백삼,2625,,백삼,1542,,인삼분말,46885,, 인스턴트 커피,   413 329
기타 식품첨가물,175301,,기타 권련,...,,커피 음료,187000,,  스쿠알렌식품,...,,  스쿠알렌식품,...,,  기타 건강기능식품,231366,,  효소식품,80563,,  스쿠알렌식품,100043,,효소식품,130179,,스쿠알렌식품,98116,,홍삼,406716,,홍삼,365155,,홍삼,393551,,인삼즙,289295,, 커피믹스,   454 587
원두커피,33497,,섬유제품 제조업; 봉제의복 제외,18289619,,기타 비알콜성 음료,299256,,  효소식품,2262,,  효소식품,32342,,  냉동만두,388078,,  정제어유가공식품,56162,,  효소식품,126456,,정제어유가공식품,55247,,효소식품,353530,,인삼분말,30257,,인삼분말,33782,,인삼분말,43539,,인삼차,72637,, 녹차,   156 493
인스턴트 커피,229417,,견사 및 견방사,...,,담배 제조업,2887347,,  정제어유가공식품,1575,,  정제어유가공식품,14001,,  기타 냉동조리식품,514417,,  알로에식품,45985,,  정제어유가공식품,65711,,알로에식품,42587,,정제어유가공식품,124549,,인삼즙,282953,,인삼즙,298146,,인삼즙,328371,,인삼과자,199265,, 홍차,   23 604
커피믹서,182049,,방적용 면,45207,,잎담배,433567,,  알로에식품,...,,  알로에식품,84952,,  김밥(제조도매),155095,,  기타 건강기능식품,453794,,  알로에식품,50629,,기타 건강기능식품,451383,,알로에식품,35224,,인삼차,154666,,인삼차,180303,,인삼차,174754,,기타 인삼기저 식품,17517,," 치커리차, 보리차 및 옥수수차",   231 556
기타 커피가공품,...,,순면사,630869,,담배,2451834,,  기타 건강기능식품,10984,,  기타 건강기능식품,145508,,  도시락(제조도매),343920,,  냉동만두,476655,,  기타 건강기능식품,506479,,냉동만두,537607,,기타 건강기능식품,565819,,인삼과자,144875,,인삼과자,141496,,인삼과자,155091,,건강원제품,78607,, 율무차,   33 114
녹차,175686,,면혼방사,263298,,기타 권련,...,,  냉동만두,278008,,  냉동만두,281184,,  레토르트 식품,296517,,  기타 냉동조리식품,885474,,  냉동만두,388720,,기타 냉동조리식품,979548,,냉동만두,442039,,기타 인삼기저 식품,26940,,기타 인삼기저 식품,16882,,기타 인삼기저 식품,16726,,기타 건강보조용 액화식품,139234,, 유자차,   137 044
홍차,20940,,방적용 모,12561,,섬유제품 제조업; 봉제의복 제외,17434655,,  기타 냉동조리식품,291054,,  기타 냉동조리식품,311871,,  기타 식사용 조리식품(제조도매),307428,,  김밥(제조도매),190499,,  기타 냉동조리식품,950059,,김밥(제조도매),235204,,기타 냉동조리식품,1110205,,건강원제품,61587,,건강원제품,105289,,건강원제품,84578,,스쿠알렌식품,X,, 꿀차,   29 709
"치커리차, 보리차 및 옥수수차",32582,,소모사,99307,,견사 및 견방사,...,,  김밥(제조도매),97395,,  김밥(제조도매),95362,,  계란 및 새알 가공품,192246,,  도시락(제조도매),383646,,  김밥(제조도매),204158,,도시락(제조도매),450472,,김밥(제조도매),267509,,기타 건강보조용 액화식품,49577,,기타 건강보조용 액화식품,59005,,기타 건강보조용 액화식품,86211,,효소식품,348530,, 기타 가공차,   238 489
율무차,10918,,방모사,115510,,방적용 면,54605,,  도시락(제조도매),453817,,  도시락(제조도매),492878,,  기타 식품,...,,  레토르트 식품,291174,,  도시락(제조도매),432769,,레토르트 식품,510102,,도시락(제조도매),468071,,스쿠알렌식품,69117,,스쿠알렌식품,6424,,스쿠알렌식품,6151,,정제어유가공식품,30230,, 조제수프,   65 668
유자차,21308,,재생섬유사,26141,,순면사,486013,,  레토르트 식품,170294,,  레토르트 식품,339745,,  배합사료(양우용),3138167,,  기타 식사용 조리식품(제조도매),294322,,  레토르트 식품,596515,,기타 식사용 조리식품(제조도매),367215,,레토르트 식품,732393,,효소식품,204053,,효소식품,255960,,효소식품,254408,,알로에식품,80610,, 이유식(우유기저 제외),   229 483
꿀차,14016,,합성섬유사,597981,,면혼방사,192136,,  기타 식사용 조리식품(제조도매),255287,,  기타 식사용 조리식품(제조도매),246571,,  배합사료(양돈용),2014672,,  계란 및 새알 가공품,258142,,  기타 식사용 조리식품(제조도매),329377,,계란 및 새알 가공품,230173,,기타 식사용 조리식품(제조도매),482763,,정제어유가공식품,58650,,정제어유가공식품,67040,,정제어유가공식품,21050,,기타 건강기능식품,1712370,, 음료 베이스,   493 741
차 농축물,9216,,재봉사,413123,,방적용 모,8606,,  계란 및 새알 가공품,128021,,  계란 및 새알 가공품,201742,,  배합사료(양계용),1690464,,  기타 식품,2691,,  계란 및 새알 가공품,211824,,기타 식품,12590,,계란 및 새알 가공품,314051,,알로에식품,50956,,알로에식품,78374,,알로에식품,72245,,계란 및 새알 가공품,429990,, 두부,   641 299
기타 가공차,65552,,가공사,395514,,소모사,101908,,  기타 식품,9928,,  기타 식품,10791,,  배합사료(기타 동물),1262905,,  배합사료(양우용),3738763,,  기타 식품,34806,,배합사료(양우용),4330698,,기타 식품,14174,,기타 건강기능식품,834924,,기타 건강기능식품,975798,,기타 건강기능식품,1231005,,기타 식품,56930,, 유부,   65 762
육류 조제수프,22428,,마사 및 기타 식물성 섬유사,...,,방모사,153389,,  배합사료(양우용),1974472,,  배합사료(양우용),2843696,,  애완동물사료,88966,,  배합사료(양돈용),2215783,,  배합사료(양우용),4234664,,배합사료(양돈용),2851174,,배합사료(양우용),4034614,,계란 및 새알 가공품,365239,,계란 및 새알 가공품,426988,,계란 및 새알 가공품,406181,,배합사료(양우용),3451272,, 기타 묵 및 유사제품,   89 724
어류 조제수프,8185,,재생 섬유직물,168117,,재생섬유사,4431,,  배합사료(양돈용),1224569,,  배합사료(양돈용),2122654,,  사료 첨가제,67223,,  배합사료(양계용),1487133,,  배합사료(양돈용),2557179,,배합사료(양계용),1799377,,배합사료(양돈용),2589445,,기타 식품,41438,,기타 식품,58924,,기타 식품,52224,,배합사료(양돈용),2439227,, 백삼, X
채소류 조제수프,105078,,합성 섬유직물,2908150,,합성섬유사,560107,,  배합사료(양계용),911050,,  배합사료(양계용),1242659,,  기타 사료,391581,,  배합사료(기타 동물),1265441,,  배합사료(양계용),1612482,,배합사료(기타 동물),1156800,,배합사료(양계용),1500099,,배합사료(양우용),3130583,,배합사료(양우용),3155167,,배합사료(양우용),3160357,,배합사료(양계용),1873717,, 홍삼,   325 332
유아용 조제분유,...,,순면직물,361979,,재봉사,282955,,  배합사료(기타 동물),1011360,,  배합사료(기타 동물),1239031,,  동물용 조제식품,...,,  애완동물사료,176103,,  배합사료(기타 동물),1401542,,애완동물사료,181018,,배합사료(기타 동물),1294886,,배합사료(양돈용),2189491,,배합사료(양돈용),2301926,,배합사료(양돈용),2368704,,배합사료(기타 동물),1088325,, 인삼분말,   37 046
기타 유아용 조제식료품,86743,,혼방면직물,183177,,커버링사,89422,,  애완동물사료,270505,,  애완동물사료,294952,, 음료 제조업,8231084,,  사료 첨가제,169429,,  애완동물사료,165186,,사료 첨가제,393419,,애완동물사료,221429,,배합사료(양계용),1974912,,배합사료(양계용),1709211,,배합사료(양계용),2029687,,배합사료(양어용),215578,, 인삼즙,   379 528
생식용 분말,47073,,소모직물,359428,,기타가공사,186881,,  사료 첨가제,111510,,  사료 첨가제,109446,,  탁주,180653,,  배합사료(양어용),94172,,  사료 첨가제,206215,,배합사료(양어용),101400,,사료 첨가제,348570,,배합사료(기타 동물),1528415,,배합사료(기타 동물),1365688,,배합사료(기타 동물),1002890,,애완동물사료,365000,, 인삼차,   70 249
기타 균질화식품,6446,,방모직물,89562,,마사 및 기타 식물성 섬유사,7120,,  기타 사료,364238,,  기타 사료,178847,,  약주,67922,,  기타 사료,508664,,  배합사료(양어용),102318,,기타 사료,503217,,배합사료(양어용),159611,,배합사료(양어용),204723,,배합사료(양어용),219040,,배합사료(양어용),203853,,단미사료,157812,, 인삼과자,   262 170
콜라 베이스,...,,견직물,92397,,재생 섬유직물,163325,,  동물용 조제식품,7717,,  동물용 조제식품,...,,  청주,133538,,  동물용 조제식품,4715,,  기타 사료,581917,,동물용 조제식품,17548,,기타 사료,284412,,애완동물사료,218024,,애완동물사료,256825,,애완동물사료,292807,,사료 첨가제,447046,, 기타 인삼기저 식품,   34 207
과일향 베이스,...,,마 및 기타 식물성 직물,11528,,합성 섬유직물,2252540,, 음료 제조업,7738398,, 음료 제조업,8476185,,  맥아,23241,, 음료 제조업,9224617,,  동물용 조제식품,5057,,음료 제조업,10265132,,동물용 조제식품,22325,,단미사료,142380,,단미사료,95327,,단미사료,119942,,기타 사료,97503,, 건강원제품,   175 626
음료제조용 조제품,3195,,파일직물,231312,,순면직물,267685,,  탁주,115019,,  탁주,119957,,  맥주,1879068,,  탁주,349612,, 음료 제조업,10282958,,탁주,351173,,음료 제조업,10946228,,사료 첨가제,400327,,사료 첨가제,351150,,사료 첨가제,409570,,동물용 조제식품,59646,,,
두부,185417,,유리섬유직물,76348,,혼방면직물,212908,,  약주,91157,,  약주,95852,,"  포도주, 샴페인",8693,,  약주,93628,,  탁주,376171,,약주,50884,,탁주,351362,,기타 사료,89135,,기타 사료,106023,,기타 사료,89944,,음료 제조업,12036174,, 기타 건강보조용 액화식품,   177 241
유부,26612,,기타 특수직물,96071,,소모직물,345897,,  청주,78242,,  청주,71872,,  복분자주,70246,,  청주,48595,,  약주,60075,,청주,48535,,약주,44641,,동물용 조제식품,19677,,동물용 조제식품,28526,,동물용 조제식품,44336,,탁주,313286,, 스쿠알렌식품, X
도토리묵,9792,,편직물,1081596,,방모직물,85561,,  맥아,29337,,  맥아,28154,,  기타 발효주,7207,,  맥아,...,,  청주,35418,,맥주,2274675,,청주,56113,,음료 제조업,11505984,,음료 제조업,11784516,,음료 제조업,11940953,,약주,45500,, 효소식품,   403 226
메밀묵,824,,남자용 속옷 (편직결합),141291,,견직물,98585,,  맥주,1729563,,  맥주,1827690,,  주정,460355,,  맥주,1960486,,  맥주,2109628,,"포도주, 샴페인",11454,,맥주,2543932,,탁주,332494,,탁주,315582,,탁주,318732,,맥아,X,, 정제어유가공식품,   173 376
기타 묵 및 유사제품,13579,,여자용 속옷 (편직결합),153278,,마 및 기타 식물성 직물,13192,,"  포도주, 샴페인",9139,,"  포도주, 샴페인",8532,,  소주,1475720,,"  포도주, 샴페인",10693,,"  포도주, 샴페인",10035,,복분자주,45003,,"포도주, 샴페인",11190,,약주,46846,,약주,53407,,약주,52998,,맥주,2021602,, 알로에식품,   103 944
백삼,20025,,유아용 내의(편직결합),21679,,파일직물,197352,,  복분자주,61601,,  복분자주,90015,,  위스키,189484,,  복분자주,83142,,  복분자주,34968,,기타 발효주,...,,복분자주,38402,,맥아,7148,,맥아,X,,맥아,X,,청주,X,, 기타 건강기능식품,  2 269 324
홍삼,106978,,남자용 셔츠(편직결합),209272,,유리섬유직물,74171,,  기타 발효주,22418,,  기타 발효주,6431,,  매실주,36293,,  기타 발효주,7813,,  기타 발효주,7171,,주정,433348,,기타 발효주,...,,맥주,2341215,,맥주,2466683,,맥주,2352107,,"포도주, 샴페인",26329,, 계란 및 새알 가공품,   588 491
인삼분말,12585,,여자용 셔츠 및 브라우스(편직결합),290386,,기타 특수직물,93578,,  주정,408204,,  주정,429182,,  기타 증류주 및 합성주,10322,,  주정,403133,,  주정,433541,,소주,1585564,,주정,462891,,청주,58840,,청주,X,,청주,X,,복분자주,20897,, 기타 식품,   58 587
인삼즙,37080,,남자용 스웨터(편직결합),133837,,편직물,936030,,  소주,1477892,,  소주,1610028,,  얼음,27088,,  소주,1412542,,  소주,1504920,,위스키,128727,,소주,1698837,,"포도주, 샴페인",10888,,"포도주, 샴페인",11608,,"포도주, 샴페인",15679,,기타 발효주,29717,, 배합사료(양우용),  3 612 710
인삼차,32469,,여자용 스웨터(편직결합),518298,,남자용 속옷 (편직결합),86926,,  위스키,236607,,  위스키,247808,,  생수,310351,,  위스키,126489,,  위스키,110454,,매실주,...,,위스키,136419,,복분자주,29680,,복분자주,30386,,복분자주,37554,,주정,490870,, 배합사료(양돈용),  3 215 553
정제인삼,55094,,기타 남성용 편조 외의(편직결합),16324,,여자용 속옷 (편직결합),63501,,  매실주,48261,,  매실주,28018,,  콜라,391504,,  매실주,...,,  매실주,...,,기타 증류주 및 합성주,40764,,매실주,...,,기타 발효주,X,,기타 발효주,14555,,기타 발효주,16968,,소주,2095017,, 배합사료(양계용),  2 491 134
기타 인삼기저 식품,122274,,기타 여성용 편조 외의(편직결합),29408,,유아용 내의(편직결합),9516,,  기타 증류주 및 합성주,7199,,  기타 증류주 및 합성주,16721,,  사이다,411497,,  기타 증류주 및 합성주,33182,,  기타 증류주 및 합성주,31958,,얼음,49340,,기타 증류주 및 합성주,51723,,주정,468676,,주정,437860,,주정,413210,,위스키,X,, 배합사료(기타 동물),   951 598
냉동조리식품,346684,,스타킹,80535,,남자용 셔츠(편직결합),111290,,  얼음,30463,,  얼음,27886,,  기타 탄산음료,281864,,  얼음,30422,,  얼음,...,,생수,501720,,얼음,43844,,소주,1824071,,소주,1835334,,소주,1833855,,매실주,X,, 배합사료(양어용),   289 496
김밥,89858,,양말,406230,,여자용 셔츠 및 브라우스(편직결합),298238,,  생수,238942,,  생수,281625,,  알카리성 이온음료,86573,,  생수,447594,,  생수,482134,,콜라,420268,,생수,583095,,위스키,158874,,위스키,177733,,위스키,211072,,기타 증류주 및 합성주,13681,, 애완동물사료,   720 055
도시락,361306,,장갑(편직결합),135767,,남자용 스웨터(편직결합),218844,,  콜라,293311,,  콜라,423979,,  식물성 섬유음료,48566,,  콜라,580946,,  콜라,246772,,사이다,500303,,콜라,443491,,매실주,X,,매실주,X,,매실주,X,,얼음,87429,, 단미사료,   211 232
레토르트 식품,67869,,기타 편조 의복부속품(편직결합),30826,,여자용 스웨터(편직결합),562697,,  사이다,362344,,  사이다,495999,,  인삼음료,167594,,  사이다,302355,,  사이다,510097,,기타 탄산음료,373437,,사이다,590093,,기타 증류주 및 합성주,82790,,기타 증류주 및 합성주,38760,,기타 증류주 및 합성주,22074,,생수,892251,, 사료 첨가제,   431 500
기타 식사용 조리식품,225953,,섬유사 염색,251572,,기타 남성용 편조 외의(편직결합),33969,,  기타 탄산음료,300607,,  기타 탄산음료,234804,,  과실음료,710651,,  기타 탄산음료,316721,,  기타 탄산음료,358253,,알카리성 이온음료,208945,,기타 탄산음료,382268,,얼음,59539,,얼음,80854,,얼음,93915,,콜라,706510,, 기타 사료,   103 722
건강원제품,19320,,직물 염색,1250749,,기타 여성용 편조 외의(편직결합),114932,,  알카리성 이온음료,88241,,  알카리성 이온음료,299340,,  채소음료,23635,,  알카리성 이온음료,108197,,  알카리성 이온음료,164631,,식물성 섬유음료,92846,,알카리성 이온음료,213631,,생수,727238,,생수,761658,,생수,863362,,사이다,509842,, 동물용 조제식품,   130 752
기타 건강보조용 액화식품,147158,,직물원단 날염,193091,,스타킹,76108,,  식물성 섬유음료,132818,,  식물성 섬유음료,41889,,  두유,192687,,  식물성 섬유음료,88826,,  식물성 섬유음료,117692,,인삼음료,200951,,식물성 섬유음료,102821,,콜라,498093,,콜라,521935,,콜라,630299,,기타 탄산음료,652407,,,
조제건강식품,303293,,의복 및 직물제품의 날염,33615,,양말,392102,,  인삼음료,155114,,  인삼음료,135979,,  커피 음료,336117,,  인삼음료,184951,,  인삼음료,178610,,과실음료,898494,,인삼음료,222783,,사이다,225883,,사이다,320415,,사이다,365767,,알카리성 이온음료,110238,, 음료 제조업,  12 504 509
계란 및 새알 가공품,65786,,섬유 호부처리,26780,,장갑(편직결합),167163,,  과실음료,848388,,  과실음료,775084,,  기타 비알콜성 음료,700215,,  과실음료,692763,,  과실음료,1012077,,채소음료,27165,,과실음료,866804,,기타 탄산음료,636068,,기타 탄산음료,620579,,기타 탄산음료,550893,,식물성 섬유음료,140121,,,
견과 가공품,33849,,의복 및 직물제품의 염색가공,88856,,기타 편조 의복부속품(편직결합),41386,,  채소음료,25245,,  채소음료,58138,, 담배 제조업,3311584,,  채소음료,24020,,  채소음료,31448,,커피 음료,795906,,채소음료,29525,,알카리성 이온음료,132429,,알카리성 이온음료,111949,,알카리성 이온음료,125741,,인삼음료,459186,, 탁주,   338 401
기타 식품(인조육),887,,섬유 기타 가공,120458,,섬유사 염색,205587,,  두유,194921,,  두유,274964,,  담배잎(재건조),...,,  두유,352053,,  두유,439281,,두유,407571,,커피 음료,849048,,식물성 섬유음료,93298,,식물성 섬유음료,103731,,식물성 섬유음료,136467,,과실음료,673546,, 약주,   74 268
주정,281750,,이불,236158,,직물 염색,1156541,,  커피 음료,247981,,  커피 음료,305630,,  담배,...,,  커피 음료,495553,,  커피 음료,614230,,기타 비알콜성 음료,796570,,두유,366810,,인삼음료,398414,,인삼음료,455666,,인삼음료,580683,,채소음료,40614,, 맥아, X
