품목별,출하금액(백만원)
커피음료,849048
두유,366810
기타비알콜성음료,831229
담배제조업,3415071
담배잎(재건조),...
담배,3220328
기타궐련,...
섬유제품제조업;의복제외,18020436
방적용면,55531
순면사,652506
면혼방사,180677
방적용모,99989
순소모사,42779
혼방소모사,53222
순방모사,76156
혼방방모사,72845
재생섬유사,111500
순합성섬유사,196210
혼방합성섬유사,342998
재봉사,120021
편물사,80048
커버링사,268693
기타가공사,253795
견사및견방사,...
마사및기타식물성섬유사,...
순면직물,251283
혼방면직물,229965
순소모직물,42782
혼방소모직물,92709
순방모직물,21912
혼방방모직물,53714
비스코스직물,83555
아세테이트직물,60515
순합성섬유직물,1282322
혼방합성섬유직물,1315043
순견직물,33452
혼방견직물,9987
마및기타식물성직물,4422
파일직물,195827
유리섬유직물,133401
기타특수직물,119767
이불,414387
담요,65416
타월(직물),173598
침구용카바,122339
베개및유사제품,35135
기타침구관련제품,36905
자수제품및자수용재료,68567
커튼및유사제품,281096
텐트,32808
천막및덮개(직물),497333
기타캔버스제품,34839
직물포대,254921
낙하산,...
차량의자카바,1139093
청소용포(직물),119761
가정용품덮개,...
기타직물제품,284204
견편조물,151319
면편조물,140818
인조섬유편조물,510621
기타편조물,50604
편조제품(의복및의복액세서리제외),11525
섬유사염색,243537
직물염색,1316691
직물원단날염,361946
의복및직물제품의날염,52051
섬유호부처리,48696
의복및직물제품의염색가공,34552
섬유기타가공,22816
카페트,122580
마루덮개및유사제품,103718
끈및로프(식물성섬유),36049
끈(합성섬유),26428
로프(합성섬유),220301
어망,112133
기타망,119213
끈가공품,45832
세폭직물,210377
부직포,1058582
펠트,143484
부직포제품,481768
타이어코드및타이어직물,772530
고무도포사,3538
기타특수사및특수직물,48045
비닐도포직물,121363
고무도포직물,86598
기타도포및적층직물,400862
워딩(솜)제품,539118
레이스원단및망직물(편직된것),92131
장식용트리밍,...
직물제필터,173223
기타섬유제품,49242
"의복,의복액세서리및모피제품제조업",16012912
남자및소년용정장,1619901
남자및소년용코트,29724
남자및소년용자켓및점퍼,708243
남자및소년용바지,75694
여자및소녀용정장,2830510
여자및소녀용코트,79934
여자및소녀용자켓및점퍼,1270717
여자및소녀용치마,71496
여자및소녀용바지,118797
남자및소년용속옷,167541
남자및소년용내복및잠옷,23019
여자및소녀용속옷,32558
여자용보정의류,294744
여자및소녀용내복및잠옷,19359
한복,16574
남성용직물셔츠,380438
남성용니트셔츠(니트원단구입),163876
여성용직물블라우스및셔츠,808881
여성용니트블라우스및셔츠(니트원단구입),561829
운동복,2323871
학생용교복,167561
"사무,작업및위생용의복",512316
남자용가죽의복,...
여자용가죽의복,39517
유아용의복및부속품,499183
기타봉제의복,65841
천연모피(유연처리또는완성가공한것),5355
천연모피의복,195527
기타천연모피제품,16101
인조모피,...
인조모피제품,13611
남자용속옷(편직결합),71097
여자용속옷(편직결합),125982
유아용내의(편직결합),41141
남자용셔츠(편직결합),361382
여자용셔츠및브라우스(편직결합),402035
남자용스웨터(편직결합),90321
여자용스웨터(편직결합),577580
기타남성용편조외의(편직결합),41379
기타여성용편조외의(편직결합),127397
스타킹,71291
양말,222821
장갑(편직결합),268378
기타편조제품,20039
모자,114818
섬유장갑,60784
가죽장갑,21748
넥타이,27485
스카프,65734
여자용목도리,...
벨트(허리띠),9258
손수건,20927
기타의복악세서리,36267
의류부분품,68291
"가죽,가방및신발제조업",5358489
소가죽,1403369
돼지가죽,16882
면양또는산양(염소)의가죽,...
기타동물가죽,18695
기타특수가공가죽,72648
핸드백,673321
지갑,286779
서류가방,89718
여행용가방,22284
학생용가방,16607
등산용배낭,62930
기타가방,33422
케이스(가죽및섬유제),219440
산업용가죽제품,17460
가정용가죽제품,130147
남자용구두(단화포함),343145
여자용구두(단화포함),415602
아동용구두(단화포함),...
가죽장화,35751
고무장화,26781
프라스틱및고무제운동화,21780
기타플라스틱및고무제신발,18076
직물슬리퍼,...
플라스틱및고무슬리퍼,34122
가죽슬리퍼,...
운동화,497912
가죽등산화,251397
가죽샌달,32333
기타직물갑피제또는가죽갑피제신발,115101
스포츠화,67271
가죽제신발부분품,136525
플라스틱및고무제운동화부분품,145262
기타플라스틱및고무제신발부분품,67823
기타재료제의신발부분품,40482
목재및나무제품제조업;가구제외,5069423
소각재,89236
각재,600644
판재,92634
제재부산물,23918
마루용판재,161114
우드몰딩,152469
궤도용침목,...
목모와목분,42106
칩상또는삭편상의목재,64725
기타표면가공목재,45402
표면처리및방부처리목재,159838
단판,38202
일반합판,323727
가공합판,383058
파티클보드(PB),139894
MDF(중밀도섬유판),551076
강화마루,47280
재생목재,32850
목제의창문및창문틀,82154
목제의문및문틀,291222
목제패널,293705
목제의건물부착물,142492
목제깔판류및기타적재용판,644567
목제통및관련부품,27062
목제의포장및운반용상자,472596
목제의케이블드럼,38855
목제도구및부품,9207
주방용또는식탁용목제품,29371
목제그림틀및사진틀,4531
기타장식용목제품,19604
장의용목관,11792
기타목제품,38988
콜크및콜크제품,...
대나무돗자리,...
기타조물제품,2460
"펄프,종이및종이제품제조업",21460798
화학펄프,...
기타펄프,15033
신문용지,1033545
백상지,1147486
중질지,216029
박엽지,191510
아트지,2052391
정보용지,351934
지폐용지,...
기타인쇄및필기용지,48066
크라프트지,181642
골판지원지,1938821
백판지,645490
기타판지,...
적층가공지(박지),441497
포장지,289040
접착지,142922
기타가공지,221469
수제지,29187
위생용지,559100
기타종이및판지,104441
골판지,670578
골판지상자,3983187
기타골판지제관련제품,56829
종이포대,237625
종이가방,141008
판지상자및용기,582216
식품위생용종이상자,109111
식품용종이용기,283596
기타종이상자및용기(판지및골판지이외),419230
지관(판지및골판지이외),290481
전자복사기용지(소매용),53188
노트류,181338
컴퓨터용지,124020
앨범,39504
바인더,56271
사무용봉투,74918
장부류,9261
기타문구용종이제품,115612
화장지,1226920
종이타월,398239
종이생리대,479951
종이기저귀,725037
기타위생용종이제품,12120
종이벽지,320964
직물벽지,96205
장판지,...
여과지,175286
종이라벨,504349
식품용종이제품(용기및상자제외),239014
기타종이및판지제품,38267
인쇄및기록매체복제업,433441
인쇄판,360341
오디오복제물,67593
비디오복제물,...
기타기록매체복제물,...
"코크스,연탄및석유정제품제조업",130996281
석탄코크스,43426
콜타르(조상의것),411293
연탄,160150
응집탄,31373
휘발유,18880981
제트유,17612047
등유,4231844
경유,43283178
경질중유(벙커A유),...
중유(벙커B유),166152
벙커C유,8812706
나프타,21086925
솔벤트,1116033
윤활기유,4972898
프로판가스,1222349
부탄가스,2341759
석유가스,...
윤활유(석유기저),2538396
그리스(석유기저),98597
재생윤활유및그리스,192228
파라핀,224416
아스팔트,3089067
재생유,355335
기타석유정제품,2168
화학물질및화학제품제조업;의약품제외,158892114
혼합부탄,301334
에틸렌,4798111
프로필렌,6063566
부타디엔,2588874
기타비환식탄화수소,...
알킬벤젠,...
벤젠,6051142
톨루엔,1788155
디니트로톨루엔(DNT),...
파라자일렌(P-X),12321846
올소자일렌,...
스티렌모노머(SM),5450197
자일렌(Xylene),2348237
기타환식탄화수소,...
이염화에틸렌(EDC),744628
염화비닐모노머(VCM),1271424
CFM(클로로포름),...
기타탄화수소유도체,999382
숯,19194
기타검및나무화합물,56650
콜탈핏치,67613
석탄화학물,92572
부탄올,...
옥탄올(2-EH),454310
메탄올,...
에틸알콜(공업용),51491
에틸렌글리콜(EG),1658796
프로필렌글리콜(PG),...
폴리프로필렌글리콜(PPG),1572760
페놀,892531
기타알코올및관련유도체,41207
공업용지방산,54640
초산,...
초산에틸,...
아크릴산,...
무수마레인산,66433
무수프탈산(PA),349010
테레프탈산(TPA),4593954
테레프탈산디메틸(DMT),...
메틸메타크릴레이트(MMA),491273
아크릴레이트,249312
기타카르복실산및그유도체,146157
MTBE,384063
아민,95666
아크릴로니트릴(AN),...
"톨루엔디이소시아네이트(TDI,Toluenediisocyanate)",464176
"메틸렌디페닐디이소시아네이트(MDI,Methylenediphenyldiisocyanate)",1241600
멜라민,...
카프로락탐,...
아세톤,365821
가소제,1218989
ECH(에피클로로히드린),...
산화프로필렌(PO),...
초산비닐,...
아디핀산,...
BPA(비스페놀A),1332975
고순도이소프탈산,...
PTMEG,...
포르말린,...
기타기초유기화합물,617835
수소(Hydrogen),955535
질소(Nitrogen),710230
산소(Oxygen),433857
아세틸렌가스,26985
이산화탄소,149831
아르곤가스,340976
희소가스,...
기타산업용가스,636859
구입한압축및액화가스의정제,57565
염소,215520
염산,50016
수산화나트륨(가성소다),497901
염소산나트륨,5627
기타가성소다,365294
소다회,...
기타소다공업제품,66842
카본블랙,889519
화이트카본,...
이산화규소,...
과산화수소,340362
황,159831
오산화인,141845
기타비금속화합물,9241
황산,210195
인산,22431
기타무기산,...
황산알루미늄,33106
황산마그네슘,...
탄산칼슘,206523
규산소다,69112
시안화나트륨,...
수산화알루미늄,96117
탄산칼륨,...
기타칼륨염,198386
기타금속무기화합물,216372
핵연료,...
폴리실리콘,1395033
잉곳및웨이퍼(태양전지용),438161
아연화,164301
산화티타늄,117620
산화철,131448
기타무기안료,87411
천연색소,...
유연제,153113
분산염료,174209
산성및매염염료,37716
염기성염료,...
직접염료,46464
반응성염료,166625
형광염료,36341
플라스틱착색제(마스터배치),690977
색소중간착색제,29881
기타합성염료,55232
레이크계안료,183655
색소안료,209820
질산,169984
암모니아,211074
요소,...
황산암모늄,62445
기타질소비료,...
인산비료,...
황산칼륨(황산카리),...
기타칼륨비료,...
복합비료,929082
유기질비료,537500
기타비료,185469
SBR,686271
BR,1278882
SB라텍스,1099319
기타합성고무,937955
고밀도폴리에틸렌(HDPE),3558069
저밀도폴리에틸렌(LDPE),4587231
폴리스티렌(PS),2140288
ABS수지,3574383
PVC수지,1889377
폴리프로필렌(PP),8642139
에폭시수지,917492
실리콘수지,964850
불포화폴리에스터수지,356957
선형폴리에스터수지,1480741
아크릴수지(PMMA),623819
요소수지,11645
멜라민수지,91703
페놀수지,227662
폴리우레탄,793641
엔지니어링플라스틱수지,2741355
석유수지,...
PETG수지,...
셀룰로스에테르,...
K-RESIN,...
폴리에틸렌테레프탈레이트(PET),401324
기타합성수지,657702
구입한수지의배합물,1458276
재생수지,786478
가정용살균및살충제,248222
살충제(농업용),638298
살균제(농업용),302901
제초제(농업용),188772
생장조절제,20244
기타농약및그기조제,31820
유성페인트,1551599
수성페인트,264479
에나멜페인트,228102
락카,152833
우레탄도료,347156
아크릴도료,372613
에폭시도료,433088
기타합성수지도료,1013682
도료충전제,171747
EMC(에폭시몰딩컴파운드),197698
시너(Thinner),423986
기타도료및관련제품,294727
요업용유약,102735
옵셋잉크,353438
그라비아잉크,249587
디지털잉크,83684
기타잉크,64364
그림물감,22495
유기계면활성제,1250198
조제계면활성제,316504
화장비누,341386
세탁비누,35690
세탁용합성세제,741504
주방용합성세제,271049
기타세제,55165
치약,234704
글리세린,21938
화운데이션,427115
크림,1155858
로션및오일,2341818
루즈,188170
볼터치,37119
아이세도우,56716
샴푸,626099
린스,16075
염색약,206129
기타두발용조제품,211291
파우다,158258
향수,34413
화장수,270587
콜롱,...
매니큐어및제거제,58744
헤어스프레이및무스,31062
기타화장품,1383844
실내용가향제,106688
왁스,111525
구두약,16704
기타광택제,88546
PS인쇄판,129784
"사진용감광성필름,판및종이",176277
토너및토너카트리지,257201
사진용화학물질,409023
가공및정제염,85677
천연접착제,211182
합성수지접착제,1453369
젤라틴,150976
화약및폭약,494077
도화선및뇌관(화약용),119320
폭죽및조명탄,22429
방향유,69699
반도체용식각제,1369760
PR(포토레지스터),788600
액정(liquidcrystal),799355
기타전자공업용화학화합물,386220
자동차용화합물,617755
바이오디젤,298835
콘크리트경화제,369842
필기용잉크,20795
조제윤활제,243647
미생물배양제,54155
가황촉진제,27650
산화방지제(고무·플라스틱용),784525
금속표면처리용화합물,1203080
발포및소포제,162875
방수액,150896
활성탄,96951
제올라이트,70939
수처리제,205883
휴대용연료,...
리튬코발트산화물,...
부동액,...
자동차촉매,1667740
안정제(고무·플라스틱용),277277
기타화학제품,1105136
폴리아미드섬유,867837
폴리에스터섬유,2819127
스판덱스섬유,291256
아크릴릭섬유,...
합성장섬유토우,...
기타합성스테이플섬유,...
아세테이트섬유,...
재생장섬유토우,37605
기타재생섬유,63737
의료용물질및의약품제조업,14609298
의약품원료,1332805
백신,428193
기타생물학적제제,394744
의약품제제,11052577
한의약품,277178
동물용약제품,440991
"탈지면,거즈,붕대및유사제품",214284
진단용시약(의료용),368739
기타의약관련제품,99787
고무제품및플라스틱제품제조업,64090909
승용차타이어,6783989
버스및화물차타이어,292329
모터사이클타이어,53370
기타자동차타이어,26848
자동차튜브,320982
자전거타이어,...
기타비동력식차량의타이어및튜브,13144
타이어및튜브부속품,131424
재생타이어,147385
재생고무,111988
배합고무,585522
방진고무,898236
공업용고무롤,140934
공업용고무판,73290
고무관및파이프,132049
고무호스,846773
고무벨트,309279
고무패킹,1619097
고무스폰지및발포성제품,241962
고무직물,...
기타산업용고무제품,481672
고무장갑,75854
피임용기구(고무제),15534
고무젖꼭지,14481
기타위생용고무제품,26999
고무매트,340792
고무보트,34169
고무줄및밴드,75172
고무자석,8499
기타고무제품,145045
플라스틱프로파일,463241
플라스틱샤시바,405857
플라스틱파이프,836226
플라스틱호스,381609
플라스틱연결구류,479165
폴리에틸렌(PE)필름,1637699
폴리프로필렌(PP)필름,671465
폴리에스터(PET)필름,2362304
플라스틱필름및시트(포장용),2394558
폴리염화비닐(PVC)필름,702855
폴리스티렌(PS)필름,91025
플라스틱필름및시트(포장용제외),2171788
합성피혁,862908
플라스틱장판,602274
플라스틱벽지,71163
플라스틱타일,759907
위생용플라스틱제품,536438
플라스틱창문및문,1091091
기타건축용플라스틱조립제품,593526
플라스틱봉투,1437341
플라스틱병,1260400
플라스틱뚜껑,618305
기타플라스틱포장용기,2895744
운송장비용플라스틱제품,9693273
KeyPad,791395
핸드폰케이스,2556424
전기및전자기기용플라스틱제품,2805298
기타기계용플라스틱제품,1182595
폴리스티렌발포제품,2254445
우레탄발포제품,941491
기타플라스틱발포제품,222093
플라스틱적층품,1832324
접착테이프,2614504
플라스틱주방용품,810998
가구용플라스틱제품,155261
오토바이용헬멧,129289
플라스틱헬멧,81569
플라스틱사무및문구용품,107308
플라스틱자석,8117
기타플라스틱제품,617396
비금속광물제품제조업,31833342
판유리,602743
유리장섬유,194199
유리단섬유,205262
유리섬유제품(직물제외),323374
차량용안전유리,729290
건축용안전유리,897620
차량용거울,545599
유리거울(차량용제외),50158
복층절연유리,115231
기타판유리가공품,214250
브라운관용유리,...
전등용유리,12091
LCD용유리,4554355
ＩＴＯ코팅유리,89060
기타산업용유리제품,58837
가정용유리제품,135804
일반유리용기,563747
실험실용및약물포장용유리용기,139453
기타1차유리,15193
기타유리제품,7739
토기제품,9769
가정용도자기,154524
장식용도자기,...
세면기,41100
변기,64504
욕조,25057
기타위생도기제품,29214
전기용도자기,80142
세라믹제및페라이트자석,175603
페라이트코아(철심),96342
기타산업용도자기,26695
도자기제조용분말,34240
기타일반도자기,...
내화벽돌및블록,339192
내화타일,45496
내화도가니,13438
기타정형내화물,61510
내화시멘트,181517
기타부정형내화물,382006
점토벽돌,197485
점토기와,35050
점토타일,328046
구조용비내화요업제품,6383
기타구조용비내화요업제품,...
시멘트크링커,649044
보통포틀렌드시멘트,1345158
백색시멘트,70621
기타포트랜드시멘트,1138822
알루미나시멘트,...
고로슬래그시멘트,717887
기타수경성시멘트,44031
생석회,388545
소석회,81069
기타석회,47634
플라스터,24143
비내화모르타르,396133
레미콘,8055459
석고보드,417626
기타석고제품,32827
섬유시멘트제품,17460
콘크리트블록,560245
콘크리트벽돌,78083
콘크리트타일,65328
콘크리트기와,...
인조대리석,738817
콘크리트벽면,68866
조립식건축자재(콘크리트제),178818
콘크리트파일,622047
콘크리트전주,157673
흄관및VR관,194029
기타콘크리트관,477641
기타조립구조재,140499
기타콘크리트，시멘트제품,79666
건설용석제품,227226
착색가공석제품(건설용),32012
기념석,14115
건물석,23227
포장석,...
기타석재가공품,19997
아스콘,1119305
연마휠,16904
연마석,162558
연마지및포,282391
활석분,76929
규석분,43305
기타비금속광물분쇄물,403190
브레이크라이닝,5818
암면제품,236525
석면제품,52221
아스팔트성형제품,80209
흑연및탄소제품(비전기용),182177
인공골재,65912
모래주형(중자포함),98622
기타비금속광물제품,66266
1차금속제조업,133643698
제강용선철,54162
주물용선철,...
제철소부산물,213882
슬래브,957058
블룸및쉬트바,74836
빌렛,871159
강괴,296952
망간철,150078
합금철(페로얼로이),1318300
철분(철분쇄물),75118
봉강(보통강),1021841
봉강(특수강),773942
봉강(스테인리스강),1779034
일반철근,4137767
고장력철근,2426901
선재(보통강),628099
선재(특수강),2230790
선재(스테인리스강),23287
형강(보통강),1884276
형강(특수강),1601041
"중후판(두께3㎜이상,스테인리스제제외)",6424235
열연광폭강대(스테인리스제제외),...
스테인리스중후판및열연강판,1646385
기타열연강판(스테인리스제제외),10934505
중궤조,...
경궤조,...
기타궤조및철도선로자재,253052
냉연봉강및냉연형강,388944
냉연광폭강대(스테인리스제제외),2654387
냉연협폭강대(스테인리스제제외),365102
내연박판(스테인리스제제외),87539
냉연전기강판(스테인리스제제외),48931
스테인리스냉연강판,4279546
기타냉연강판(스테인리스제제외),7244528
보통철선,471169
경강선및피아노선,504439
PＣ강선,254944
냉간압조용강선(CHQ),770734
스텐인리스강선,489540
아연도강선,580349
타이어보강강선,646591
기타도금강선,39039
주철관(주조한것),212172
주철제관연결구류,79599
용접강관,2734968
무계목강관,389970
기타강관,488041
강관가공품,6255569
강관연결구류,2452539
아연도강판,8259078
주석도금강판,1260897
갈바륨강판,184524
크롬도금강판,123630
알루미늄도금강판,340132
기타도금강판,207257
칼라강판,2416793
도금강관및피복강관,674052
기타도금및피복처리강재,114079
철강절단품(구입한강재절단),7243221
동1차정련품,4527548
동2차정련품,1259670
알루미나,170259
알루미늄1차정련품,1215423
알루미늄2차정련품,1856457
연정련품,999755
연2차정련품,411837
아연1차정련품,2231465
아연2차정련품,65117
금괴,2064913
은괴,2141851
기타귀금속1차정련품,...
귀금속2차정련품,83989
니켈괴,...
주석괴,14520
기타비철금속1차정련품,284660
기타비철금속2차정련품,473333
동봉,1516239
나동선,2983240
동판,1425774
동박(두께0.15㎜이하),428784
동관,1128062
동제의관연결구류,234949
알루미늄봉(압연에의한것),329764
알루미늄새시바(압출에의한것),1745549
알루미늄선,1165991
알루미늄판,1688511
알루미늄박(두께0.2㎜이하),583348
알루미늄관,450827
알루미늄제관연결구류,71815
"니켈압연,압출및연신제품",46707
"연(납)압연,압출및연신제품",262556
"아연압연,압출및연신제품",125627
"주석압연,압출및연신제품",19114
텅스텐(중석)압연및압출제품,95528
귀금속압연및압출제품,67471
세금선,672301
기타비철금속압연및압출제품,428862
동분말,157026
알루미늄분말,...
아연분말,...
텅스텐분말,...
기타비철금속분말,39098
기타１차비철금속제품,195785
회주물(보통주철),3081158
가단주물,155781
구상흑연주물(덕타일주물),186728
보통강주물,946828
특수강주물(합금강주물),468289
알루미늄주물,1102075
동주물,259655
기타비철금속주물,173378
금속가공제품제조업;기계및가구제외,68527852
건물용철문,127401
셔터문,99247
기타금속제문,554878
금속제창문,792691
건축용금속공작물,1473412
판금제품,2834843
육상금속구조물,5446730
교량,657315
철제수문,127759
수상금속구조물,4409629
기타금속조립구조재,542122
금속제조립식건축물,284676
금속제조립식건축물용판넬,1712777
산업용온수보일러,497286
방열기,111292
산업용온수보일러및방열기의부품,31311
저장용금속탱크,2047067
압력용기,975642
수관보일러,630110
연관보일러,60550
기타산업용보일러,4176508
보일러부속품및부품,91855
원자로의부품,33313
군사용무기및부품,3235118
비군사용총기류,...
가스총,...
기타비군사용무기및부품,108843
분말야금제품,355917
보통강단조물,1681433
특수강단조물,624209
기타철강단조물,875479
스테인리스단조물,71097
알루미늄단조물,134012
동단조물,42691
기타비철금속단조물,52059
자동차용프레스가공품,4517550
가정용압형제품(알루미늄제),157451
가정용압형제품(스테인리스제),356390
기타프레스가공품,2559655
금속열처리제품,838624
절삭가공,5455602
기타금속처리제품,827582
금속제식탁용품(식기제외),35111
칼및칼날(식탁용나이프제외),62882
면도기및면도날,137780
가위,22025
손톱및발톱깍기,62000
건물용철물,500195
가구용철물,219947
자동차용철물,1532745
디지털도어록,294509
"자물쇠,열쇠및관련부품(자동차용제외)",27624
캐스터(소형바퀴),72514
가방부착용철물,32223
커튼및블라인드부품,8001
기타일반철물,246605
드라이버,...
스패너및렌치,8358
기타작업용수공구,62061
농업용수공구,...
드릴,48422
햄머,...
기타수공구,46673
톱(수동식),16201
톱날,114912
공작기계용절삭공구,1785005
기타공작기계용부속물,80007
쇠못,124547
나사못(금속제),419865
볼트및너트(금속제),3441837
리베트(금속제),86262
와셔(금속제),124350
기타금속파스너,62402
코일스프링,578668
잎(판상)스프링,138274
기타금속스프링,302090
철망,563952
와이어로프,682287
체인(동력전달용제외),67917
기타철선조립제품,97264
스틸캔(음식료품용),521140
알루미늄캔(음식료품용),503476
에어로졸캔,329757
드럼통,532396
금속튜브용기,72858
기타금속포장용기,784647
병마개,230719
금고,106275
금고부품,...
알루미늄제주방및식탁용품,724612
스텐레스주방및식탁용품,267371
법랑제주방및식탁용품,...
기타금속제주방및식탁용품,14009
싱크상판,114486
기타금속위생용품,95492
금속표시판,129582
금속제액자틀,9756
기타금속제장식용품,128762
용접봉,1039885
금속사다리및부품,38674
"선박용프로펠러,날및닻",199418
금속제파킹및가스켓,187778
기타조립금속제품,431207
금속제영구자석제조,126819
바늘,70015
기타분류안된금속가공제품,112615
"전자부품,컴퓨터,영상,음향및통신장비제조업",238489306
DRAM,34930293
SRAM,18299
Flash메모리(모듈포함),7690687
기타반도체메모리,5844390
스탠다드로직,7360374
ASIC로직,1852557
마이크로콤퍼넌트,223356
바이폴라IＣ,178145
기타모노리식디지털집적회로,594022
아날로그집적회로,25493
하이브리드집적회로,36903
기타혼성집적회로,72080
극소형조립회로,2232524
CMOS이미지센서,179058
DDI,484320
전자집적회로부분품,1069540
트랜지스터,279210
다이오드,303854
LED(패키징),3626483
감광성반도체소자,609821
압전소자,...
수정진동자,48416
반도체웨이퍼,1278372
LED에피칩,30346
기타반도체개별소자,263607
태양광웨이퍼,...
태양전지,675515
"다이오드,트랜지스터및반도체부품",1483890
