"전국","스쿠알렌식품",1,X,X,X
"전국","효소식품",38,353087,348530,20241
"전국","정제어유가공식품",9,30503,30230,1332
"전국","알로에식품",7,79777,80610,5128
"전국","기타 건강기능식품",99,1722324,1712370,73793
"전국","계란 및 새알 가공품",32,431602,429990,17850
"전국","기타 식품",18,57300,56930,2209
"전국","배합사료(양우용)",112,3453482,3451272,27691
"전국","배합사료(양돈용)",68,2441605,2439227,24851
"전국","배합사료(양계용)",52,1873034,1873717,6562
"전국","배합사료(기타 동물)",52,1091192,1088325,13160
"전국","배합사료(양어용)",17,216280,215578,7808
"전국","애완동물사료",30,365624,365000,7115
"전국","단미사료",21,157420,157812,2391
"전국","사료 첨가제",22,447728,447046,11659
"전국","기타 사료",21,100797,97503,6482
"전국","동물용 조제식품",12,57114,59646,2532
"전국","음료 제조업",460,12065490,12036174,399782
"전국","탁주",37,313132,313286,3487
"전국","약주",7,45744,45500,3229
"전국","맥아",2,X,X,X
"전국","맥주",22,2036050,2021602,49958
"전국","청주",2,X,X,X
"전국","포도주, 샴페인",3,26809,26329,5476
"전국","복분자주",5,20913,20897,1104
"전국","기타 발효주",9,29732,29717,2772
"전국","주정",9,494229,490870,23028
"전국","소주",22,2094887,2095017,22757
"전국","위스키",2,X,X,X
"전국","매실주",2,X,X,X
"전국","기타 증류주 및 합성주",7,13765,13681,2028
"전국","얼음",31,87505,87429,3835
"전국","생수",47,891366,892251,13871
"전국","콜라",7,703638,706510,15694
"전국","사이다",12,509216,509842,15805
"전국","기타 탄산음료",21,651816,652407,24549
"전국","알카리성 이온음료",9,110900,110238,6546
"전국","식물성 섬유음료",12,140485,140121,8577
"전국","인삼음료",29,477320,459186,33012
"전국","과실음료",52,669812,673546,31393
"전국","채소음료",9,40793,40614,3073
"전국","커피 음료",27,879077,880616,24163
"전국","두유",20,399439,401465,16894
"전국","기타 비알콜성 음료",55,1169146,1163191,76034
"전국","담배 제조업",8,3754485,3693989,552349
"전국","담배잎(재건조)",2,X,X,X
"전국","담배",5,3293105,3244623,115395
"전국","기타 궐련",1,X,X,X
"전국","섬유제품 제조업; 의복 제외",2281,15896411,15901181,1216271
"전국","방적용 면",2,X,X,X
"전국","순면사",14,375453,389536,39128
"전국","면혼방사",7,216927,217192,14177
"전국","방적용 모",2,X,X,X
"전국","순소모사",8,29392,31024,7565
"전국","혼방소모사",7,23191,23167,4198
"전국","순방모사",10,102597,102270,18552
"전국","혼방방모사",14,66120,64806,14977
"전국","재생섬유사",14,132260,132472,17534
"전국","순합성섬유사",14,100587,101503,6898
"전국","혼방합성섬유사",56,338031,339077,26019
"전국","재봉사",10,67691,67790,5414
"전국","편물사",15,97595,97680,5690
"전국","커버링사",33,129975,129528,12961
"전국","기타가공사",31,181010,180747,23805
"전국","견사 및 견방사",1,X,X,X
"전국","마사 및 기타 식물성 섬유사",1,X,X,X
"전국","순면직물",40,258348,258638,20205
"전국","혼방면직물",34,248953,250803,17531
"전국","순소모직물",6,55493,54018,12648
"전국","혼방소모직물",7,57208,57326,10365
"전국","순방모직물",4,33010,32658,6684
"전국","혼방방모직물",6,17579,17942,3034
"전국","비스코스직물",7,37215,36725,6607
"전국","아세테이트직물",5,42117,43032,1874
"전국","순합성섬유직물",112,983438,988162,116369
"전국","혼방합성섬유직물",168,989988,995290,104652
"전국","순견직물",12,27630,27382,2605
"전국","혼방견직물",4,24401,24503,3893
"전국","마 및 기타 식물성 직물",3,5693,5697,149
"전국","파일직물",13,238858,228808,20174
"전국","유리섬유직물",7,91408,91322,5788
"전국","기타 특수직물",15,264636,265445,9933
"전국","이불",106,481524,479036,57597
"전국","담요",4,10403,10674,1072
"전국","타월(직물)",26,176576,179067,18172
"전국","침구용 카바",28,137856,135625,10435
"전국","베개 및 유사제품",20,37818,37855,4069
"전국","기타 침구관련제품",21,40570,39676,2625
"전국","자수제품 및 자수용재료",26,43496,43525,1823
"전국","커튼 및 유사제품",78,418763,416235,42649
"전국","텐트",6,42172,42167,3675
"전국","천막 및 덮개(직물)",66,436012,442267,27085
"전국","기타 캔버스제품",9,21047,21395,1112
"전국","직물포대",27,193766,195823,9742
"전국","낙하산",1,X,X,X
"전국","차량의자 카바",73,1139058,1134255,30366
"전국","청소용 포(직물)",24,121437,118017,18965
"전국","가정용품 덮개",2,X,X,X
"전국","기타 직물제품",98,542864,535494,29972
"전국","견편조물",14,157211,161114,10876
"전국","면편조물",19,91123,89795,6765
"전국","인조섬유편조물",61,475647,479329,39421
"전국","기타 편조물",15,54173,53921,3193
"전국","섬유사 염색",33,147182,145204,10643
"전국","직물 염색",127,1138094,1147431,58161
"전국","의복 및 직물제품의 염색",16,58641,57676,6911
"전국","직물원단 날염",38,281023,270498,19054
"전국","의복 및 직물제품의 날염",11,30453,30311,335
"전국","섬유 호부처리",14,53548,53591,910
"전국","섬유 기타 가공",13,36863,37146,885
"전국","카페트",14,104458,103716,6627
"전국","마루덮개 및 유사제품",14,82408,82591,3330
"전국","끈 및 로프(식물성섬유)",9,68556,66670,6887
"전국","끈(합성섬유)",13,34855,34561,1491
"전국","로프(합성섬유)",23,151884,148864,17710
"전국","어망",32,93609,93439,5590
"전국","기타 망",30,146017,146540,4849
"전국","끈가공품",18,62625,62555,1861
"전국","세폭직물",66,223337,223478,8499
"전국","부직포",77,825369,824107,57361
"전국","펠트",31,208118,208165,10575
"전국","부직포 제품",60,498849,494736,22287
"전국","타이어코드 및 타이어직물",5,412379,413177,36609
"전국","고무도포 사",2,X,X,X
"전국","기타 특수사",10,38738,38266,2723
"전국","비닐도포직물",16,100634,100465,4456
"전국","고무도포직물",6,50176,50003,1999
"전국","기타도포 및 적층직물",57,309637,310043,11369
"전국","워딩(솜) 제품",51,404164,408317,14407
"전국","편조제품(의복 및 의복액세서리 제외)",1,X,X,X
"전국","레이스원단 및 망직물(편직된 것)",18,67207,66854,17669
"전국","장식용 트리밍",1,X,X,X
"전국","직물제 필터",39,176411,175714,6794
"전국","기타 섬유제품",30,141266,141169,7562
"전국","의복, 의복 액세서리 및 모피제품 제조업",1562,14239535,14191325,3716039
"전국","남자 및 소년용 정장",48,621626,656133,163693
"전국","남자 및 소년용 코트",2,X,X,X
"전국","남자 및 소년용 자켓 및 점퍼",32,821490,839026,322529
"전국","남자 및 소년용 바지",16,68456,67596,12962
"전국","여자 및 소녀용 정장",143,2051892,2032581,551109
"전국","여자 및 소녀용 코트",20,236911,237471,37055
"전국","여자 및 소녀용 자켓 및 점퍼",75,1915490,1908095,480801
"전국","여자 및 소녀용 치마",23,130853,138455,42098
"전국","여자 및 소녀용 바지",35,70281,68968,14328
"전국","남자 및 소년용 속옷",13,79035,73140,15429
"전국","남자 및 소년용 내복 및 잠옷",4,12222,11749,7044
"전국","여자 및 소녀용 속옷",28,104493,96139,25728
"전국","여자용 보정의류",21,111763,106865,57992
"전국","여자 및 소녀용 내복 및 잠옷",4,10048,9755,2821
"전국","한복",10,10042,11139,3730
"전국","남성용 직물셔츠",69,741824,734577,308073
"전국","남성용 니트셔츠(니트원단 구입)",20,63376,63266,9659
"전국","여성용 직물 블라우스 및 셔츠",119,788032,783535,210839
"전국","여성용 니트 블라우스 및 셔츠(니트원단 구입)",45,443599,463360,20980
"전국","학생용 교복",25,209549,214702,14423
"전국","사무, 작업 및 위생용 의복",157,813114,805553,65207
"전국","운동복",133,1816894,1750838,640011
"전국","남자용 가죽의복",4,30259,29940,1627
"전국","여자용 가죽의복",11,69959,69340,3618
"전국","유아용 의복 및 부속품",56,924771,913978,231868
"전국","기타 봉제의복",41,134900,136064,20324
"전국","천연모피 의복",25,165431,164780,71830
"전국","기타 천연 모피제품",2,X,X,X
"전국","인조모피 제품",1,X,X,X
"전국","남자용 속옷 (편직결합)",5,16316,16240,4610
"전국","여자용 속옷 (편직결합)",10,120533,115741,19113
"전국","유아용 내의(편직결합)",5,55054,56476,1009
"전국","남자용 셔츠(편직결합)",16,210870,213108,64676
"전국","여자용 셔츠 및 브라우스(편직결합)",26,84897,85086,8148
"전국","남자용 스웨터(편직결합)",18,64024,61988,9095
"전국","여자용 스웨터(편직결합)",39,203889,200217,76103
"전국","기타 남성용 편조 외의(편직결합)",4,22028,26044,9098
"전국","기타 여성용 편조 외의(편직결합)",7,116899,115525,35688
"전국","스타킹",15,52380,50495,15349
"전국","양말",37,179178,181581,19214
"전국","장갑(편직결합)",52,215496,215242,16083
"전국","기타 편조제품",9,16891,16776,1149
"전국","모자",33,107618,111162,12028
"전국","섬유 장갑",17,61259,63257,5111
"전국","가죽 장갑",6,17957,17689,12152
"전국","넥타이",5,21205,20601,8813
"전국","목도리",1,X,X,X
"전국","스카프",11,57004,64320,29471
"전국","벨트(허리띠)",10,15277,15827,2332
"전국","손수건",5,31162,30750,15293
"전국","기타 의복악세서리",17,23589,26181,8132
"전국","의류 부분품",32,90957,91919,6380
"전국","가죽, 가방 및 신발 제조업",643,4677481,4653278,513179
"전국","소가죽",43,868439,867039,62180
"전국","돼지가죽",2,X,X,X
"전국","면양 또는 산양(염소)의 가죽",1,X,X,X
"전국","기타 동물가죽",2,X,X,X
"전국","재생가죽",2,X,X,X
"전국","기타 특수가공가죽",7,35185,34827,2298
"전국","천연모피(유연처리 또는 완성가공한 것)",1,X,X,X
"전국","인조모피",1,X,X,X
"전국","핸드백",45,988754,991367,99650
"전국","지갑",23,108512,110278,13685
"전국","서류가방",5,24613,24561,555
"전국","여행용 가방",9,17502,16984,2971
"전국","학생용 가방",5,9928,9850,1651
"전국","등산용 배낭",3,30289,30505,7959
"전국","기타 가방",28,53479,53511,5469
"전국","케이스(가죽 및 섬유제)",35,146179,146434,6503
"전국","산업용 가죽제품",3,26738,26766,116
"전국","가정용 가죽제품",16,97569,97777,2680
"전국","남자용 구두(단화 포함)",55,343579,347797,73205
"전국","여자용 구두(단화 포함)",108,513465,502083,100420
"전국","아동용 구두(단화 포함)",3,8018,8296,2607
"전국","가죽 장화",8,17712,17541,1586
"전국","고무장화",11,29672,29119,2148
"전국","프라스틱 및 고무제 운동화",3,24098,24528,2390
"전국","기타 플라스틱 및 고무제 신발",7,12445,12319,2573
"전국","직물슬리퍼",2,X,X,X
"전국","플라스틱 및 고무 슬리퍼",16,50280,49829,6251
"전국","가죽 슬리퍼",2,X,X,X
"전국","운동화",39,390441,388971,21397
"전국","가죽 등산화",10,375339,371575,48704
"전국","가죽 샌달",8,34445,34284,1887
"전국","기타 직물갑피제 또는 가죽갑피제 신발",24,104952,99689,14301
"전국","스포츠화",5,13193,12567,1832
"전국","기타 재료제의 신발",1,X,X,X
"전국","가죽제 신발부분품",24,84753,84135,4168
"전국","플라스틱 및 고무제 운동화부분품",37,106476,105677,5142
"전국","기타 플라스틱 및 고무제 신발부분품",33,77913,77200,3991
"전국","기타 재료제의 신발부분품",16,28707,28177,2431
"전국","목재 및 나무제품 제조업; 가구 제외",947,5575539,5559394,290704
"전국","소각재",12,52835,51152,4098
"전국","각재",87,462112,466322,26758
"전국","판재",31,111011,110708,9845
"전국","제재부산물",23,54976,54771,2367
"전국","마루용 판재",17,238706,239016,17759
"전국","우드몰딩",20,63084,62537,7124
"전국","목모와 목분",15,35410,35068,897
"전국","칩상 또는 삭편상의 목재",24,116827,116356,1983
"전국","기타 표면가공목재",17,57177,56622,3885
"전국","표면처리 및 방부처리목재",41,236945,237040,7326
"전국","단판",3,35173,35218,626
"전국","일반 합판",21,290825,295347,16489
"전국","가공합판",45,451685,451416,21921
"전국","파티클보드(PB)",11,348507,340919,21960
"전국","MDF(중밀도섬유판)",16,398731,393267,32623
"전국","강화마루",10,144148,138738,19246
"전국","재생목재",13,115217,115431,7267
"전국","목제의 창문 및 창문틀",21,118726,118006,2985
"전국","목제의 문 및 문틀",61,505478,503411,16849
"전국","목제 패널",47,265923,267521,20182
"전국","목제의 건물 부착물",31,131192,131836,2029
"전국","목제 깔판류 및 기타 적재용 판",153,635793,633331,27015
"전국","목제통 및 관련 부품",9,42354,42557,673
"전국","목제의 포장 및 운반용 상자",135,431435,432822,9807
"전국","목제의 케이블드럼",8,31834,31783,339
"전국","목제도구 및 부품",5,10638,10509,131
"전국","주방용 또는 식탁용 목제품",11,24746,24728,2321
"전국","목제 그림틀 및 사진틀",5,9200,9223,421
"전국","기타 장식용 목제품",6,13941,13712,423
"전국","장의용 목관",6,13078,12970,1451
"전국","기타 목제품",35,118075,117372,3552
"전국","콜크 및 콜크제품",3,X,X,X
"전국","대나무 돗자리",3,5290,5279,194
"전국","기타 조물제품",2,X,X,X
"전국","펄프, 종이 및 종이제품 제조업",1928,23008973,23064420,923099
"전국","화학펄프",2,X,X,X
"전국","기타 펄프",1,X,X,X
"전국","신문용지",10,766288,777563,16945
"전국","백상지",9,1454364,1453066,80231
"전국","중질지",7,257351,244872,15582
"전국","인쇄용 박엽지",11,131161,126735,20454
"전국","아트지",11,1221630,1219765,82844
"전국","정보용지",18,738619,739519,60526
"전국","지폐용지",1,X,X,X
"전국","수제지",5,13422,13268,938
"전국","기타 인쇄 및 필기용지",19,51331,51787,8076
"전국","크라프트지",14,191164,188703,20320
"전국","골판지원지",30,2426071,2431736,74025
"전국","백판지",7,782076,795896,31479
"전국","기타 판지",3,16581,16810,1888
"전국","적층가공지(박지)",47,553328,555386,43282
"전국","포장지",46,381501,380914,17660
"전국","접착지",29,187372,189805,8049
"전국","기타 가공지",25,120804,120483,11789
"전국","위생용지",18,311137,316927,13641
"전국","기타위생용지",3,63571,64259,3780
"전국","기타 종이 및 판지",9,86102,85876,3475
"전국","골판지",46,951008,950409,13098
"전국","골판지 상자",534,4390854,4401774,94232
"전국","기타 골판지제 관련제품",12,31445,31588,896
"전국","종이 포대",35,251812,251990,7210
"전국","종이 가방",35,190743,191371,6832
"전국","판지상자 및 용기",127,674471,674043,17418
"전국","식품위생용 종이상자",34,254543,255011,5846
"전국","식품용 종이용기",29,407398,405806,14353
"전국","기타 종이상자 및 용기(판지 및 골판지 이외)",90,414352,414693,10656
"전국","지관(판지 및 골판지 이외)",79,278368,278642,6507
"전국","전자복사기용지(소매용)",26,64143,64182,1229
"전국","노트류",34,200938,198094,21023
"전국","컴퓨터용지",23,115577,115297,4211
"전국","앨범",15,47115,46815,1724
"전국","바인더",17,50579,50519,2573
"전국","사무용 봉투",18,61426,61478,642
"전국","장부류",2,X,X,X
"전국","기타 문구용 종이제품",32,91942,91064,7741
"전국","화장지",97,1193983,1204661,36504
"전국","종이 타월",84,667850,666897,27257
"전국","종이 생리대",12,363918,366874,16052
"전국","종이 기저귀",18,644614,643895,24076
"전국","기타 위생용 종이제품",4,11997,11579,661
"전국","종이벽지",25,274408,277307,26089
"전국","직물벽지",6,153635,154629,9680
"전국","장판지",1,X,X,X
"전국","여과지",17,265736,272643,4463
"전국","종이 라벨",75,659340,659496,14406
"전국","식품용 종이제품(용기 및 상자 제외)",52,272699,274263,10405
"전국","기타 종이 및 판지제품",24,76119,76179,2674
"전국","인쇄 및 기록매체 복제업",121,567959,568429,17575
"전국","인쇄판",112,534448,534961,16307
"전국","오디오 복제물",7,X,X,X
"전국","기타 기록매체 복제물",2,X,X,X
"전국","코크스, 연탄 및 석유정제품 제조업",249,113667681,113581814,3052319
"전국","석탄코크스",7,X,X,X
"전국","콜타르(조상의 것)",3,105044,105044,0
"전국","연탄",20,82574,82594,37
"전국","휘발유",5,15855146,15812517,409295
"전국","제트유",8,16320343,16308183,343541
"전국","등유",6,2757883,2735568,174881
"전국","경유",7,37126638,37149630,689043
"전국","경질중유(벙커A유)",2,X,X,X
"전국","중유(벙커B유)",4,417223,412664,69599
"전국","벙커C유",7,7146114,7110240,305721
"전국","나프타",6,16254676,16315359,202278
"전국","솔벤트",9,1688408,1684839,76089
"전국","윤활기유",6,5728145,5693759,365670
"전국","프로판가스",14,1219556,1223593,28693
"전국","부탄가스",9,2310312,2324422,28407
"전국","윤활유(석유기저)",50,2821043,2811698,129444
"전국","그리스(석유기저)",11,93077,92645,8662
"전국","재생 윤활유 및 그리스",15,114132,109360,11480
"전국","파라핀",5,147847,147810,5031
"전국","아스팔트",8,2368174,2371502,42602
"전국","재생유",38,532351,525293,32772
"전국","기타 석유정제품",9,421130,415191,95388
"전국","화학 물질 및 화학제품 제조업; 의약품 제외",4647,161981436,161874422,7998031
"전국","혼합부탄",6,206529,208324,7321
"전국","에틸렌",9,4074214,4077920,47534
"전국","프로필렌",15,5130921,5133039,57049
"전국","부타디엔",8,1460955,1452515,35815
"전국","기타 비환식 탄화수소",4,341709,342753,8267
"전국","알킬벤젠",2,X,X,X
"전국","벤젠",16,5398816,5378291,113736
"전국","톨루엔",14,898071,889108,58041
"전국","디니트로톨루엔(DNT)",2,X,X,X
"전국","파라자일렌(P-X)",8,13075514,13108856,139045
"전국","올소자일렌",2,X,X,X
"전국","스티렌모노머(SM)",7,3942434,3954334,77139
"전국","자일렌(Xylene)",11,1880306,1858074,60134
"전국","기타 환식탄화수소",2,X,X,X
"전국","이염화에틸렌(EDC)",3,534738,532460,7608
"전국","염화비닐모노머(VCM)",3,941061,943292,8510
"전국","기타 탄화수소 유도체",5,837200,820913,44266
