행정구역별,품목별,항목,단위,2014 년
전  국,여자 및 소녀용 코트,출하금액[백만원],백만원,79934
전  국,여자 및 소녀용 코트,완제품 연말재고액[백만원],백만원,58455
전  국,여자 및 소녀용 자켓 및 점퍼,사업체수[개],개,89
전  국,여자 및 소녀용 자켓 및 점퍼,생산액[백만원],백만원,1264017
전  국,여자 및 소녀용 자켓 및 점퍼,출하금액[백만원],백만원,1270717
전  국,여자 및 소녀용 자켓 및 점퍼,완제품 연말재고액[백만원],백만원,333640
전  국,여자 및 소녀용 치마,사업체수[개],개,24
전  국,여자 및 소녀용 치마,생산액[백만원],백만원,74849
전  국,여자 및 소녀용 치마,출하금액[백만원],백만원,71496
전  국,여자 및 소녀용 치마,완제품 연말재고액[백만원],백만원,55236
전  국,여자 및 소녀용 바지,사업체수[개],개,44
전  국,여자 및 소녀용 바지,생산액[백만원],백만원,122781
전  국,여자 및 소녀용 바지,출하금액[백만원],백만원,118797
전  국,여자 및 소녀용 바지,완제품 연말재고액[백만원],백만원,51959
전  국,남자 및 소년용 속옷,사업체수[개],개,14
전  국,남자 및 소년용 속옷,생산액[백만원],백만원,164433
전  국,남자 및 소년용 속옷,출하금액[백만원],백만원,167541
전  국,남자 및 소년용 속옷,완제품 연말재고액[백만원],백만원,54145
전  국,남자 및 소년용 내복 및 잠옷,사업체수[개],개,5
전  국,남자 및 소년용 내복 및 잠옷,생산액[백만원],백만원,24837
전  국,남자 및 소년용 내복 및 잠옷,출하금액[백만원],백만원,23019
전  국,남자 및 소년용 내복 및 잠옷,완제품 연말재고액[백만원],백만원,4577
전  국,여자 및 소녀용 속옷,사업체수[개],개,18
전  국,여자 및 소녀용 속옷,생산액[백만원],백만원,34988
전  국,여자 및 소녀용 속옷,출하금액[백만원],백만원,32558
전  국,여자 및 소녀용 속옷,완제품 연말재고액[백만원],백만원,7056
전  국,여자용 보정의류,사업체수[개],개,23
전  국,여자용 보정의류,생산액[백만원],백만원,293459
전  국,여자용 보정의류,출하금액[백만원],백만원,294744
전  국,여자용 보정의류,완제품 연말재고액[백만원],백만원,60004
전  국,여자 및 소녀용 내복 및 잠옷,사업체수[개],개,8
전  국,여자 및 소녀용 내복 및 잠옷,생산액[백만원],백만원,20648
전  국,여자 및 소녀용 내복 및 잠옷,출하금액[백만원],백만원,19359
전  국,여자 및 소녀용 내복 및 잠옷,완제품 연말재고액[백만원],백만원,4199
전  국,한복,사업체수[개],개,12
전  국,한복,생산액[백만원],백만원,17359
전  국,한복,출하금액[백만원],백만원,16574
전  국,한복,완제품 연말재고액[백만원],백만원,6963
전  국,남성용 직물셔츠,사업체수[개],개,60
전  국,남성용 직물셔츠,생산액[백만원],백만원,385676
전  국,남성용 직물셔츠,출하금액[백만원],백만원,380438
전  국,남성용 직물셔츠,완제품 연말재고액[백만원],백만원,91310
전  국,남성용 니트셔츠(니트원단 구입),사업체수[개],개,29
전  국,남성용 니트셔츠(니트원단 구입),생산액[백만원],백만원,166613
전  국,남성용 니트셔츠(니트원단 구입),출하금액[백만원],백만원,163876
전  국,남성용 니트셔츠(니트원단 구입),완제품 연말재고액[백만원],백만원,21553
전  국,여성용 직물 블라우스 및 셔츠,사업체수[개],개,106
전  국,여성용 직물 블라우스 및 셔츠,생산액[백만원],백만원,805132
전  국,여성용 직물 블라우스 및 셔츠,출하금액[백만원],백만원,808881
전  국,여성용 직물 블라우스 및 셔츠,완제품 연말재고액[백만원],백만원,155627
전  국,여성용 니트 블라우스 및 셔츠(니트원단 구입),사업체수[개],개,47
전  국,여성용 니트 블라우스 및 셔츠(니트원단 구입),생산액[백만원],백만원,564587
전  국,여성용 니트 블라우스 및 셔츠(니트원단 구입),출하금액[백만원],백만원,561829
전  국,여성용 니트 블라우스 및 셔츠(니트원단 구입),완제품 연말재고액[백만원],백만원,13194
전  국,운동복,사업체수[개],개,176
전  국,운동복,생산액[백만원],백만원,2486740
전  국,운동복,출하금액[백만원],백만원,2323871
전  국,운동복,완제품 연말재고액[백만원],백만원,582717
전  국,학생용 교복,사업체수[개],개,23
전  국,학생용 교복,생산액[백만원],백만원,164302
전  국,학생용 교복,출하금액[백만원],백만원,167561
전  국,학생용 교복,완제품 연말재고액[백만원],백만원,7026
전  국,"사무, 작업 및 위생용 의복",사업체수[개],개,129
전  국,"사무, 작업 및 위생용 의복",생산액[백만원],백만원,517202
전  국,"사무, 작업 및 위생용 의복",출하금액[백만원],백만원,512316
전  국,"사무, 작업 및 위생용 의복",완제품 연말재고액[백만원],백만원,28003
전  국,남자용 가죽의복,사업체수[개],개,2
전  국,남자용 가죽의복,생산액[백만원],백만원,...
전  국,남자용 가죽의복,출하금액[백만원],백만원,...
전  국,남자용 가죽의복,완제품 연말재고액[백만원],백만원,...
전  국,여자용 가죽의복,사업체수[개],개,7
전  국,여자용 가죽의복,생산액[백만원],백만원,39374
전  국,여자용 가죽의복,출하금액[백만원],백만원,39517
전  국,여자용 가죽의복,완제품 연말재고액[백만원],백만원,3806
전  국,유아용 의복 및 부속품,사업체수[개],개,59
전  국,유아용 의복 및 부속품,생산액[백만원],백만원,496701
전  국,유아용 의복 및 부속품,출하금액[백만원],백만원,499183
전  국,유아용 의복 및 부속품,완제품 연말재고액[백만원],백만원,116433
전  국,기타 봉제의복,사업체수[개],개,34
전  국,기타 봉제의복,생산액[백만원],백만원,64904
전  국,기타 봉제의복,출하금액[백만원],백만원,65841
전  국,기타 봉제의복,완제품 연말재고액[백만원],백만원,3160
전  국,천연모피(유연처리 또는 완성가공한 것),사업체수[개],개,5
전  국,천연모피(유연처리 또는 완성가공한 것),생산액[백만원],백만원,5348
전  국,천연모피(유연처리 또는 완성가공한 것),출하금액[백만원],백만원,5355
전  국,천연모피(유연처리 또는 완성가공한 것),완제품 연말재고액[백만원],백만원,204
전  국,천연모피 의복,사업체수[개],개,25
전  국,천연모피 의복,생산액[백만원],백만원,196647
전  국,천연모피 의복,출하금액[백만원],백만원,195527
전  국,천연모피 의복,완제품 연말재고액[백만원],백만원,52262
전  국,기타 천연 모피제품,사업체수[개],개,3
전  국,기타 천연 모피제품,생산액[백만원],백만원,16912
전  국,기타 천연 모피제품,출하금액[백만원],백만원,16101
전  국,기타 천연 모피제품,완제품 연말재고액[백만원],백만원,3258
전  국,인조모피,사업체수[개],개,2
전  국,인조모피,생산액[백만원],백만원,...
전  국,인조모피,출하금액[백만원],백만원,...
전  국,인조모피,완제품 연말재고액[백만원],백만원,...
전  국,인조모피 제품,사업체수[개],개,3
전  국,인조모피 제품,생산액[백만원],백만원,13615
전  국,인조모피 제품,출하금액[백만원],백만원,13611
전  국,인조모피 제품,완제품 연말재고액[백만원],백만원,304
전  국,남자용 속옷 (편직결합),사업체수[개],개,10
전  국,남자용 속옷 (편직결합),생산액[백만원],백만원,71054
전  국,남자용 속옷 (편직결합),출하금액[백만원],백만원,71097
전  국,남자용 속옷 (편직결합),완제품 연말재고액[백만원],백만원,981
전  국,여자용 속옷 (편직결합),사업체수[개],개,14
전  국,여자용 속옷 (편직결합),생산액[백만원],백만원,127588
전  국,여자용 속옷 (편직결합),출하금액[백만원],백만원,125982
전  국,여자용 속옷 (편직결합),완제품 연말재고액[백만원],백만원,13853
전  국,유아용 내의(편직결합),사업체수[개],개,4
전  국,유아용 내의(편직결합),생산액[백만원],백만원,41157
전  국,유아용 내의(편직결합),출하금액[백만원],백만원,41141
전  국,유아용 내의(편직결합),완제품 연말재고액[백만원],백만원,256
전  국,남자용 셔츠(편직결합),사업체수[개],개,23
전  국,남자용 셔츠(편직결합),생산액[백만원],백만원,391215
전  국,남자용 셔츠(편직결합),출하금액[백만원],백만원,361382
전  국,남자용 셔츠(편직결합),완제품 연말재고액[백만원],백만원,108389
전  국,여자용 셔츠 및 브라우스(편직결합),사업체수[개],개,39
전  국,여자용 셔츠 및 브라우스(편직결합),생산액[백만원],백만원,418285
전  국,여자용 셔츠 및 브라우스(편직결합),출하금액[백만원],백만원,402035
전  국,여자용 셔츠 및 브라우스(편직결합),완제품 연말재고액[백만원],백만원,75470
전  국,남자용 스웨터(편직결합),사업체수[개],개,20
전  국,남자용 스웨터(편직결합),생산액[백만원],백만원,98529
전  국,남자용 스웨터(편직결합),출하금액[백만원],백만원,90321
전  국,남자용 스웨터(편직결합),완제품 연말재고액[백만원],백만원,25314
전  국,여자용 스웨터(편직결합),사업체수[개],개,43
전  국,여자용 스웨터(편직결합),생산액[백만원],백만원,576413
전  국,여자용 스웨터(편직결합),출하금액[백만원],백만원,577580
전  국,여자용 스웨터(편직결합),완제품 연말재고액[백만원],백만원,13830
전  국,기타 남성용 편조 외의(편직결합),사업체수[개],개,6
전  국,기타 남성용 편조 외의(편직결합),생산액[백만원],백만원,42345
전  국,기타 남성용 편조 외의(편직결합),출하금액[백만원],백만원,41379
전  국,기타 남성용 편조 외의(편직결합),완제품 연말재고액[백만원],백만원,9559
전  국,기타 여성용 편조 외의(편직결합),사업체수[개],개,20
전  국,기타 여성용 편조 외의(편직결합),생산액[백만원],백만원,131981
전  국,기타 여성용 편조 외의(편직결합),출하금액[백만원],백만원,127397
전  국,기타 여성용 편조 외의(편직결합),완제품 연말재고액[백만원],백만원,42078
