"품목분류별 사업체수，생산액，출하 및 연말재고액(10명이상, 2011년)"

"C행정구역별","행정구역별","C품목별","품목별","시점","사업체수 (개)","생산액 (백만원)","출하금액 (백만원)","완제품 연말재고액 (백만원)"
'00,"전  국",'C10110201,"  닭고기",2011,37.0000,2061713.0000,2050621.0000,52420.0000
'00,"전  국",'C10110202,"  오리고기",2011,14.0000,281979.0000,271947.0000,19785.0000
'00,"전  국",'C10110901,"  원피",2011,1.0000,...,...,...
'00,"전  국",'C10110902,"  도축고기 및 가금고기 부산물",2011,13.0000,184925.0000,185417.0000,2095.0000
'00,"전  국",'C10121101,"  가금류 소시지, 통조림 및 병조림",2011,2.0000,...,...,...
'00,"전  국",'C10121102,"  가금류 포장육",2011,112.0000,735837.0000,729178.0000,21233.0000
'00,"전  국",'C10121109,"  기타 가금류 가공품",2011,94.0000,666472.0000,661321.0000,15060.0000
'00,"전  국",'C10129101,"  베이컨",2011,9.0000,65063.0000,64513.0000,2266.0000
'00,"전  국",'C10129102,"  햄(가축)",2011,40.0000,691845.0000,674766.0000,55138.0000
'00,"전  국",'C10129103,"  소시지(축육)",2011,40.0000,451648.0000,452788.0000,17356.0000
'00,"전  국",'C10129104,"  기타 육지동물 소시지 유사제품",2011,33.0000,115140.0000,114669.0000,1989.0000
'00,"전  국",'C10129105,"  육지동물 통조림 및 병조림",2011,4.0000,12938.0000,12724.0000,256.0000
'00,"전  국",'C10129106,"  육지동물 포장육",2011,173.0000,2551898.0000,2548508.0000,74229.0000
'00,"전  국",'C10129109,"  기타 고기가공품",2011,132.0000,606738.0000,604963.0000,14132.0000
'00,"전  국",'C10211101,"  어묵 및 유사가공품",2011,60.0000,435631.0000,430646.0000,16565.0000
'00,"전  국",'C10211102,"  어육 소시지 및 어묵햄",2011,14.0000,153314.0000,154143.0000,3082.0000
'00,"전  국",'C10211103,"  조미오징어",2011,41.0000,215918.0000,208847.0000,18297.0000
'00,"전  국",'C10211104,"  조미쥐치포",2011,14.0000,22539.0000,21894.0000,2513.0000
'00,"전  국",'C10211105,"  기타 조미조제식품 및 어류훈제품",2011,25.0000,67179.0000,64569.0000,5017.0000
'00,"전  국",'C10211109,"  기타 수산동물 조리가공품",2011,22.0000,71949.0000,70605.0000,4169.0000
'00,"전  국",'C10211201,"  참치통조림",2011,7.0000,363891.0000,362755.0000,24643.0000
'00,"전  국",'C10211202,"  골뱅이통조림",2011,7.0000,43024.0000,44925.0000,1711.0000
'00,"전  국",'C10211203,"  굴 통조림",2011,6.0000,27110.0000,26561.0000,5587.0000
'00,"전  국",'C10211204,"  꽁치통조림",2011,7.0000,15602.0000,15498.0000,1260.0000
'00,"전  국",'C10211209,"  기타 수산동물 통조림",2011,13.0000,16795.0000,14471.0000,3313.0000
'00,"전  국",'C10212101,"  명태 건제품",2011,51.0000,117860.0000,118030.0000,8293.0000
'00,"전  국",'C10212102,"  멸치 건제품",2011,53.0000,128303.0000,127950.0000,3262.0000
'00,"전  국",'C10212103,"  오징어류 건제품",2011,23.0000,32032.0000,29376.0000,4154.0000
'00,"전  국",'C10212104,"  어류의 채(건조한 것)",2011,27.0000,56835.0000,53570.0000,4881.0000
'00,"전  국",'C10212105,"  기타 소건품",2011,21.0000,79365.0000,78059.0000,10873.0000
'00,"전  국",'C10212106,"  기타 자건품",2011,6.0000,21419.0000,19870.0000,1645.0000
'00,"전  국",'C10212109,"  기타 수산동물 및 부산물 건제품",2011,10.0000,7843.0000,7585.0000,934.0000
'00,"전  국",'C10212201,"  멸치젓류",2011,10.0000,13930.0000,13273.0000,2190.0000
'00,"전  국",'C10212202,"  명란젓 및 창란젓",2011,21.0000,68661.0000,76037.0000,3466.0000
'00,"전  국",'C10212203,"  기타 젓갈류",2011,32.0000,73458.0000,74833.0000,2060.0000
'00,"전  국",'C10212204,"  어류 염장품",2011,43.0000,176425.0000,173590.0000,9655.0000
'00,"전  국",'C10213101,"  냉동 참치",2011,7.0000,290617.0000,288586.0000,10204.0000
'00,"전  국",'C10213102,"  냉동 고등어",2011,27.0000,86976.0000,85489.0000,4464.0000
'00,"전  국",'C10213103,"  동태",2011,4.0000,4515.0000,4390.0000,488.0000
'00,"전  국",'C10213109,"  기타 어류 및 부산물의 냉동품",2011,37.0000,130544.0000,130357.0000,7936.0000
'00,"전  국",'C10213201,"  갑각류 냉동품",2011,14.0000,46618.0000,46618.0000,2223.0000
'00,"전  국",'C10213202,"  연체동물 냉동품",2011,52.0000,205787.0000,206666.0000,6970.0000
'00,"전  국",'C10219100,"  어육(신선 및 냉동한 것, 등뼈 제거)",2011,61.0000,316436.0000,319462.0000,31409.0000
'00,"전  국",'C10219201,"  비식용 어분",2011,9.0000,26251.0000,25927.0000,3343.0000
'00,"전  국",'C10219209,"  기타 수산동물 가공품",2011,5.0000,21867.0000,21561.0000,1132.0000
'00,"전  국",'C10219900,"  어류 부산물(신선 및 냉동한 것)",2011,8.0000,16369.0000,16046.0000,562.0000
'00,"전  국",'C10220101,"  김",2011,180.0000,619927.0000,617879.0000,17571.0000
'00,"전  국",'C10220102,"  미역",2011,75.0000,150567.0000,144206.0000,14400.0000
'00,"전  국",'C10220103,"  톳",2011,10.0000,32892.0000,33851.0000,4789.0000
'00,"전  국",'C10220109,"  기타 해조류 가공품",2011,46.0000,70271.0000,69179.0000,6516.0000
'00,"전  국",'C10301101,"  김치",2011,210.0000,1005938.0000,1000320.0000,24897.0000
'00,"전  국",'C10301102,"  단무지",2011,52.0000,187668.0000,187322.0000,3782.0000
'00,"전  국",'C10301109,"  기타 과실 및 채소 절임식품",2011,66.0000,172167.0000,171542.0000,5480.0000
'00,"전  국",'C10309101,"  오렌지원액",2011,4.0000,24289.0000,21651.0000,7129.0000
'00,"전  국",'C10309102,"  농축 과실즙",2011,19.0000,92613.0000,88751.0000,11377.0000
'00,"전  국",'C10309103,"  농축 채소즙",2011,24.0000,77686.0000,77373.0000,2836.0000
'00,"전  국",'C10309104,"  과실주스",2011,18.0000,79472.0000,79373.0000,1813.0000
'00,"전  국",'C10309105,"  채소주스",2011,5.0000,62790.0000,62867.0000,1519.0000
'00,"전  국",'C10309201,"  과실 통조림",2011,13.0000,52569.0000,50052.0000,6445.0000
'00,"전  국",'C10309202,"  잼 및 젤리 통조림",2011,24.0000,135755.0000,132277.0000,12312.0000
'00,"전  국",'C10309203,"  냉동 과실",2011,11.0000,41665.0000,39841.0000,4717.0000
'00,"전  국",'C10309209,"  기타 과실가공품",2011,30.0000,57279.0000,54531.0000,7203.0000
'00,"전  국",'C10309301,"  채소 통조림",2011,6.0000,11077.0000,11187.0000,1035.0000
'00,"전  국",'C10309302,"  건조 채소",2011,19.0000,77677.0000,78591.0000,4328.0000
'00,"전  국",'C10309309,"  기타 채소가공품",2011,66.0000,227100.0000,223262.0000,13379.0000
'00,"전  국",'C10309400,"  견과 가공품",2011,15.0000,117530.0000,116285.0000,5691.0000
'00,"전  국",'C10401101,"  식용 지방(육지동물의 것)",2011,7.0000,66503.0000,64964.0000,3041.0000
'00,"전  국",'C10401102,"  비식용 지방(육지동물의 것)",2011,5.0000,57265.0000,54691.0000,6300.0000
'00,"전  국",'C10401200,"  수산동물 조유(원유)",2011,3.0000,8715.0000,8638.0000,371.0000
'00,"전  국",'C10401900,"  동물성 지방 부산물",2011,17.0000,178806.0000,175966.0000,6312.0000
'00,"전  국",'C10402101,"  참기름",2011,29.0000,196952.0000,195356.0000,8803.0000
'00,"전  국",'C10402102,"  들기름",2011,9.0000,6424.0000,6368.0000,237.0000
'00,"전  국",'C10402103,"  옥수수 원유(압착한 것)",2011,5.0000,12094.0000,11728.0000,1111.0000
'00,"전  국",'C10402104,"  채종유(유채유)",2011,1.0000,...,...,...
'00,"전  국",'C10402109,"  기타 식물성 원유(압착한 것)",2011,8.0000,35133.0000,35290.0000,1311.0000
'00,"전  국",'C10402901,"  대두박",2011,3.0000,459812.0000,452042.0000,29945.0000
'00,"전  국",'C10402909,"  기타 식물성 유박",2011,3.0000,14580.0000,14708.0000,1268.0000
'00,"전  국",'C10403101,"  콩기름(대두유)",2011,11.0000,743834.0000,738733.0000,19157.0000
'00,"전  국",'C10403102,"  옥수수기름",2011,6.0000,69284.0000,66418.0000,5543.0000
'00,"전  국",'C10403103,"  올리브유",2011,3.0000,36422.0000,38103.0000,1263.0000
'00,"전  국",'C10403104,"  마아가린",2011,2.0000,...,...,...
'00,"전  국",'C10403105,"  쇼트닝",2011,3.0000,48816.0000,48846.0000,2336.0000
'00,"전  국",'C10403109,"  기타 식물성 정제유 및 가공유",2011,22.0000,287611.0000,288923.0000,7803.0000
'00,"전  국",'C10501101,"  시유",2011,42.0000,2447684.0000,2445781.0000,18370.0000
'00,"전  국",'C10501102,"  연유",2011,5.0000,15317.0000,14854.0000,527.0000
'00,"전  국",'C10501103,"  조제분유(우유기저)",2011,3.0000,209266.0000,207507.0000,7757.0000
'00,"전  국",'C10501104,"  분유",2011,19.0000,217261.0000,211115.0000,21077.0000
'00,"전  국",'C10501105,"  발효유",2011,49.0000,1485397.0000,1485105.0000,9110.0000
'00,"전  국",'C10501106,"  버터",2011,5.0000,15630.0000,15751.0000,302.0000
'00,"전  국",'C10501107,"  치즈",2011,28.0000,441930.0000,436584.0000,26608.0000
'00,"전  국",'C10501109,"  기타 낙농제품",2011,24.0000,175673.0000,173137.0000,7570.0000
'00,"전  국",'C10502101,"  아이스크림",2011,34.0000,1012355.0000,1011482.0000,31595.0000
'00,"전  국",'C10502102,"  빙과",2011,17.0000,477270.0000,476733.0000,22130.0000
'00,"전  국",'C10611101,"  쌀(도정한 것)",2011,96.0000,1631310.0000,1640510.0000,70309.0000
'00,"전  국",'C10611102,"  보리쌀(도정한 것)",2011,8.0000,38956.0000,39037.0000,2201.0000
'00,"전  국",'C10611109,"  기타 도정 곡물",2011,11.0000,110995.0000,109991.0000,7704.0000
'00,"전  국",'C10611900,"  도정 부산물",2011,9.0000,12872.0000,12634.0000,2362.0000
'00,"전  국",'C10612101,"  밀가루",2011,17.0000,1215755.0000,1200325.0000,35981.0000
'00,"전  국",'C10612102,"  콩가루",2011,5.0000,2591.0000,2698.0000,127.0000
'00,"전  국",'C10612103,"  옥수수가루",2011,5.0000,46218.0000,45599.0000,2349.0000
'00,"전  국",'C10612109,"  기타 곡물가루",2011,44.0000,120029.0000,118529.0000,8065.0000
'00,"전  국",'C10612901,"  소맥피",2011,2.0000,...,...,...
'00,"전  국",'C10612902,"  제분 부산물",2011,1.0000,...,...,...
'00,"전  국",'C10613100,"  제과용 혼합분말 및 반죽",2011,60.0000,696253.0000,694070.0000,13177.0000
'00,"전  국",'C10619101,"  선식류",2011,22.0000,101538.0000,99702.0000,8843.0000
'00,"전  국",'C10619102,"  앙금류",2011,13.0000,100175.0000,99792.0000,2616.0000
'00,"전  국",'C10619103,"  씨리얼식품",2011,6.0000,161654.0000,159667.0000,6928.0000
'00,"전  국",'C10619109,"  기타 곡물조제식품",2011,23.0000,58173.0000,57477.0000,2208.0000
'00,"전  국",'C10620101,"  고구마전분",2011,5.0000,8894.0000,8699.0000,395.0000
'00,"전  국",'C10620102,"  옥수수전분",2011,6.0000,227046.0000,219483.0000,11780.0000
'00,"전  국",'C10620103,"  소맥전분",2011,2.0000,...,...,...
'00,"전  국",'C10620109,"  기타 전분제품",2011,10.0000,152416.0000,149728.0000,5124.0000
'00,"전  국",'C10620201,"  포도당",2011,3.0000,83564.0000,83031.0000,1609.0000
'00,"전  국",'C10620202,"  물엿",2011,18.0000,300049.0000,296417.0000,6539.0000
'00,"전  국",'C10620203,"  과당",2011,10.0000,250614.0000,239675.0000,23963.0000
'00,"전  국",'C10620209,"  기타 당류",2011,13.0000,91496.0000,91424.0000,1601.0000
'00,"전  국",'C10711100,"  떡(제조도매)",2011,99.0000,236998.0000,235716.0000,6290.0000
'00,"전  국",'C10711200,"  떡(제조소매)",2011,26.0000,39407.0000,38623.0000,1457.0000
'00,"전  국",'C10712101,"  식빵(제조도매)",2011,32.0000,577522.0000,576919.0000,6472.0000
'00,"전  국",'C10712102,"  도넛(제조도매)",2011,15.0000,120264.0000,120408.0000,484.0000
'00,"전  국",'C10712103,"  피자(제조도매)",2011,9.0000,17018.0000,16994.0000,551.0000
'00,"전  국",'C10712104,"  기타 빵류(제조도매)",2011,113.0000,1258529.0000,1257316.0000,10768.0000
'00,"전  국",'C10712105,"  케이크(제조도매)",2011,43.0000,408194.0000,408139.0000,917.0000
'00,"전  국",'C10712200,"  빵(제조소매)",2011,24.0000,55645.0000,55570.0000,474.0000
'00,"전  국",'C10713101,"  코코아 분말",2011,7.0000,39222.0000,39652.0000,678.0000
'00,"전  국",'C10713102,"  초콜릿류",2011,48.0000,914952.0000,909761.0000,38900.0000
'00,"전  국",'C10713103,"  캔디류",2011,51.0000,445282.0000,440309.0000,17682.0000
'00,"전  국",'C10713104,"  껌",2011,6.0000,307511.0000,304475.0000,14778.0000
'00,"전  국",'C10713201,"  미과",2011,34.0000,59552.0000,59351.0000,2103.0000
'00,"전  국",'C10713202,"  스낵류",2011,47.0000,849431.0000,843773.0000,24983.0000
'00,"전  국",'C10713203,"  건과자류",2011,38.0000,320744.0000,318257.0000,15170.0000
'00,"전  국",'C10713209,"  기타 곡분과자",2011,28.0000,281796.0000,272651.0000,24249.0000
'00,"전  국",'C10720102,"  정제당",2011,4.0000,925268.0000,923262.0000,24595.0000
'00,"전  국",'C10730101,"  국수",2011,63.0000,171022.0000,168108.0000,10390.0000
'00,"전  국",'C10730102,"  당면",2011,10.0000,111948.0000,109088.0000,9016.0000
'00,"전  국",'C10730103,"  냉면",2011,38.0000,81377.0000,81045.0000,2586.0000
'00,"전  국",'C10730109,"  기타 유사국수",2011,21.0000,88050.0000,86920.0000,3235.0000
'00,"전  국",'C10730201,"  라면",2011,12.0000,1579417.0000,1575487.0000,9815.0000
'00,"전  국",'C10730209,"  기타 인스턴트면류",2011,8.0000,69990.0000,69736.0000,1525.0000
'00,"전  국",'C10741102,"  기타 화학조미료",2011,4.0000,170108.0000,169470.0000,1985.0000
'00,"전  국",'C10741103,"  식초",2011,14.0000,101737.0000,100933.0000,6080.0000
'00,"전  국",'C10741104,"  맛소금",2011,3.0000,14366.0000,14327.0000,40.0000
'00,"전  국",'C10742101,"  고추가루",2011,33.0000,196507.0000,195282.0000,15695.0000
'00,"전  국",'C10742102,"  후추가루",2011,13.0000,23015.0000,23075.0000,1389.0000
'00,"전  국",'C10742103,"  혼합 조미료",2011,53.0000,581652.0000,579103.0000,18255.0000
'00,"전  국",'C10742109,"  기타 천연조미료",2011,45.0000,108297.0000,107576.0000,6528.0000
'00,"전  국",'C10742201,"  마요네즈",2011,4.0000,189723.0000,205752.0000,3637.0000
'00,"전  국",'C10742202,"  케찹",2011,6.0000,114120.0000,113741.0000,3815.0000
'00,"전  국",'C10742203,"  카레",2011,6.0000,61196.0000,60330.0000,2545.0000
'00,"전  국",'C10742209,"  기타 혼합조제조미료",2011,130.0000,939372.0000,935061.0000,41493.0000
'00,"전  국",'C10743101,"  간장",2011,46.0000,327596.0000,318965.0000,33325.0000
'00,"전  국",'C10743102,"  된장",2011,59.0000,204032.0000,202184.0000,7944.0000
'00,"전  국",'C10743103,"  고추장",2011,54.0000,320512.0000,318699.0000,10592.0000
'00,"전  국",'C10743104,"  춘장",2011,13.0000,64735.0000,64384.0000,3522.0000
'00,"전  국",'C10743105,"  메주",2011,9.0000,4960.0000,4623.0000,1000.0000
'00,"전  국",'C10743106,"  혼합장",2011,11.0000,10462.0000,10452.0000,236.0000
'00,"전  국",'C10743109,"  기타 장류",2011,34.0000,58275.0000,58017.0000,3363.0000
'00,"전  국",'C10749101,"  커피 크리머",2011,12.0000,178182.0000,174327.0000,11650.0000
'00,"전  국",'C10749102,"  효모",2011,13.0000,45999.0000,45399.0000,2650.0000
'00,"전  국",'C10749103,"  가라기난",2011,2.0000,...,...,...
'00,"전  국",'C10749105,"  식품용 색소",2011,7.0000,23778.0000,23758.0000,1176.0000
'00,"전  국",'C10749109,"  기타 식품첨가물",2011,55.0000,311142.0000,308480.0000,20808.0000
'00,"전  국",'C10791101,"  원두커피",2011,18.0000,149063.0000,146104.0000,5257.0000
'00,"전  국",'C10791102,"  인스턴트 커피",2011,12.0000,331667.0000,327540.0000,16088.0000
'00,"전  국",'C10791103,"  커피믹스",2011,19.0000,493272.0000,496360.0000,12698.0000
'00,"전  국",'C10792101,"  녹차",2011,25.0000,112577.0000,112291.0000,6757.0000
'00,"전  국",'C10792102,"  홍차",2011,8.0000,28414.0000,29004.0000,896.0000
'00,"전  국",'C10792103,"  치커리차, 보리차 및 옥수수차",2011,12.0000,49347.0000,49602.0000,2198.0000
'00,"전  국",'C10792104,"  율무차",2011,13.0000,29226.0000,28614.0000,2910.0000
'00,"전  국",'C10792105,"  유자차",2011,28.0000,65307.0000,63813.0000,3629.0000
'00,"전  국",'C10792106,"  꿀차",2011,5.0000,47026.0000,45062.0000,4539.0000
'00,"전  국",'C10792109,"  기타 가공차",2011,62.0000,180403.0000,179584.0000,6925.0000
'00,"전  국",'C10793101,"  조제수프",2011,14.0000,85121.0000,85126.0000,1122.0000
'00,"전  국",'C10793102,"  이유식",2011,8.0000,61623.0000,61417.0000,978.0000
'00,"전  국",'C10793103,"  음료 베이스",2011,9.0000,166060.0000,165844.0000,2830.0000
'00,"전  국",'C10794101,"  두부",2011,69.0000,384514.0000,383882.0000,2262.0000
'00,"전  국",'C10794102,"  유부",2011,7.0000,57113.0000,57071.0000,596.0000
'00,"전  국",'C10794109,"  기타 묵 및 유사제품",2011,21.0000,40630.0000,40136.0000,854.0000
'00,"전  국",'C10795101,"  백삼",2011,9.0000,32407.0000,32292.0000,4818.0000
'00,"전  국",'C10795102,"  홍삼",2011,32.0000,215706.0000,194221.0000,66777.0000
'00,"전  국",'C10795103,"  인삼분말",2011,8.0000,22991.0000,23853.0000,2999.0000
'00,"전  국",'C10795104,"  인삼즙",2011,41.0000,137232.0000,141815.0000,50767.0000
'00,"전  국",'C10795105,"  인삼차",2011,20.0000,116351.0000,117135.0000,13325.0000
'00,"전  국",'C10795106,"  인삼과자",2011,16.0000,156600.0000,152538.0000,16645.0000
'00,"전  국",'C10795109,"  기타 인삼기저 식품",2011,16.0000,19383.0000,19118.0000,3403.0000
'00,"전  국",'C10796101,"  건강원제품",2011,14.0000,87444.0000,84875.0000,5482.0000
'00,"전  국",'C10796109,"  기타 건강보조용 액화식품",2011,28.0000,41179.0000,40987.0000,8734.0000
'00,"전  국",'C10797101,"  스쿠알렌식품",2011,3.0000,19673.0000,15220.0000,5643.0000
'00,"전  국",'C10797102,"  효소식품",2011,17.0000,82101.0000,80563.0000,5860.0000
'00,"전  국",'C10797103,"  정제어유가공식품",2011,4.0000,57114.0000,56162.0000,1795.0000
'00,"전  국",'C10797104,"  알로에식품",2011,4.0000,45492.0000,45985.0000,2853.0000
'00,"전  국",'C10797109,"  기타 건강기능식품",2011,66.0000,459722.0000,453794.0000,29493.0000
'00,"전  국",'C10798101,"  냉동만두",2011,35.0000,479469.0000,476655.0000,17534.0000
'00,"전  국",'C10798102,"  기타 냉동조리식품",2011,81.0000,891256.0000,885474.0000,35696.0000
'00,"전  국",'C10798103,"  김밥(제조도매)",2011,23.0000,190514.0000,190499.0000,208.0000
'00,"전  국",'C10798104,"  도시락(제조도매)",2011,120.0000,383734.0000,383646.0000,1178.0000
'00,"전  국",'C10798105,"  레토르트 식품",2011,33.0000,289893.0000,291174.0000,12103.0000
'00,"전  국",'C10798109,"  기타 식사용 조리식품(제조도매)",2011,86.0000,294307.0000,294322.0000,3769.0000
'00,"전  국",'C10799101,"  계란 및 새알 가공품",2011,27.0000,260994.0000,258142.0000,10042.0000
'00,"전  국",'C10799109,"  기타 식품",2011,3.0000,2726.0000,2691.0000,155.0000
'00,"전  국",'C10800101,"  배합사료(양우용)",2011,113.0000,3744661.0000,3738763.0000,28603.0000
'00,"전  국",'C10800102,"  배합사료(양돈용)",2011,58.0000,2215387.0000,2215783.0000,15296.0000
'00,"전  국",'C10800103,"  배합사료(양계용)",2011,48.0000,1486216.0000,1487133.0000,7256.0000
'00,"전  국",'C10800104,"  배합사료(기타 동물)",2011,44.0000,1265342.0000,1265441.0000,9898.0000
'00,"전  국",'C10800105,"  애완동물사료",2011,16.0000,176349.0000,176103.0000,3215.0000
'00,"전  국",'C10800106,"  사료 첨가제",2011,30.0000,167517.0000,169429.0000,7490.0000
'00,"전  국",'C10800107,"  배합사료(양어용)",2011,10.0000,93959.0000,94172.0000,2604.0000
'00,"전  국",'C10800109,"  기타 사료",2011,49.0000,507473.0000,508664.0000,5317.0000
'00,"전  국",'C10800200,"  동물용 조제식품",2011,4.0000,4746.0000,4715.0000,164.0000
'00,"전  국",'C11," 음료 제조업",2011,431.0000,9277069.0000,9224617.0000,330283.0000
'00,"전  국",'C11111101,"  탁주",2011,44.0000,349494.0000,349612.0000,1880.0000
'00,"전  국",'C11111102,"  약주",2011,3.0000,94605.0000,93628.0000,4790.0000
'00,"전  국",'C11112100,"  청주",2011,4.0000,49984.0000,48595.0000,4478.0000
'00,"전  국",'C11113101,"  맥아",2011,1.0000,...,...,...
'00,"전  국",'C11113102,"  맥주",2011,7.0000,1969331.0000,1960486.0000,28672.0000
'00,"전  국",'C11119101,"  포도주, 샴페인",2011,5.0000,11375.0000,10693.0000,1795.0000
'00,"전  국",'C11119102,"  복분자주",2011,11.0000,82659.0000,83142.0000,3482.0000
'00,"전  국",'C11119109,"  기타 발효주",2011,8.0000,8138.0000,7813.0000,1652.0000
'00,"전  국",'C11121100,"  주정",2011,10.0000,411101.0000,403133.0000,22121.0000
'00,"전  국",'C11122100,"  소주",2011,17.0000,1421181.0000,1412542.0000,31255.0000
'00,"전  국",'C11129101,"  위스키",2011,4.0000,129050.0000,126489.0000,7541.0000
'00,"전  국",'C11129102,"  매실주",2011,2.0000,...,...,...
'00,"전  국",'C11129109,"  기타 증류주 및 합성주",2011,10.0000,33766.0000,33182.0000,2007.0000
'00,"전  국",'C11201100,"  얼음",2011,36.0000,30726.0000,30422.0000,1141.0000
'00,"전  국",'C11202100,"  생수",2011,53.0000,448928.0000,447594.0000,9445.0000
'00,"전  국",'C11209101,"  콜라",2011,6.0000,580029.0000,580946.0000,14386.0000
'00,"전  국",'C11209102,"  사이다",2011,8.0000,301826.0000,302355.0000,8851.0000
'00,"전  국",'C11209103,"  기타 탄산음료",2011,15.0000,318399.0000,316721.0000,11562.0000
'00,"전  국",'C11209104,"  알카리성 이온음료",2011,9.0000,109200.0000,108197.0000,6517.0000
'00,"전  국",'C11209105,"  식물성 섬유음료",2011,12.0000,89209.0000,88826.0000,3208.0000
'00,"전  국",'C11209106,"  인삼음료",2011,21.0000,186272.0000,184951.0000,24211.0000
'00,"전  국",'C11209107,"  과실음료",2011,44.0000,697755.0000,692763.0000,51199.0000
'00,"전  국",'C11209108,"  채소음료",2011,5.0000,24292.0000,24020.0000,758.0000
'00,"전  국",'C11209109,"  두유",2011,19.0000,354968.0000,352053.0000,15882.0000
'00,"전  국",'C11209110,"  커피 음료",2011,18.0000,499323.0000,495553.0000,18404.0000
'00,"전  국",'C11209800,"  기타 비알콜성 음료",2011,59.0000,1040180.0000,1035642.0000,52519.0000
'00,"전  국",'C12," 담배 제조업",2011,11.0000,3026526.0000,3032240.0000,242719.0000
'00,"전  국",'C12001100,"  담배잎(재건조)",2011,2.0000,...,...,...
'00,"전  국",'C12002101,"  담배",2011,8.0000,2888943.0000,2893681.0000,53183.0000
'00,"전  국",'C12002109,"  기타 궐련",2011,1.0000,...,...,...
'00,"전  국",'C13," 섬유제품 제조업; 의복제외",2011,2397.0000,18652391.0000,18422813.0000,1076407.0000
'00,"전  국",'C13101100,"  방적용 면",2011,3.0000,46630.0000,44480.0000,2554.0000
'00,"전  국",'C13101201,"  순면사",2011,22.0000,955590.0000,927193.0000,67879.0000
'00,"전  국",'C13101202,"  면혼방사",2011,16.0000,300942.0000,277104.0000,38941.0000
'00,"전  국",'C13102100,"  방적용 모",2011,1.0000,...,...,...
'00,"전  국",'C13102201,"  순소모사",2011,14.0000,52969.0000,51723.0000,8440.0000
'00,"전  국",'C13102202,"  혼방소모사",2011,16.0000,57887.0000,54896.0000,14713.0000
