품목별,출하금액(백만원)
여성용 직물 블라우스 및 셔츠,667073
여성용 니트 블라우스 및 셔츠(니트원단 구입),272464
학생용 교복,198779
"사무, 작업 및 위생용 의복",619711
운동복,1915441
남자용 가죽의복,37466
여자용 가죽의복,64220
유아용 의복 및 부속품,779064
기타 봉제의복,75707
천연모피 의복,176708
기타 천연 모피제품,X
남자용 속옷 (편직결합),26657
여자용 속옷 (편직결합),50483
유아용 내의(편직결합),59517
남자용 셔츠(편직결합),135173
여자용 셔츠 및 브라우스(편직결합),280815
남자용 스웨터(편직결합),81576
여자용 스웨터(편직결합),177485
기타 남성용 편조 외의(편직결합),38013
기타 여성용 편조 외의(편직결합),83738
스타킹,69221
양말,193578
장갑(편직결합),274223
기타 편조제품,25280
모자,121423
섬유 장갑,65442
가죽 장갑,18670
넥타이,17661
목도리,X
스카프,76829
벨트(허리띠),16959
손수건,34471
기타 의복악세서리,23415
의류 부분품,87164
"가죽, 가방 및 신발 제조업",4856942
소가죽,939864
돼지가죽,X
면양 또는 산양(염소)의 가죽,X
기타 동물가죽,12369
재생가죽,X
기타 특수가공가죽,33691
천연모피(유연처리 또는 완성가공한 것),X
인조모피,X
핸드백,743908
지갑,192528
서류가방,30042
여행용 가방,13427
학생용 가방,8546
등산용 배낭,33622
기타 가방,55401
케이스(가죽 및 섬유제),219600
산업용 가죽제품,17208
가정용 가죽제품,102696
남자용 구두(단화 포함),511073
여자용 구두(단화 포함),628444
아동용 구두(단화 포함),10092
가죽 장화,27381
고무장화,38604
프라스틱 및 고무제 운동화,11051
기타 플라스틱 및 고무제 신발,10841
직물슬리퍼,X
플라스틱 및 고무 슬리퍼,54227
가죽 슬리퍼,6637
운동화,413937
가죽 등산화,113759
가죽 샌달,26797
기타 직물갑피제 또는 가죽갑피제 신발,155853
스포츠화,21148
가죽제 신발부분품,115004
플라스틱 및 고무제 운동화부분품,90979
기타 플라스틱 및 고무제 신발부분품,111170
기타 재료제의 신발부분품,51246
목재 및 나무제품 제조업; 가구 제외,5954563
소각재,51018
각재,574627
판재,110586
제재부산물,39636
마루용 판재,243902
우드몰딩,65083
목모와 목분,24466
칩상 또는 삭편상의 목재,81761
기타 표면가공목재,45773
표면처리 및 방부처리목재,255246
단판,69765
일반 합판,245948
가공합판,496005
파티클보드(PB),172841
MDF(중밀도섬유판),696831
강화마루,146242
재생목재,51508
목제의 창문 및 창문틀,119277
목제의 문 및 문틀,689770
목제 패널,293076
목제의 건물 부착물,142344
목제 깔판류 및 기타 적재용 판,631959
목제통 및 관련 부품,29117
목제의 포장 및 운반용 상자,495780
목제의 케이블드럼,26520
목제도구 및 부품,11998
주방용 또는 식탁용 목제품,27895
목제 그림틀 및 사진틀,9620
기타 장식용 목제품,16944
장의용 목관,13298
기타 목제품,67443
콜크 및 콜크제품,X
대나무 돗자리,4043
기타 조물제품,X
"펄프, 종이 및 종이제품 제조업",22423880
화학펄프,X
기타 펄프,7660
신문용지,851142
백상지,1141344
중질지,149081
인쇄용 박엽지,149351
아트지,1689513
정보용지,450791
지폐용지,X
수제지,15443
기타 인쇄 및 필기용지,61190
크라프트지,236390
골판지원지,2550461
백판지,728568
기타 판지,28470
적층가공지(박지),680502
포장지,372293
접착지,182457
기타 가공지,180256
위생용지,271753
기타위생용지,22062
기타 종이 및 판지,94528
골판지,945974
골판지 상자,4055165
기타 골판지제 관련제품,56042
종이 포대,226749
종이 가방,166483
판지상자 및 용기,615724
식품위생용 종이상자,189403
식품용 종이용기,381077
기타 종이상자 및 용기(판지 및 골판지 이외),387198
지관(판지 및 골판지 이외),290589
전자복사기용지(소매용),62662
노트류,175882
컴퓨터용지,112391
앨범,42556
바인더,36702
사무용 봉투,57542
장부류,8596
기타 문구용 종이제품,104146
화장지,1098779
종이 타월,672454
종이 생리대,272717
종이 기저귀,916817
기타 위생용 종이제품,6134
종이벽지,344399
직물벽지,86673
장판지,X
여과지,218874
종이 라벨,550897
식품용 종이제품(용기 및 상자 제외),243776
기타 종이 및 판지제품,57527
인쇄 및 기록매체 복제업,390494
인쇄판,357287
오디오 복제물,X
기타 기록매체 복제물,X
"코크스, 연탄 및 석유정제품 제조업",96257673
석탄코크스,64596
콜타르(조상의 것),227541
연탄,110507
휘발유,13981660
제트유,14031737
등유,2441058
경유,30909152
경질중유(벙커A유),X
중유(벙커B유),310226
벙커C유,5883832
나프타,13192752
솔벤트,899470
윤활기유,5189236
프로판가스,886604
부탄가스,2319790
석유가스,X
윤활유(석유기저),2397803
그리스(석유기저),83653
재생 윤활유 및 그리스,117571
파라핀,130670
아스팔트,2204654
재생유,495833
기타 석유정제품,308948
화학 물질 및 화학제품 제조업; 의약품 제외,156313761
혼합부탄,181543
에틸렌,3805372
프로필렌,5076137
부타디엔,1717222
기타 비환식 탄화수소,272001
알킬벤젠,X
벤젠,5284143
톨루엔,920790
디니트로톨루엔(DNT),X
파라자일렌(P-X),13032740
올소자일렌,X
스티렌모노머(SM),3545601
자일렌(Xylene),1310340
기타 환식탄화수소,X
이염화에틸렌(EDC),X
염화비닐모노머(VCM),763514
기타 탄화수소 유도체,616927
숯,14907
기타 검 및 나무화합물,71358
콜타르피치,130814
석탄 화학물,174617
부탄올,136568
옥탄올(2-EH),410974
메탄올,X
에틸알콜(공업용),111127
에틸렌글리콜(EG),1123978
프로필렌글리콜(PG),X
폴리프로필렌글리콜(PPG),1131978
페놀,332530
기타 알코올 및 관련 유도체,149563
공업용 지방산,X
초산,177212
초산에틸,X
아크릴산,X
무수마레인산,52285
무수프탈산(PA),294264
테레프탈산(TPA),3471572
테레프탈산디메틸(DMT),X
메틸메타크릴레이트(MMA),654807
아크릴레이트,786154
기타 카르복실산 및 그 유도체,78264
메틸터셔리부틸에테르(MTBE),253155
아민,209787
아크릴로니트릴(AN),X
톨루엔 디이소시아네이트(TDI),1372357
메틸렌 디페닐 디이소시아네이트((MDI),1388726
카프로락탐(CPLM),X
아세톤,348811
가소제,1055241
ECH(에피클로로히드린),X
산화프로필렌(PO),X
초산비닐,X
아디핀산,X
BPA(비스페놀A),876362
고순도이소프탈산,X
폴리테트라 메틸렌 에테르 글리콜(PTMEG),X
포르말린,33085
기타 기초유기화합물,1255885
수소(Hydrogen),1313104
질소(Nitrogen),1039074
산소(Oxygen),629791
아세틸렌가스,37181
이산화탄소,142094
아르곤가스,299028
희소가스,X
기타산업용가스,909475
구입한 압축 및 액화가스의 정제,135148
염소,195625
염산,100984
수산화나트륨(가성소다),961714
염소산나트륨,4494
기타 가성소다,351902
소다회,X
기타 소다공업제품,60104
카본블랙,732331
화이트카본,X
이산화규소,X
과산화수소,486370
황,177110
오산화인,20239
기타 비금속화합물,37660
황산,219138
인산,86733
기타 무기산,X
황산알루미늄,51548
황산마그네슘,8543
탄산칼슘,274450
규산소다,67954
시안화나트륨,164255
수산화알루미늄,88598
탄산칼륨,X
기타 칼륨염,15949
기타 금속 무기화합물,233747
핵연료,X
폴리실리콘,1308421
잉곳 및 웨이퍼(태양전지용),230357
아연화,233466
산화티타늄,104323
산화철,79680
기타 무기안료,94011
천연색소,X
유연제,104837
분산염료,122787
산성 및 매염염료,60786
염기성염료,X
직접염료,37255
반응성염료,192887
형광염료,36977
플라스틱착색제(마스터배치),554917
색소중간착색제,66581
기타 합성염료,64898
레이크계 안료,125703
색소안료,262829
SBR,1072656
BR,1058862
SB라텍스,1231888
기타 합성고무,968238
고밀도폴리에틸렌(HDPE),3940068
저밀도폴리에틸렌(LDPE),4020653
폴리스티렌(PS),1701910
ABS수지,3690188
PVC수지,2017112
폴리프로필렌(PP),7688732
에폭시수지,1254733
실리콘수지,1038013
불포화폴리에스터수지,404022
선형폴리에스터수지,1059560
아크릴수지(PMMA),442620
요소수지,13605
멜라민수지,86317
페놀수지,212033
폴리우레탄,979562
엔지니어링플라스틱수지,4875629
석유수지,X
PETG수지,X
셀룰로스 에테르,X
K-RESIN,X
폴리에틸렌테레프탈레이트(PET),748281
기타 합성수지,1137401
구입한 수지의 배합물,1203101
재생수지,866611
질산,151530
암모니아,259629
요소,55504
황산암모늄,X
기타 질소비료,9335
인산비료,X
황산칼륨(황산카리),X
기타 칼륨비료,X
복합비료,920161
기타 화학비료,18570
유기질비료,604194
기타비료,73551
가정용 화학 살균 및 살충제,276185
화학 살충제(농업용),507520
화학 살균제(농업용),302566
화학 제초제(농업용),254729
화학 생장조절제,21992
"기타 화학 살균, 살충제 및 농업용 약제",45855
가정용 생물 살균 및 살충제,20688
생물 살충체(농업용),29478
생물 살균제(농업용),26087
생물 제초제(농업용),X
식물보호제,X
"기타 생물 살균, 살충제 및 식물보호제",9228
유성 페인트,2231990
수성 페인트,168853
에나멜페인트,103360
락카,105886
우레탄도료,395377
아크릴도료,313753
에폭시도료,247889
기타 합성수지 도료,409766
도료충전제,201273
EMC(에폭시몰딩컴파운드),208388
시너(Thinner),356317
기타 도료 및 관련제품,275737
요업용 도포제,96235
옵셋 잉크,319044
그라비아 잉크,269208
디지털 잉크,127125
기타 잉크,64225
그림물감,26649
유기계면활성제,1517526
조제계면활성제,315018
화장 비누,234229
세탁 비누,22976
세탁용 합성세제,604527
주방용 합성세제,335669
기타 세제,108192
치약,387055
글리세린,25656
화운데이션,849359
크림,1944982
로션 및 오일,3653279
루즈,287208
볼터치,48794
아이세도우,193718
샴푸,819842
린스,20876
염색약,185988
기타 두발용조제품,213972
파우다,183916
향수,30214
화장수,556228
콜롱,X
매니큐어 및 제거제,39113
헤어스프레이 및 무스,7513
기타 화장품,1904743
실내용 가향제,98584
왁스,74348
구두약,X
기타 광택제,52216
PS인쇄판,53797
"사진용 감광성 필름, 판 및 종이",217588
토너 및 토너카트리지,56182
사진용 화학물질,403764
가공 및 정제염,114164
천연 접착제,178661
합성수지 접착제,1791090
젤라틴,129564
화약 및 폭약,512897
도화선 및 뇌관(화약용),104854
폭죽 및 조명탄,19985
바이오 디젤,297476
바이오 에탄올,X
기타 바이오 연료 및 혼합물,X
방향유,142482
반도체용 식각제,1709278
PR(포토레지스터),1223321
액정(liquid crystal),503120
기타 전자공업용 화학화합물,542534
자동차용 화합물,651310
콘크리트경화제,545494
필기용 잉크,35689
조제윤활제,185509
미생물 배양제,70733
가황촉진제,51493
산화방지제(고무·플라스틱용),607377
금속표면처리용 화합물,847288
발포 및 소포제,187854
방수액,192627
활성탄,70236
제올라이트,52593
수처리제,206448
휴대용 연료,X
리튬코발트산화물,X
부동액,X
자동차촉매,1421165
안정제(고무·플라스틱용),397611
기타 화학제품,1089499
폴리아미드섬유,642575
폴리에스터섬유,2385139
스판덱스섬유,340413
아크릴릭섬유,X
합성장섬유토우,X
기타 합성스테이플섬유,X
아세테이트섬유,X
재생장섬유토우,40143
기타 재생섬유,19384
의료용 물질 및 의약품 제조업,18510211
의약품 원료,1981658
백신,414875
기타 생물학적 제제,144514
의약품제제,14241417
한의약품,387751
동물용 약제품,455509
"탈지면, 거즈, 붕대 및 유사제품",250394
진단용 시약(의료용),446181
기타 의약관련제품,187912
고무 및 플라스틱제품 제조업,67483745
승용차타이어,6085787
버스 및 화물차 타이어,185588
모터사이클타이어,X
기타 자동차 타이어,71976
자동차 튜브,196907
자전거 타이어,X
기타 비동력식 차량의 타이어 및 튜브,11125
타이어 및 튜브 부속품,85303
재생 타이어,103908
고무패킹,1732004
재생고무,107721
배합고무,520813
방진고무,1221142
공업용 고무롤,153968
공업용 고무판,89517
고무 관 및 파이프,89215
고무호스,776892
고무벨트,250906
고무직물,X
기타 산업용 고무제품,448304
고무 장갑,83663
피임용 기구(고무제),X
고무젖꼭지,30604
기타 위생용 고무제품,34766
고무 매트,294628
고무 보트,41272
고무줄 및 밴드,66101
고무 자석,11519
고무스펀지 및 발포성제품,285606
기타 고무제품,95152
플라스틱 프로파일,364350
플라스틱 샤시바,654287
플라스틱 파이프,1145635
플라스틱 호스,332450
플라스틱 연결구류,507594
폴리에틸렌(PE)필름,1695768
폴리프로필렌(PP)필름,871930
폴리에스터(PET)필름,2185775
플라스틱필름(포장용),1298399
폴리염화비닐(PVC)필름,705905
폴리스티렌(PS)필름,83683
플라스틱필름(포장용 제외),1389550
플라스틱 시트 및 판(포장용),1195499
플라스틱 시트 및 판(포장용 제외),678235
합성피혁,741840
플라스틱장판,489527
플라스틱벽지,84982
플라스틱 타일,893123
설치용 및 위생용 플라스틱제품,976029
플라스틱 창문 및 문,1591607
기타 건축용 플라스틱 조립제품,756973
플라스틱 봉투,1634735
플라스틱 병,1746468
플라스틱 뚜껑,607673
기타 플라스틱 포장용기,3237530
운송장비용 플라스틱제품,12407014
Key Pad,420698
핸드폰케이스,1033114
전기 및 전자기기용 플라스틱제품,2579117
기타 기계용 플라스틱제품,1070442
폴리스티렌 발포제품,2810294
우레탄 발포제품,1035376
기타 플라스틱 발포제품,237972
접착테이프,2907435
플라스틱 적층품,1631393
플라스틱 주방용품,913545
가구용 플라스틱제품,185694
오토바이용 헬멧,139218
플라스틱 헬멧,70752
플라스틱 사무 및 문구용품,116034
플라스틱 자석,12489
기타 플라스틱 제품,890225
비금속 광물제품 제조업,36235039
판유리,616340
차량용 안전유리,703168
건축용 안전유리,628588
차량용 거울,654104
유리거울(차량용 제외),46633
복층절연유리,310692
기타 판유리 가공품,270877
유리장섬유,200658
유리단섬유,180563
유리섬유 제품(직물제외),298563
기타 1차 유리제품,5389
브라운관용 유리,X
LCD용 유리,3332109
OLED용 유리,165611
투명전도막 코팅유리,106541
태양전지용 유리,X
PDP용 유리,X
전등용 유리,11449
기타 산업용 유리제품,154761
가정용 유리제품,109345
일반 유리용기,455832
실험실용 및 약물 포장용 유리용기,189367
기타 유리제품,19534
내화벽돌 및 블록,327815
내화타일,51859
내화도가니,X
기타 정형 내화 요업제품,87863
내화시멘트,186884
기타 부정형 내화 요업제품,357749
토기제품,6951
가정용 도자기,114556
장식용 도자기,X
세면기,56138
변기,76312
욕조,25328
기타 위생도기제품,37807
전기용 도자기,197481
세라믹제 및 페라이트 자석,162235
페라이트 코아(철심),96198
기타 산업용 도자기,40270
도자기 제조용 분말,38039
기타 일반도자기,X
점토벽돌,187951
점토기와,24438
점토타일,359138
건축용 비내화 요업제품,8610
기타 건축용 비내화 요업제품,X
시멘트 클링커,510042
보통 포틀랜드시멘트,2081557
백색시멘트,87206
기타 포틀랜드 시멘트,824604
알루미나시멘트,X
고로슬래그시멘트,896383
기타 수경성 시멘트,28307
생석회,459350
소석회,69697
기타 석회,12966
플라스터,18174
비내화 모르타르,615832
레미콘,10744584
석고보드,649063
기타 석고 제품,24871
콘크리트 블록,666137
콘크리트 벽돌,95446
콘크리트 타일,70243
콘크리트 기와,9205
인조대리석,1021749
콘크리트 벽면,205154
조립식 건축자재(콘크리트제),254271
콘크리트 파일,783423
콘크리트 전주,201410
흄관 및 VR관,250991
기타 콘크리트관,556778
기타 조립구조재,186914
"기타 콘크리트, 시멘트제품",111321
건설용 석제품,289806
착색 가공석제품(건설용),18458
기념석,18778
건물석,28061
포장석,X
기타 석재 가공품,19716
아스팔트 콘크리트 및 혼합제품,1250812
연마휠,34159
연마석,162802
연마지 및 포,364675
활석분,101467
규석분,65420
기타 비금속광물 분쇄물,452856
브레이크라이닝,12772
암면 및 유사제품,336849
탄소섬유,95473
아스팔트성형제품,82713
흑연 및 탄소제품(비전기용),90496
석면제품,49806
인공골재,85371
모래주형(중자포함),151648
기타 비금속광물제품,109335
1차 금속 제조업,134061955
제강용선철,272501
주물용선철,X
제철소 부산물,124098
슬래브,975267
블룸 및 쉬트바,X
빌렛,604005
강괴,485025
망간철,126512
합금철(페로얼로이),1755923
철분(철분쇄물),119065
봉강(보통강),881637
봉강(특수강),1285876
봉강(스테인리스강),1822293
일반철근,3807131
고장력철근,2791097
선재(보통강),720574
선재(특수강),2641332
선재(스테인리스강),X
형강(보통강),2036755
형강(특수강),1487299
"중후판(두께 3mm이상, 스테인리스제 제외)",6153815
열연광폭강대(스테인리스제 제외),X
스테인리스 중후판 및 열연강판,4252498
기타 열연강판(스테인리스제 제외),5873623
중궤조,X
경궤조,X
기타 궤조 및 철도선로자재,X
냉연 봉강 및 냉연 형강,333736
냉연광폭강대(스테인리스제 제외),4560346
냉연협폭강대(스테인리스제 제외),505433
냉연박판(스테인리스제 제외),78676
냉연전기강판(스테인리스제 제외),60015
스테인리스 냉연강판,4349605
기타 냉연강판(스테인리스제 제외),3237051
보통 철선,460673
경강선 및 피아노선,479039
PＣ강선,301578
냉간압조용 강선(CHQ),806652
스테인리스강선,562077
아연도 강선,590744
타이어보강 강선,563847
기타도금 강선,25386
주철관(주조한 것),382590
주철제 관연결구류,145471
용접강관,3876607
무계목강관,358487
기타 강관,320310
강관 가공품,4345895
강관 연결구류,1852206
아연도강판,8683498
주석도금강판,1063696
갈바륨강판,1383039
크롬도금강판,78104
알루미늄도금강판,590394
기타 도금강판,421348
칼라강판,2722864
도금 강관 및 피복 강관,532473
기타 도금 및 피복처리 강재,200152
철강 절단품(구입한 강재 절단),7191099
동1차정련품,4754211
동 2차정련품,978630
알루미나,316907
알루미늄 1차정련품,1672997
알루미늄 2차정련품,1496669
연 1차정련품,1552486
연 2차정련품,740758
아연 1차정련품,3518212
아연 2차정련품,222897
금괴,2534762
은괴,1731424
기타 귀금속 1차정련품,X
귀금속 2차정련품,82364
니켈괴,X
주석괴,22441
기타 비철금속 1차정련품,38035
기타 비철금속 2차정련품,200590
동봉,958361
나동선,2960479
동판,1511802
동박(두께 0.15 ㎜ 이하),522402
동관,1161035
동제의 관연결구류,277557
알루미늄 봉(압연에 의한 것),424286
알루미늄 새시바(압출에 의한 것),2219719
알루미늄 선,319624
알루미늄 판,3056014
알루미늄박(두께 0.2 ㎜ 이하),552706
알루미늄 관,555094
알루미늄제  관연결구류,80283
"니켈 압연,압출 및 연신제품",67899
"연(납) 압연,압출 및 연신제품",286689
"아연 압연,압출 및 연신제품",139257
"주석 압연,압출 및 연신제품",79066
텅스텐(중석) 압연 및 압출 제품,216301
귀금속 압연 및 압출 제품,98441
세금선,917031
기타 비철금속 압연 및 압출제품,121876
동 분말,158465
알루미늄 분말,X
아연 분말,X
텅스텐분말,X
기타 비철금속 분말,96016
기타 １차 비철금속제품,199205
회주물(보통주철),2591533
가단주물,113449
구상흑연주물(덕타일 주물),151094
보통강 주물,914137
특수강 주물(합금강주물),430237
알루미늄 주물,1164774
동 주물,197810
기타 비철금속 주물,115340
금속 가공제품 제조업; 기계 및 가구 제외,70984326
건물용철문,354184
셔터문,74441
기타 금속제 문,712950
금속제 창문,1200364
건축용 금속 공작물,1944763
판금제품,3484288
육상 금속 구조물,5522087
교량,413939
철제수문,93908
기타 육상 금속 골조 구조제조재,660758
수상 금속 구조물,4165314
금속제 조립식 건축물,375595
금속제 조립식 건축물용 판넬,1899044
스티로폼 샌드위치패널,106890
우레탄폼 샌드위치패널,36182
그라스울 샌드위치패널,X
기타 샌드위치패널,14101
산업용 온수보일러,762642
방열기,89272
산업용 온수보일러 및 방열기의 부품,50258
저장용 금속탱크,1754324
압축 및 액화 가스용기,673079
수관보일러,410147
연관보일러,111301
기타 산업용 보일러,3013205
보일러 부속품 및 부품,141759
