품목별,출하금액(백만원)
LCD용유리,6352761
ＩＴＯ코팅유리,272397
기타산업용유리제품,106750
가정용유리제품,144048
일반유리용기,542864
실험실용및약물포장용유리용기,71355
기타1차유리,...
기타유리제품,29679
토기제품,11018
가정용도자기,155977
장식용도자기,2312
세면기,33657
변기,58351
욕조,10708
기타위생도기제품,13541
전기용도자기,59985
세라믹제및페라이트자석,159766
페라이트코아(철심),64686
기타산업용도자기,39057
도자기제조용분말,36681
기타일반도자기,...
내화벽돌및블록,306946
내화타일,40277
내화도가니,15395
기타정형내화물,83158
내화시멘트,156892
기타부정형내화물,454556
점토벽돌,229926
점토기와,38587
점토타일,268106
구조용비내화요업제품,...
기타구조용비내화요업제품,...
시멘트크링커,580766
보통시멘트,1112988
백색시멘트,69510
기타포트랜드시멘트,1115491
알루미나시멘트,...
고로슬래그시멘트,475386
기타수경성시멘트,28587
생석회,316629
소석회,68925
기타석회,38499
플라스터,18141
비내화모르타르,283169
레미콘,7182083
석고보드,373070
기타석고제품,56222
섬유시멘트제품,15631
콘크리트블록,596266
콘크리트벽돌,67666
콘크리트타일,50570
콘크리트기와,8376
인조대리석,389963
콘크리트벽면,125379
조립식건축자재(콘크리트제),112379
콘크리트파일,626614
콘크리트전주,107714
흄관및VR관,177208
기타콘크리트관,435402
기타조립구조재,135432
기타콘크리트，시멘트제품,96500
건설용석제품,195586
착색가공석재품(건설용),23809
기념석,25025
건물석,13908
포장석,...
기타석재가공품,13201
아스콘,1208939
연마휠,12068
연마석,138223
연마지및포,345113
활석분,51605
규석분,45661
기타비금속광물분쇄물,402511
브레이크라이닝,7336
암면제품,183734
석면제품,35312
아스팔트성형제품,124179
흑연및탄소제품(비전기용),89539
인공골재,53746
모래주형(중자포함),149927
기타비금속광물제품,166734
1차금속제조업,153357414
제강용선철,...
주물용선철,...
제철소부산물,506705
슬래브,1345889
블룸및쉬트바,206258
빌렛,1558261
강괴,313306
망간철,117002
합금철(페로얼로이),1601005
철분(철분쇄물),44435
봉강(보통강),893676
봉강(특수강),854310
봉강(스테인리스강),2082417
일반철근,5523967
고장력철근,2202830
선재(보통강),425103
선재(특수강),2770609
선재(스테인리스강),22163
형강(보통강),2545070
형강(특수강),1658490
중후판(두께3mm이상),8691962
열연광폭강대,...
기타열연강판,14670933
스테인레스중후판및열연강판,1993433
중궤조,...
경궤조,...
기타궤조및철도선로자재,269210
냉연봉강및냉연형강,611871
냉연광폭강대,...
냉연협폭강대,...
냉연박판,102495
냉연전기강판,...
기타냉연강판,9848256
스테인레스냉연강판,4173718
보통철선,497756
경강선및피아노선,486993
PＣ강선,254819
냉간압조용강선(CHQ),869049
스텐인리스강선,342830
아연도강선,595437
타이어보강강선,801545
기타도금강선,11491
주철관(주조한것),212814
주철제관연결구류,99283
용접강관,2339189
무계목강관,201266
기타강관,790157
강관가공품,6289710
강관연결구류,2657171
아연도강판,9112441
주석도금강판,1367362
갈바륨강판,170425
크롬도금강판,...
알루미늄도금강판,411059
기타도금강판,342701
칼라강판,3056504
도금강관및피복강관,523678
기타도금및피복처리강재,139778
철강절단품(구입한강재절단),8253630
동1차정련품,5665031
동2차정련품,1059228
알루미나,169441
알루미늄1차정련품,890685
알루미늄2차정련품,2132204
연정련품,924881
연2차정련품,265356
아연1차정련품,2145774
아연2차정련품,98603
금괴,3082489
은괴,3026699
기타귀금속1차정련품,101482
귀금속2차정련품,112409
니켈괴,...
주석괴,...
기타비철금속1차정련품,161998
기타비철금속2차정련품,444748
동봉,1498726
나동선,3780550
동판,1359279
동박(두께0.15㎜이하),542016
동관,1487926
동제의관연결구류,259300
알루미늄봉(압연에의한것),436847
알루미늄새시바(압출에의한것),1762082
알루미늄선,1066174
알루미늄판,1861075
알루미늄박(두께0.2㎜이하),602434
알루미늄관,368636
알루미늄제관연결구류,86100
"니켈압연,압출및연신제품",16548
"연(납)압연,압출및연신제품",345198
"아연압연,압출및연신제품",115888
"주석압연,압출및연신제품",45639
텅스텐(중석)압연및압출제품,121575
귀금속압연및압출제품,61740
세금선,946134
기타비철금속압연및압출제품,297210
동분말,77617
알루미늄분말,19558
아연분말,73568
텅스텐분말,...
기타비철금속분말,49765
기타１차비철금속제품,442643
회주물(보통주철),3357060
가단주물,151636
구상흑연주물(덕타일주물),181343
보통강주물,1130317
특수강주물(합금강주물),480019
알루미늄주물,1098087
동주물,298474
기타비철금속주물,575252
금속가공제품제조업;기계및가구제외,68873817
건물용철문,120682
셔터문,78559
기타금속제문,474014
금속제창문,572924
건축용금속공작물,1464774
판금제품,2785719
육상금속구조물,6135088
교량,640569
철제수문,91470
수상금속구조물,5561224
기타금속조립구조재,734511
금속제조립식건축물,315303
금속제조립식건축물용판넬,1486892
산업용온수보일러,334631
방열기,63630
산업용온수보일러및방열기의부품,36980
저장용금속탱크,2185510
압력용기,859725
원자로,...
수관보일러,1057635
연관보일러,67692
기타산업용보일러,5857588
보일러부속품및부품,72080
원자로의부품,21451
군사용무기및부품,2856905
비군사용총기류,...
가스총,...
기타비군사용무기및부품,123313
분말야금제품,326596
보통강단조물,1665382
특수강단조물,826435
기타철강단조물,600859
스테인리스단조물,85315
알루미늄단조물,101702
동단조물,32432
기타비철금속단조물,27595
자동차용프레스가공품,3990943
가정용압형제품(알루미늄제),94485
가정용압형제품(스테인레스제),315113
기타프레스가공품,2795417
금속열처리제품,696470
절삭가공,4814981
기타금속처리제품,887577
금속제식탁용품(식기제외),25605
칼및칼날(식탁용나이프제외),48192
면도기및면도날,123123
가위,25120
손톱및발톱깍이,74126
건물용철물,329413
가구용철물,183151
자동차용철물,1117553
디지털도어록,213008
"자물쇠,열쇠및관련부품(자동차용제외)",21908
캐스터(소형바퀴),114219
가방부착용철물,27286
커튼및블라인드부품,8826
기타일반철물,193536
드라이버,...
스패너및렌치,5770
기타작업용수공구,61913
농업용수공구,...
드릴,43151
햄머,...
기타수공구,47039
톱(수동식),18448
톱날,76764
공작기계용절삭공구,1878237
기타공작기계용부속물,88024
쇠못,118437
나사못(금속제),408944
볼트및너트(금속제),3281298
리베트(금속제),118465
와셔(금속제),109365
기타금속파스너,58415
코일스프링,408102
잎(판상)스프링,127420
기타금속스프링,352354
철망,510487
와이어로프,630819
체인(동력전달용제외),64656
기타철선조립제품,62587
스틸캔(음식료품용),531834
알루미늄캔(음식료품용),549441
에어로졸캔,290534
드럼통,567114
금속튜브용기,99681
기타금속포장용기,630573
병마개,235342
금고,103316
알루미늄제주방및식탁용품,609169
스텐레스주방및식탁용품,166916
법랑제주방및식탁용품,5275
기타금속제주방및식탁용품,22159
싱크상판,114435
기타금속위생용품,99909
금속표시판,120543
금속제액자틀,5503
기타금속제장식용품,177019
용접봉,1267820
금속사다리및부품,37487
"선박용프로펠러,날및닻",187083
금속제파킹및가스켓,176072
기타조립금속제품,112358
금속제영구자석제조,150273
바늘,70122
기타분류안된금속가공제품,256028
"전자부품,컴퓨터,영상,음향및통신장비제조업",247781422
DRAM,25133997
SRAM,37503
Flash메모리(모듈포함),6380234
기타반도체메모리,5331698
스탠다드로직,8042794
ASIC로직,2288915
마이크로콤퍼넌트,301615
바이폴라IＣ,257877
기타모노리식디지털집적회로,732491
아날로그집적회로,81803
하이브리드집적회로,18889
기타혼성집적회로,103926
극소형조립회로,2278416
CMOS이미지센서,153379
DDI,630023
전자집적회로부분품,1304728
트랜지스터,422953
다이오드,280379
LED(패키징),3911325
감광성반도체소자,575105
압전소자,...
수정진동자,58013
반도체웨이퍼,1440542
LED에피칩,35934
기타반도체개별소자,188196
태양광웨이퍼,65114
태양전지,705599
"다이오드,트랜지스터및반도체부품",1219801
노트북용LCD,8080777
TV용LCD,31430490
모니터용LCD,9583622
기타LCD,5999699
LCD용컬러필터,719233
LCD용백라이트유니트(BLU),2905851
진공형광관,...
LCD편광필름,6047089
기타액정표시장치부품,2321462
PDP,2699586
OLED,6627766
터치스크린패널,735524
기타평판디스플레이판넬,10713
기타평판디스플레이부품,343889
페놀동박적층판,415677
