품목별,출하금액(백만원)
청주,84579
포도주및샴페인,11552
기타발효주,88357
맥아,28385
맥주,1495712
얼음,36640
생수,211481
탄산음료,1089637
알카리성이온음료,158747
식물성섬유음료,73795
인삼음료,117947
과실및채소음료,817801
두유,248296
커피음료,187000
기타비알콜성음료,299256
담배제조업,2887347
잎담배,433567
담배,2451834
기타권련,...
섬유제품제조업;봉제의복제외,17434655
견사및견방사,...
방적용면,54605
순면사,486013
면혼방사,192136
방적용모,8606
소모사,101908
방모사,153389
재생섬유사,4431
합성섬유사,560107
재봉사,282955
커버링사,89422
기타가공사,186881
마사및기타식물성섬유사,7120
재생섬유직물,163325
합성섬유직물,2252540
순면직물,267685
혼방면직물,212908
소모직물,345897
방모직물,85561
견직물,98585
마및기타식물성직물,13192
파일직물,197352
유리섬유직물,74171
기타특수직물,93578
편직물,936030
남자용속옷(편직결합),86926
여자용속옷(편직결합),63501
유아용내의(편직결합),9516
남자용셔츠(편직결합),111290
여자용셔츠및브라우스(편직결합),298238
남자용스웨터(편직결합),218844
여자용스웨터(편직결합),562697
기타남성용편조외의(편직결합),33969
기타여성용편조외의(편직결합),114932
스타킹,76108
양말,392102
장갑(편직결합),167163
기타편조의복부속품(편직결합),41386
섬유사염색,205587
직물염색,1156541
직물원단날염,309681
의복및직물제품의날염,44111
섬유호부처리,32049
의복및직물제품의염색가공,36505
섬유기타가공,91774
이불,270055
담요,157633
타월(직물),144568
침구용카바,144151
기타침구관련제품,60898
자수제품,123319
직물제커튼및블라인드,120894
텐트,38034
천막및덮개(직물),502577
기타캔버스제품,30863
직물포대,268588
낙하산,11551
차량의자카바,790352
청소용포(직물),63722
가정용품덮개,13665
기타가정용직물제품,87162
카펫및유사제품,269934
끈및로프(식물성섬유),9179
끈및로프(합성섬유),231687
어망,76307
기타망,64007
끈가공품,76920
세폭직물,254970
워딩(솜)제품,164883
부직포및펠트,596219
부직포제품,389097
타이어코드및타이어직물,712242
고무도포사,12824
기타특수사및특수직물,67223
비닐도포직물,127988
고무도포직물,66959
기타도포및적층직물,143976
레이스원단및망직물(편직된것),169189
장식용트리밍,8397
직물제필터,185193
기타섬유제품,57741
봉제의복및모피제품제조업,10914050
남자및소년용정장,1234736
남자및소년용코트,13854
남자및소년용자켓및점퍼,1011394
남자및소년용바지,405840
여자및소녀용정장,1775300
여자및소녀용코트,73430
여자및소녀용자켓및점퍼,1524873
여자및소녀용치마,150927
여자및소녀용바지,351894
남자및소년용속옷,163586
남자및소년용내복및잠옷,18003
여자및소녀용속옷,86187
여자용보정의류,205194
여자및소녀용내복및잠옷,36523
한복,21903
남성용직물셔츠,540619
남성용니트셔츠(니트원단구입),128690
여성용직물블라우스및셔츠,566410
여성용니트블라우스및셔츠(니트원단구입),361159
운동복,584561
학생용교복,46166
"사무,작업및위생용의복",297171
가죽의복,188958
유아용의복및부속품,237412
기타봉제의복,14782
모자,106859
섬유장갑,30245
가죽장갑,31671
넥타이및남자용목도리,111772
스카프및여자용목도리,56790
벨트(허리띠),45241
손수건,7879
의류부분품,162634
기타의복악세서리,23323
천연모피(유연처리또는완성가공한것),10441
천연모피의복,197490
기타천연모피제품,28747
인조모피,37019
인조모피제품,24367
"가죽,가방및신발제조업",3996133
소가죽,965904
돼지가죽,28452
면양또는산양(염소)의가죽,48351
기타동물가죽,14731
재생가죽,...
기타특수가공가죽,9401
서류가방,44131
여행용가방,36576
학생용가방,52360
등산용베낭,74707
기타가방,34049
케이스(가죽및섬유제),152776
핸드백,237565
지갑,102073
산업용가죽제품,17553
가정용가죽제품,204172
남자용구두(단화포함),425214
여자용구두(단화포함),475489
아동용구두(단화포함),7642
가죽장화,30055
가죽샌달,27126
가죽등산화및운동화,238473
기타가죽갑피신발,85734
플라스틱및고무제샌달,4179
고무장화,34317
기타플라스틱및고무제신발,17215
직물슬리퍼,7552
플라스틱및고무슬리퍼,21168
가죽슬리퍼,3782
직물갑피제운동화(스포츠전용화제외),101281
기타직물갑피제신발,6466
스포츠화,101522
기타재료제의신발,...
가죽제신발부분품,44920
플라스틱및고무제신발부분품,320335
기타재료제의신발부분품,16789
목재및나무제품제조업,4464786
소각재,146408
각재,626543
판재,75504
제재부산물,33608
마루용판재,121761
우드몰딩,68537
궤도용침목,12396
목모와목분,15081
칩상또는삭편상의목재,73380
기타표면가공목재,10335
표면처리및방부처리목재,96965
단판,44043
일반합판,348774
가공합판,308779
파티클보드(PB),161607
MDF(중밀도섬유판),320918
기타재생목재,134733
목재의창문및창문틀,123937
목재의문및문틀,378164
목재패널,176403
목재의건물부착물,177456
목재깔판류및기타적재용판,416423
목재통및관련부품,33584
목재의포장및운반용상자,342097
목재의케이블드럼,52146
콜크및콜크제품,2687
대나무돗자리,4658
볏짚가공품,2804
기타조물제품,3830
목재도구및부품,18263
주방용또는가정용목제품,20298
목재그림틀및사진틀,23968
기타장식용목제품,18323
장의용목관,24134
기타목제품,46239
"펄프,종이및종이제품제조업",14592167
펄프,266376
신문용지,995584
백상지,842888
중질지,154433
박엽지,233565
아트지,1227987
정보용지,231048
기타인쇄및필기용지,265904
크라프트지,127253
골판지원지,1231319
기타판지,442346
적층가공지,309534
포장지,330129
기타가공지,355277
수제지,20671
위생용지,148893
기타종이및판지,268977
골판지,601866
골판지상자,2283604
기타골판지제관련제품,46193
종이포대,122754
종이가방,132973
식품용종이용기,392878
판지상자,594532
지관,282443
전자복사기용지(소매용),122149
노트류,168082
컴퓨터용지,147148
앨범,48995
바인더,67801
사무용봉투,155994
장부류,4794
기타문구용종이제품,58670
화장지,674605
종이타월,70600
종이생리대,162914
종이기저귀,337614
기타위생용종이제품,39146
종이벽지,247106
여과지,71688
종이라벨,203055
기타종이및판지제품,102379
"출판,인쇄및기록매체복제업",8449743
교과서,72943
참고서,518183
학습지,1298925
아동용서적,727721
과학서적,206723
종교서적,141842
문학서적,224743
어학서적,206999
만화책,51833
인명록및데이터베이스출판,37463
기타일반서적,517881
사전류,18580
지도및지구의,11069
음악책,19669
일간신문,1026852
비일간신문,104130
광고수입(일간신문),890747
광고수입(비일간신문),118153
일반정기간행물,479911
전문신문및정기간행물,132939
광고수입(일반정기간행물),264769
광고수입(전문신문및정기간행물),92335
정기광고간행물,432916
음반(카세트테이프)출판,18388
음반(CD)출판,57541
기타음반출판,...
기타오디오기록매체,14188
기타출판물,317861
인쇄판,288120
오디오복제물,79623
비디오복제물,32124
소프트웨어복제물,44536
"코크스,석유정제품및핵연료",61079550
석탄코크스,...
콜타르(조상의것),...
휘발유,6194575
제트유,7225995
등유,3756055
경유,19270813
중유(벙커C유제외),384685
벙커C유,9793027
나프타,6300637
솔벤트나프타,604436
정제혼합용원료유,...
프로판가스,985034
부탄가스,2027796
석유가스,...
윤활유(석유기저),1509981
그리스(석유기저),40606
재생윤활유및그리스,34401
파라핀,121323
아스팔트,990851
재생유,161471
기타석유정제품,36477
핵연료,...
화합물및화학제품제조업,89591845
부탄및부틸렌(나프타분해물),1368536
에틸렌,2641764
프로필렌,1967590
부타디엔,892515
기타비환식탄화수소,170120
벤젠,1927279
톨루엔,1787291
크실렌,5568765
스티렌모노모(SM),2061133
기타환식탄화수소,300656
이염화에틸렌(EDC),71038
염화비닐모노모(VCM),661654
기타탄화수소유도체,1266386
석탄화학물,84278
숯,28178
착화탄,2861
기타검및나무화합물,19979
부탄올,...
옥탄올,427336
메탄올,7883
에틸알콜(공업용),55849
에틸렌글리콜(EG),703167
프로필렌글리콜(PG),...
폴리프로필렌글리콜(PPG),823285
페놀,...
기타알코올및관련유도체,293809
공업용지방산,40673
초산,223993
초산에틸,...
아크릴산,...
무수마레인산,44714
무수프탈산(PA),280039
테레프탈산(TPA),3821961
아크릴레이트,...
메틸메타크릴레이트(MMA),...
기타카르복실산및그유도체,510305
MTBE,...
아민,66477
아크릴로니트릴(AN),726355
이소시아네이트,1317883
멜라민,...
카프로락탐,...
아세톤,105095
포르말린,54628
가소제,613764
기타기초유기화합물,686286
수소,211867
질소,376945
산소,210147
아세틸렌가스,26640
이산화탄소,127346
아르곤가스,66385
기타산업용가스,141367
구입한압축및액화가스의정제,...
염소,175521
염산,53731
가성소다,348885
소다회,9399
기타소다공업제품,42082
카본블랙,438875
이산화규소,98511
과산화수소,99991
황,60111
합성귀석,62454
기타비금속화합물,36490
황산,102629
인산,45691
황산알루미늄,63690
황산마그네슘,6298
탄산칼슘,182281
규산소다,34650
시안화나트륨,...
수산화알루미늄,...
칼륨염,118257
기타금속무기화합물,171708
아연화,215227
산화티타늄,89532
산화철,23196
기타무기안료,88757
천연색소,3747
유연제,173938
분산염료,57151
산성및매염염료,76284
염기성염료,3367
직접염료,38889
반응성염료,94118
형광염료,52338
플라스틱착색제(마스터배치),264216
기타합성염료,161828
레이크계안료,77350
색소안료,108255
질산,104165
암모니아,119296
요소,...
황산암모늄,54073
기타질소비료,147421
인산비료,55646
칼륨비료,51414
복합비료,599123
유기질비료,325523
기타비료,143901
SBR,...
BR,...
SB라텍스,186272
기타합성고무,614463
고밀도폴리에틸렌,2044253
저밀도폴리에틸렌,1177349
폴리스티렌,1582508
ABS수지,1595532
PVC수지,1156989
폴리프로필렌,3060647
에폭시수지,650939
불포화폴리에스터수지,276419
선형폴리에스터수지,1444035
아크릴수지,203143
요소수지,21289
멜라민수지,17256
페놀수지,137577
폴리우레탄,306543
엔지니어링플라스틱수지,873915
실리콘수지,159120
기타합성수지,1378441
구입한수지의배합물,1511134
재생수지,439576
의약품원료,443238
백신,106986
기타생물학적제제,216106
의약품제제,7417757
한의약품,190679
동물용약제품,510359
"탈지면,거즈,붕대및유사제품",106314
진단용시약(의료용),86655
기타의약관련제품,140109
가정용살균및살충제,168029
살충제(농업용),427569
살균제(농업용),304375
제초제,239340
기타농약및그기조제,26520
유성페인트,1351850
수성페인트,244197
에나멜페인트,105258
락카,58317
합성수지도료,1132806
신너,293414
도료충전제,34275
기타도료및관련제품,470064
요업용유약,52627
옵셋잉크,231197
그라비아잉크,141544
디지털잉크,114353
기타잉크,69587
그림물감,45840
계면활성제,712768
화장비누,128927
세탁비누,26968
공업용비누,...
세탁용합성세제,431126
주방용합성세제,187697
기타세제,118151
치약,196065
글리세린,16525
"크림,로션및오일",2317754
"루즈,볼터지및아이쉐도우",266745
두발용조제품,521432
파우다,33117
"향수,화장수및콜롱",55871
기타화장품,138706
실내용가향제,68270
왁스,100429
구두약,14530
기타광택제,40993
자기테이프,212708
자기및광디스크,90830
PS인쇄판,26686
"사진용감광성필름,판및종이",50769
토너및토너카트리지,232600
사진용화학물질,249165
가공및정제염,85231
방향유,17647
천연접착제,133281
합성수지접착제,942379
젤라틴,116790
화약및폭약,136361
도화선및뇌관(화약용),40836
폭죽및조명탄,30457
자동차용화합물,789506
전자공업용화학화합물,1446963
콘크리트경화제,214075
필기용잉크,15701
조제윤활제,170803
미생물배양제,28556
가황촉진제,27285
"산화방지제(고무,플라스틱용)",192597
"안정제(고무,플라스틱용)",287244
금속표면처리용화합물,309136
소포제및발포제,69816
방수액,104094
활성탄,64890
제올라이트,64485
수처리제,138360
휴대용연료,104126
기타화학제품,748835
폴리아미드섬유,648111
폴리에스터섬유,1975932
스판덱스섬유,224536
아크릴릭섬유,79139
기타합성스테이플섬유,20316
재생섬유,99189
고무및플라스틱제품제조업,38718721
승용차타이어,3192327
버스및화물차타이어,638741
모터사이클타이어,...
기타자동차타이어,163799
자동차튜브,180220
자전거타이어,8182
기타비동력식차량의타이어및튜브,1937
타이어및튜브부속품,51177
재생타이어,118206
재생고무,28993
배합고무,330989
방진고무,374046
공업용고무롤,45284
공업용고무판,202932
고무관및파이프,128254
고무호스,406869
고무벨트,181271
고무직물,21183
고무패킹,859556
고무스폰지및발포성제품,212370
기타산업용고무제품,504861
고무장갑,50706
피임용기구(고무제),17001
고무젖꼭지,12018
기타위생용고무제품,33810
고무매트,186622
고무보트,19923
고무줄및밴드,43647
기타고무제품,212669
플라스틱프로파일(샤시바는102),332243
플라시틱샤시바,661841
플라스틱파이프,128207
플라스틱호스,768875
플라스틱연결구류,422242
플라스틱필름및시트(포장용),3334087
플라스틱필름및시트(포장용제외),2071262
합성피혁,502624
플라스틱장판및벽지,582360
플라스틱타일,333550
위생용플라스틱제품,484984
플라스틱창문및문,1156210
기타건축용플라스틱조립제품,364485
플라스틱봉투,688110
플라스틱병,756489
플라스틱뚜껑,358893
기타플라스틱포장용기,1706998
운송장비용플라스틱제품,4473628
KeyPad,936423
핸드폰케이스,1999316
기타전기및전자기기용플라스틱제품,1456798
기타기계용플라스틱제품,1360455
폴리스티렌발포제품,1236233
우레탄발포제품,844366
기타플라스틱발포제품,295770
플라스틱적층품,692822
접착테이프,932326
플라스틱주방용품,633061
가구용플라스틱제품,105742
플라스틱헬멧,184849
플라스틱사무및문구용품,107926
기타플라스틱제품,511939
폐플라스틱제품,31602
비금속광물제품제조업,23537813
판유리,468519
유리장섬유,209235
유리단섬유,123732
유리섬유제품(직물제외),214308
차량용안전유리,458745
기타안전유리,571563
차량용거울,237693
유리거울(차량용제외),78458
기타판유리가공품,184169
브라운관용유리,429003
전등용유리,18026
LCD용유리,3040414
기타산업용유리제품,157705
가정용유리제품,74699
유리용기,483648
기타유리제품,59455
가정용도자기,180319
장식용도자기,6564
위생도기제품,160707
전기용도자기,103673
기타산업용도자기,66277
도자기제조용분말,26927
기타일반도자기,3483
내화벽돌및블록,255233
내화타일,54826
기타정형내화물,31488
부정형내화물,453023
점토벽돌,153486
점토기와,32819
점토타일,218899
도관및연결구류(점토제),2867
기타구조용비내화요업제품,1472
시멘트크링커,344983
포틀랜드시멘트,2068798
기타수경성시멘트,620245
생석회,71737
소석회,43339
기타석회,25024
플라스터,23722
비내화모르타르,261846
레미콘,6463232
석고판제품,332338
섬유시멘트제품,29847
콘크리트벽돌및블록,595896
조립식건축자재(콘크리트제),152628
콘크리트파일,360938
콘크리트전주,92073
흄관및VR관,195164
기타콘크리트관,320349
기타조립구조재,115267
기타콘크리트，시멘트제품,61976
건축용석제품,449424
기념석,44738
기타석재가공품,72660
착색가공석재품,...
아스콘,1184481
아스팔트성형제품,52274
연마석,156580
연마지및포,157784
비금속광물분쇄물,257125
브레이크라이닝,8907
암면제품,109711
석면제품,18451
흑연및탄소제품(비전기용),90214
인공골재,62087
모래주형(중자포함),74688
기타비금속광물제품,57730
제1차금속산업,85688703
선철,131073
강괴,198283
슬래브,131098
블룸및쉬트바,...
빌렛,984084
제철소부산물,98738
합금철(페로얼로이),391398
봉강,1184656
철근,4161747
선재(와이어로드),1963378
형강,2867013
"중후판(두께3mm이상,스테인레스는107)",1585630
열연강판,5120349
스테인레스중후판및열연강판,6816547
궤조및철도선로자재,74612
냉연봉강및냉연형강,569813
냉연강판(스테인레스는103),5681068
스테인레스냉연강판,2132927
보통철선,309050
경강선및피아노선,173517
ＰＣ강선,64032
냉간압조용강선(CHQ),363778
스텐인리스강선,314737
아연도강선,941594
타이어보강강선,496933
기타도금강선,...
주철관(주조한것),186001
주철제관연결구류,89201
강관,4033453
강관가공품,1331337
강관연결구류,1352486
아연도강판,3871492
석도강판,1367394
기타도금강판,914583
칼라강판,2012788
도금강관및피복강관,250379
기타도금및피복처리강재,119072
철분(철분쇄물),31704
철강절단품(구입한강재절단),6113900
동1차정련품,3692025
동2차정련품,493267
알루미나,16098
알루미늄1차정련품,155932
알루미늄2차정련품,2039683
연1차정련품,256838
연2차정련품,73250
아연1차정련품,2007374
아연2차정련품,98164
귀금속1차정련품,1295628
귀금속2차정련품,239337
기타비철금속1차정련품,612897
기타비철금속2차정련품,93241
동봉,1245272
나동선,2633360
동판,862313
동박(두께0.15㎜이하),257748
동관,1205161
동제의관연결구류,173199
알루미늄봉(압연에의한것),91590
알루미늄샷시바(압출에의한것),1178562
알루미늄선,121557
알루미늄판,1369663
알루미늄박(두께0.2㎜이하),470133
알루미늄관,1010137
알루미늄제관연결구류,41840
"니켈압연,압출및연신제품",5227
"연(납)압연,압출및연신제품",103693
"아연압연,압출및연신제품",84829
"주석압연,압출및연신제품",21086
텅스텐(중석)압연및압출제품,6322
귀금속압연및압출제품,55951
기타비철금속압연및압출제품,271962
동분말,66193
알루미늄분말,91877
아연분말,94836
기타비철금속분말,126130
기타１차비철금속제품,315741
회주물(보통주철),1180972
가단주물,109395
구상흑연주물(덕타일주물),185696
보통강주물,734048
특수강주물(합금강주물),413574
알루미늄주물,655842
동주물,209093
기타비철금속주물,755181
조립금속제품제조업,41384616
금속제문,741682
금속제창문,1029346
건축용금속공작물,1861543
판금제품,1670649
육상금속구조물,4645669
교량,356260
수상금속구조물,3621909
금속제조립식건축물,262961
금속제조립식건축물용판넬,1247535
산업용온수보일러,145448
방열기,115618
산업용온수보일러및방열기의부품,101251
저장용금속탱크,1740338
압력용기,502621
원자로,...
원자로의부품,5152
수관보일러,704822
연관보일러,65972
기타산업용보일러,56689
보일러부속품및부품,94928
분말야금제품,188580
철강단조물,1782472
비철금속단조물,278529
자동차용프레스가공품,1883268
가정용압형제품(알루미늄제),138556
가정용압형제품(스테인레스제),162766
기타프레스가공품,2801830
금속열처리제품,233631
절삭가공,2520970
기타금속처리제품,354744
금속제식탁용품(식기제외),68763
칼및칼날(식탁용나이프제외),66855
면도기및면도날,58221
가위,19571
손톱및발톱깍기,71175
건물용철물,308416
가구용철물,181976
자동차용철물,775743
디지털도어록,87928
"자물쇠,열쇠및관련부품(자동차용제외)",41358
캐스터(소형바퀴),23530
가방부착용철물,81663
커튼및블라인드부품,32353
기타일반철물,184072
작업용수공구,79527
농업용수공구,12354
기타수공구,119169
톱(수동식),22190
톱날,156940
공작기계용절삭공구,801308
기타공작기계용부속물,151093
쇠못,150243
"나사,볼트및너트(금속제)",2087123
리베트(금속제),34383
와셔(금속제),125528
기타금속파스너,122981
철망,305799
와이어로프,462429
바늘,54920
체인(동력전달용제외),21844
기타철선조립제품,134055
스프링,630240
스틸캔(음식료품용),442784
알루미늄캔(음식료품용),227047
에어로졸캔,14994
드럼통,201686
금속튜브용기,72752
기타금속포장용기,724131
병마개,152531
금고,83236
금고부품,...
알루미늄제주방및식탁용품,320178
스렌레스주방및식탁용품,147469
기타금속제주방및식탁용품,75148
싱크상판,79355
기타금속위생용품,120929
금속표시판,238023
금속제액자틀,11655
기타금속제장식용품,101327
용접봉,674836
금속사다리및부품,33351
"선박용프로펠러,날및닻",157346
금속제파킹및가스켓,136498
기타조립금속제품,186689
기타기계및장비제조업,79480030
선박용내연기관,2693987
기계용내연기관,194945
내연기관부품(차량및항공기용제외),1290195
터빈,223671
터빈부품,20874
유압실린더및유압시스템,425567
공압실린더및공압액츄에이터,170292
유공압실린더및시스템의부품,294747
급유및계기용펌프,62948
유압펌프,211942
기타산업용액체펌프,570309
가정용펌프,157094
액체펌프의부품,105569
진공펌프,237835
공기및기체압축기,338849
냉매압축기(차량용제외),687873
차량에어컨용압축기,560236
부품(진공펌프및압축기의것),173081
감압밸브,104643
유압및공기압전송용밸브,472923
체크밸브,233795
안전밸브,180324
수전,511416
볼및플러그밸브,129583
자동조절및원격조절밸브,155268
기타밸브,538032
"탭,밸브의부품",288153
볼베어링,761660
원추형롤러베어링,168402
지구베어링,11395
기타롤러베어링,138852
베어링부품,138154
변속기,409556
기어및기어링,356533
체인(동력전달용),125848
플레인베어링,169297
기타기계식동력전달장치,214581
기계식동력전달장치부품,104139
공업용로,358550
소각로,335769
전기로,100056
로부속품및부품,178792
포크리프트트럭(지게차),1026060
기타산업용트럭및적재기,58451
산업용트럭및적재기부품,152459
엘리베이터,959912
컨베이어,1011127
에스컬레이터,123830
리프트기기,113257
주차기,141200
자동창고시스템,455446
엘리베이터및컨베이어류의부품,556593
호이스트,184610
물품취급용크레인,882459
윈치및캡스턴,29985
기타물품취급장비,147651
물품취급장비부품,157126
산업및상업용냉장고,149910
산업용냉동기,354843
냉각탑,92559
냉동，냉장쇼케이스,245966
기타냉동낭비,36211
산업용냉장및냉동장비의부품,773664
룸에어컨,1340208
패키지에어컨,991210
차량용에어컨,1454680
에어핸드링유니트,317470
항온항습기,163982
기타공기조화장치,362963
공기조절장치부품,1448046
송풍기(산업용),646420
송풍기(산업용)부품,75399
공기청정기,401621
차량용공기청정기,85361
집진기,367488
기타기체여과기및청정기,162773
기체여과기및청정기부품,168654
정수기,391105
상하수정화장비,327988
기타액체여과기,164292
액체여과기부품,266638
열교환기,1516768
증류기및가스발생기,58151
증류기및열교환기의부품,88568
산업용저울,52330
가정및상업용저울,65709
저울부품,4353
병，용기의세척기,21139
충전기(포장겸용),83398
포장기,291035
포장기및용기세척기부품,23134
자동판매기,50316
자동판매기부품,26094
소화기,124900
스프링쿨러,8713
분사기,249731
소화장비및분사기부품,116089
원심분리기,38753
산업용접시세척기,46212
기타일반목적용기계,399639
기타일반목적용기계부품,88775
레이저가공기,78261
방전가공기,50198
기타전자응용공작기계,70000
전자응용가공공작기계의부품,63124
머시닝센터,975906
전용기,111317
수치제어식선반,820142
범용선반,45760
드릴링기,29291
보링기,111115
밀링기,57963
탭핑기,16827
연삭기,83158
기어절삭기,8057
톱기계(금속용),38928
기타금속절삭가공기계,148921
금속절삭가공기계의부품,220668
액압프레스,44102
기계프레스,791985
금속절곡기,87035
금속전단기,100806
펀칭기,17464
금속단조기,9326
금속인발기,6951
나사전조기,39849
금속선가공기,47143
기타금속성형기계,124205
금속성형기계의부품,113931
아크용접기,60610
저항용접기,104529
가스용접및절단기,87157
기타용접기,73717
용접기부품,90655
수지식동력연삭기,33919
기타수지식동력공구,111605
수지식동력공구부품,24980
목공기계,45041
기타공작기계,408365
"다이,지그및공작기계부착물",507865
목공기계부품,3652
기타공작기계부품,85640
경운기,72803
농업용트랙터,537500
쟁기,14147
기타경지정리용기계,57282
농업용분무기,56969
이앙기,102768
기타재배관련기기,64819
콤바인(농업용),145013
농업용건조기,86313
기타수확관련기계,72763
사료가공기계(농업용),69602
기타축산기계,44283
기타농업용기계,50006
농업용기계부품,414554
주물주조기계,55972
금속압연기,60879
압연기롤,149126
기타금속주조및압연기부품,24403
굴삭및토공기계(건설용),2866905
건설용크레인,73612
콘크리트기계,158018
도로포장기계,102223
기초공사기계,15614
건설용트랙터,184880
기타건설용기계,52465
건설용기계부품,1684041
"광물용파쇄,마쇄및선별기",172393
기타광산기계,17730
콘크리트제품제조기,21332
기타광물제조장비,...
광물처리장비부품,32965
낙농품가공기계,12920
곡물가공기계,73414
공장용음식료품제조기계,95854
상점용음식료품조리기계,139515
음식료품및담배가공기계부품,14835
공업용재봉기,76168
재봉기부품,48873
업소용세탁관련기기,22951
섬유염색및나염기계,62159
기타섬유마무리가공기계,176523
화학섬유및방적기계,67494
직기,23879
편직기,98968
자동자수기,146476
기타특수직기,10729
가죽및신발제조기계,62388
섬유기계부속품및부품,116368
웨이퍼가공장비,992987
반도체조립장비,1458634
반도체검사장비,1141815
평면디스플레이제조장비,1223261
기타반도체제조장비,882907
반도체제조장비부품,1736046
펄프제조기계,9982
종이제조기계(초지기),67506
기타종이가공기계,93116
펄프및종이제조기계부품,39959
플라스틱사출성형기,448404
플라스틱압출성형기,135859
기타플라스틱제조기계,144101
고무가공기계,85620
고무및플라스틱가공기계부품,79031
인쇄기계,164795
기타인쇄관련기계,69236
인쇄및제본관련기계부품,124811
프레스용금형,1308022
플라스틱용금형,1915359
기타금형,919055
몰드베이스,429110
기타주형관련부속품,700594
산업용로봇,581702
산업용로봇부품,116974
유리공업용기계,148524
산업용범용건조기,168840
금속표면처리기,149297
권선기,49957
화학제품제조기계,67288
초음파기기,59827
전자식모의훈련기기,26949
기타산업용기계,1082683
산업용기계부품,545415
