품목별,출하금액(백만원)
매실주,...
기타증류주및합성주,40764
얼음,49340
생수,501720
콜라,420268
사이다,500303
기타탄산음료,373437
알카리성이온음료,208945
식물성섬유음료,92846
인삼음료,200951
과실음료,898494
채소음료,27165
커피음료,795906
두유,407571
기타비알콜성음료,796570
담배제조업,3194687
담배잎(재건조),...
담배,...
섬유제품제조업;의복제외,17846572
방적용면,53445
순면사,688658
면혼방사,216472
방적용모,76307
순소모사,46020
혼방소모사,48782
순방모사,51539
혼방방모사,80637
재생섬유사,109895
순합성섬유사,294785
혼방합성섬유사,251868
재봉사,136498
편물사,54271
커버링사,293182
기타가공사,315278
견사및견방사,...
마사및기타식물성섬유사,...
순면직물,233722
혼방면직물,200682
순소모직물,60857
혼방소모직물,82483
순방모직물,22701
혼방방모직물,62254
비스코스직물,77658
아세테이트직물,68913
순합성섬유직물,1295412
혼방합성섬유직물,1321407
순견직물,41291
혼방견직물,41958
마및기타식물성직물,9318
파일직물,216026
유리섬유직물,122008
기타특수직물,202792
이불,351038
담요,73038
타월(직물),159561
침구용카바,79877
베개및유사제품,32881
기타침구관련제품,11648
자수제품및자수재료셋트,67876
커튼및유사제품,207174
텐트,30242
천막및덮개(직물),460056
기타캔버스제품,38134
직물포대,247376
낙하산,...
차량의자카바,832418
청소용포(직물),111603
가정용품덮개,...
기타직물제품,262287
견편조물,145175
면편조물,182573
인조섬유편조물,540421
기타편조물,51015
편조제품(의복및의복액세서리제외),10021
섬유사염색,199837
직물염색,1364397
직물원단날염,429301
의복및직물제품의날염,44551
섬유호부처리,50643
의복및직물제품의염색가공,43223
섬유기타가공,59272
카페트,74540
마루덮개및유사제품,101871
끈및로프(식물성섬유),42696
끈(합성섬유),27073
로프(합성섬유),214982
어망,101968
기타망,118416
끈가공품,40329
세폭직물,211645
부직포,970529
펠트,101872
부직포제품,568061
타이어코드및타이어직물,907780
고무도포사,5415
기타특수사및특수직물,29927
비닐도포직물,91609
고무도포직물,78810
기타도포및적층직물,336716
워딩(솜)제품,595947
레이스원단및망직물(편직된것),109360
장식용트리밍,...
직물제필터,205815
기타섬유제품,35610
"의복,의복액세서리및모피제품제조업",16208335
남자및소년용정장,1564330
남자및소년용코트,22881
남자및소년용자켓및점퍼,767134
남자및소년용바지,68446
여자및소녀용정장,3043957
여자및소녀용코트,56355
여자및소녀용자켓및점퍼,1434221
여자및소녀용치마,55669
여자및소녀용바지,91389
남자및소년용속옷,140066
남자및소년용내복및잠옷,18479
여자및소녀용속옷,44156
여자용보정의류,308643
여자및소녀용내복및잠옷,31776
한복,16123
남성용직물셔츠,691133
남성용니트셔츠(니트원단구입),192283
여성용직물블라우스및셔츠,752342
여성용니트블라우스및셔츠(니트원단구입),633686
운동복,2087064
학생용교복,103138
"사무,작업및위생용의복",458120
남자용가죽의복,...
여자용가죽의복,30285
유아용의복및부속품,362323
기타봉제의복,88686
천연모피(유연처리또는완성가공한것),11615
천연모피의복,187543
기타천연모피제품,...
인조모피,...
인조모피제품,...
남자용속옷(편직결합),70345
여자용속옷(편직결합),124310
유아용내의(편직결합),45500
남자용셔츠(편직결합),318368
여자용셔츠및브라우스(편직결합),374206
남자용스웨터(편직결합),97621
여자용스웨터(편직결합),486041
기타남성용편조외의(편직결합),229720
기타여성용편조외의(편직결합),167857
스타킹,73828
양말,188158
장갑(편직결합),260936
기타편조제품,19542
모자,106536
섬유장갑,59745
가죽장갑,23782
넥타이,29664
스카프,65896
여자용목도리,...
벨트(허리띠),11510
손수건,21713
기타의복악세서리,42788
의류부분품,51691
"가죽,가방및신발제조업",5403246
소가죽,1317604
돼지가죽,18130
면양또는산양(염소)의가죽,39199
기타동물가죽,15723
재생가죽,...
기타특수가공가죽,153828
핸드백,642648
지갑,242865
서류가방,68844
여행용가방,18046
학생용가방,11250
등산용베낭,28970
기타가방,24734
케이스(가죽및섬유제),526712
산업용가죽제품,23271
가정용가죽제품,142724
남자용구두(단화포함),312167
여자용구두(단화포함),413402
아동용구두(단화포함),27030
가죽장화,23034
고무장화,20356
프라스틱및고무제운동화,20753
기타플라스틱및고무제신발,18469
직물슬리퍼,...
플라스틱및고무슬리퍼,35739
가죽슬리퍼,10561
운동화,368767
가죽등산화,264231
가죽샌달,28556
기타직물갑피제또는가죽갑피제신발,94189
스포츠화,57213
기타재료제의신발,...
가죽제신발부분품,141913
플라스틱및고무제운동화부분품,147626
기타플라스틱및고무제신발부분품,95248
기타재료제의신발부분품,44878
목재및나무제품제조업;가구제외,4474833
소각재,79719
각재,651620
판재,62317
제재부산물,22478
마루용판재,110338
우드몰딩,140714
궤도용침목,...
목모와목분,34635
칩상또는삭편상의목재,64973
기타표면가공목재,39198
표면처리및방부처리목재,134999
단판,34860
일반합판,326885
가공합판,275472
파티클보드(PB),102214
MDF(중밀도섬유판),440636
강화마루,20550
재생목재,26488
목재의창문및창문틀,74194
목재의문및문틀,225688
목재패널,266570
목재의건물부착물,128542
목재깔판류및기타적재용판,596798
목재통및관련부품,23437
목재의포장및운반용상자,434988
목재의케이블드럼,34930
목재도구및부품,8199
주방용또는식탁용목제품,21144
목재그림틀및사진틀,8992
기타장식용목제품,18282
장의용목관,11093
기타목제품,41293
콜크및콜크제품,...
대나무돗자리,...
기타조물제품,...
"펄프,종이및종이제품제조업",21504710
화학펄프,...
기타펄프,...
신문용지,1175745
백상지,1272192
중질지,241272
박엽지,200699
아트지,2053957
정보용지,405953
지폐용지,...
기타인쇄및필기용지,61198
크라프트지,220580
골판지원지,1966099
백판지,751476
기타판지,...
적층가공지(박지),416313
포장지,348569
접착지,121583
기타가공지,241238
수제지,20457
위생용지,570311
기타종이및판지,101037
골판지,574866
골판지상자,3951463
기타골판지제관련제품,37939
종이포대,215216
종이가방,128263
판지상자및용기,563018
식품위생용종이상자,106103
식품용종이용기,268354
기타종이상자및용기(판지및골판지이외),404621
지관(판지및골판지이외),274459
전자복사기용지(소매용),61454
노트류,133005
컴퓨터용지,140804
앨범,38050
바인더,52198
사무용봉투,74694
장부류,10831
기타문구용종이제품,88337
화장지,1147847
종이타월,354005
종이생리대,479429
종이기저귀,673346
기타위생용종이제품,6011
종이벽지,271618
직물벽지,91967
장판지,...
여과지,172863
종이라벨,498273
식품용종이제품(용기및상자제외),240324
기타종이및판지제품,46768
인쇄및기록매체복제업,397428
인쇄판,335400
오디오복제물(테이프),...
오디오복제물(CD),44911
비디오복제물(테이프),...
비디오복제물(CD),1444
기타기록매체복제물,...
"코크스,연탄및석유정제품제조업",136229122
석탄코크스,58070
콜타르(조상의것),390919
연탄,187795
휘발유,18782849
제트유,17525811
등유,5941698
경유,44242971
경질중유(벙커A유),...
중유(벙커B유),179649
벙커C유,11887955
나프타,21012866
솔벤트,1054258
윤활기유,4579785
프로판가스,1079346
부탄가스,2720391
석유가스,...
윤활유(석유기저),2605250
그리스(석유기저),107750
재생윤활유및그리스,185873
파라핀,220282
아스팔트,2934064
재생유,405226
기타석유정제품,...
화학물질및화학제품제조업;의약품제외,166461893
혼합부탄,591838
에틸렌,5276835
프로필렌,5559979
부타디엔,2390574
기타비환식탄화수소,...
알킬벤젠,...
벤젠,5149860
톨루엔,2296626
디니트로톨루엔(DNT),...
파라자일렌(P-X),10457700
올소자일렌,...
스티렌모노머(SM),5285613
자일렌(Xylene),2313489
기타환식탄화수소,...
이염화에틸렌(EDC),877008
염화비닐모노머(VCM),1812279
CFM(클로로포름),...
기타탄화수소유도체,933194
숯,21849
기타검및나무화합물,29295
콜탈핏치,74541
석탄화학물,84201
부탄올,...
옥탄올,427731
메탄올,...
에틸알콜(공업용),50468
에틸렌글리콜(EG),1476004
프로필렌글리콜(PG),...
폴리프로필렌글리콜(PPG),1277966
페놀,984251
기타알코올및관련유도체,148488
공업용지방산,66086
초산,...
초산에틸,...
아크릴산,...
무수마레인산,19872
무수프탈산(PA),470419
테레프탈산(TPA),6549982
테레프탈산디메틸(DMT),...
아크릴레이트,497726
메틸메타크릴레이트(MMA),481700
기타카르복실산및그유도체,201337
MTBE,415169
아민,68246
아크릴로니트릴(AN),...
"톨루엔디이소시아네이트(TDI,Toluenediisocyanate)",642473
"메틸렌디페닐디이소시아네이트(M야,Methylenediphenyldiisocyanate)",...
멜라민,...
카프로락탐,...
아세톤,303074
가소제,1311540
ECH(에피클로로히드린),...
산화프로필렌,...
초산에틸(초산비닐),...
아디핀산,...
BPA(biphendA),1275238
고순도이소프탈산,...
PTMEG,...
포르말린,...
기타기초유기화합물,624791
수소,1273320
질소,586382
산소,386316
아세틸렌가스,27539
이산화탄소,145212
아르곤가스,260116
희소가스,...
기타산업용가스,370158
구입한압축및액화가스의정제,29650
염소,270976
염산,36891
수산화나트륨(가성소다),502067
염소산나트륨,6792
기타가성소다,351001
소다회,...
기타소다공업제품,48669
카본블랙,1068626
화이트카본,...
이산화규소,6420
과산화수소,455720
황,175304
오산화인,134690
기타비금속화합물,5914
황산,417340
인산,15080
황산알루미늄,40362
황산마그네슘,28897
탄산칼슘,210678
규산소다,36466
시안화나트륨,...
수산화알루미늄,101807
탄산칼륨,...
기타칼륨염,169600
기타금속무기화합물,178029
핵연료,...
폴리실리콘,1181113
잉곳및웨이퍼(태양전지용),461598
아연화,198469
산화티타늄,182557
산화철,141268
기타무기안료,123548
천연색소,12075
유연제,153315
분산염료,203958
산성및매염염료,39728
염기성염료,...
직접염료,42588
반응성염료,96886
형광염료,40311
플라스틱착색제(마스터배치),704106
색소중간착색제,46430
기타합성염료,49948
레이크계안료,160400
색소안료,162783
질산,160276
암모니아,291998
요소,15542
황산암모늄,164897
기타질소비료,...
인산비료,...
황산칼륨(황산칼리),...
복합비료,1230402
유기질비료,456017
기타비료,177993
SBR,760561
BR,1254753
SB라텍스,1185343
기타합성고무,792906
고밀도폴리에틸렌,3526368
저밀도폴리에틸렌,4443657
폴리스티렌,2863748
ABS수지,4563534
PVC수지,2406764
폴리프로필렌,8559659
에폭시수지,1072479
실리콘수지,981001
불포화폴리에스터수지,315525
선형폴리에스터수지,1226398
아크릴수지,605374
요소수지,20049
멜라민수지,36035
페놀수지,346995
폴리우레탄,567065
엔지니어링플라스틱수지,3986992
석유수지,...
PETG수지,...
셀룰로스에테르,...
K-RESIN,...
폴리에틸렌테레프탈렐이트(PET),414906
기타합성수지,1896751
구입한수지의배합물,1402671
재생수지,743052
가정용살균및살충제,211925
살충제(농업용),595083
살균제(농업용),301541
제초제(농업용),187936
생장조절제,20753
기타농약및그기조제,38118
유성페인트,1594148
수성페인트,310810
에나멜페인트,138527
락카,181968
우레탄도료,359840
아크릴도료,349481
에폭시도료,336188
기타합성수지도료,833275
도료충전제,184628
EMC(에폭시몰딩컴파운드),223635
시너(Thinner),349044
기타도료및관련제품,344306
요업용유약,153252
옵셋잉크,365385
그라비아잉크,236539
디지털잉크,183192
기타잉크,72471
그림물감,17361
유기계면활성제,1180186
조제계면활성제,287600
화장비누,262894
세탁비누,20695
세탁용합성세제,697437
주방용합성세제,184951
기타세제,91012
치약,389531
글리세린,11679
화운데이션,435588
크림,986925
로션및오일,2014781
루즈,107785
볼터지,10863
아이세도우,32810
샴푸,797027
린스,8884
염색약,167098
기타두발용조제품,144684
파우다,148877
향수,49819
화장수,239920
콜롱,...
매니큐어및제거제,38376
헤어스프레이및무스,177291
기타화장품,1128712
실내용가향제,127986
왁스,107648
구두약,6977
기타광택제,64023
PS인쇄판,131105
"사진용감광성필름,판및종이",191347
토너및토너카트리지,126659
사진용화학물질,425474
가공및정제염,99783
천연접착제,150411
합성수지접착제,1689596
젤라틴,187319
화약및폭약,526559
도화선및뇌관(화약용),84196
폭죽및조명탄,22310
방향유,51313
반도체용식각제,1040550
PR(포토레지스터),811205
액정(liquidcrystal),814733
기타전자공업용화학화합물,439527
자동차용화합물,436524
바이오디젤,248993
콘크리트경화제,303302
필기용잉크,23183
조제윤활제,181493
미생물배양제,56625
가황촉진제,37222
산화방지제(고무·플라스틱용),660569
금속표면처리용화합물,1244943
소포제및발포제,115657
방수액,158845
활성탄,67439
제올라이트,96603
수처리제,195875
휴대용연료,...
리튬코발트산화물,...
부동액,...
자동차촉매,1210692
안정제(고무·플라스틱용),236648
기타화학제품,1103427
폴리아미드섬유,1168713
폴리에스터섬유,3359745
스판덱스섬유,324682
아크릴릭섬유,...
합성장섬유토우,...
기타합성스테이플섬유,...
비스코스섬유,...
아세테이트섬유,...
재생장섬유토우,44430
기타재생섬유,71762
의료용물질및의약품제조업,13700504
의약품원료,1169113
백신,479402
기타생물학적제제,378602
의약품제제,10474302
한의약품,250406
동물용약제품,354996
"탈지면,거즈,붕대및유사제품",192359
진단용시약(의료용),332984
기타의약관련제품,68340
고무제품및플라스틱제품제조업,62075479
승용차타이어,6556234
버스및화물차타이어,...
모터사이클타이어,74329
기타자동차타이어,...
자동차튜브,312367
자전거타이어,...
기타비동력식차량의타이어및튜브,6363
타이어및튜브부속품,62045
재생타이어,233480
재생고무,121612
배합고무,595451
방진고무,979910
공업용고무롤,126107
공업용고무판,58347
고무관및파이프,119562
고무호스,810637
고무벨트,364435
고무패킹,1604446
고무스폰지및발포성제품,239216
고무직물,...
기타산업용고무제품,524650
고무장갑,87388
피임용기구(고무제),27363
고무젖꼭지,14262
기타위생용고무제품,26689
고무매트,313277
고무보트,29389
고무줄및밴드,61220
고무자석,...
기타고무제품,180045
플라스틱프로파일,487366
플라스틱샤시바,334854
플라스틱파이프,800120
플라스틱호스,426588
플라스틱연결구류,406749
폴리에틸렌(PE)필름,1640159
폴리프로필렌(PP)필름,696527
폴리에스터(PET)필름,2173355
플라스틱필름및시트(포장용),2238083
폴리염화비닐(PVC)필름,702475
폴리스티렌(PS)필름,70342
플라스틱필름및시트(포장용제외),2544019
합성피혁,908996
플라스틱장판,508243
플라스틱벽지,42802
플라스틱타일,660956
위생용플라스틱제품,487533
플라스틱창문및문,1063866
기타건축용플라스틱조립제품,512103
플라스틱봉투,1324031
플라스틱병,1285768
플라스틱뚜껑,617245
기타플라스틱포장용기,2613417
운송장비용플라스틱제품,8721109
KeyPad,865798
핸드폰케이스,2872841
전기및전자기기용플라스틱제품,2781884
기타기계용플라스틱제품,1303410
폴리스티렌발포제품,2087820
우레탄발포제품,862979
기타플라스틱발포제품,177392
플라스틱적층품,1805411
접착테이프,2175947
플라스틱주방용품,761324
가구용플라스틱제품,130918
오토바이용헬멧,123371
플라스틱헬멧,73957
플라스틱사무및문구용품,108324
플라스틱자석,9341
기타플라스틱제품,532960
비금속광물제품제조업,31539394
판유리,632026
유리장섬유,171334
유리단섬유,219295
유리섬유제품(직물제외),259611
차량용안전유리,647413
건물용안전유리,697741
차량용거울,467887
유리거울(차량용제외),72104
복층절연유리,66862
기타판유리가공품,214526
브라운관용유리,...
전등용유리,24360
LCD용유리,5347515
ＩＴＯ코팅유리,104840
기타산업용유리제품,63564
가정용유리제품,139387
일반유리용기,454739
실험실용및약물포장용유리용기,125526
기타1차유리,20179
기타유리제품,12561
토기제품,7777
가정용도자기,162111
장식용도자기,...
세면기,34586
변기,60258
욕조,19104
기타위생도기제품,18097
전기용도자기,53475
세라믹제및페라이트자석,177264
페라이트코아(철심),103914
기타산업용도자기,30103
도자기제조용분말,34799
기타일반도자기,...
내화벽돌및블록,340371
내화타일,42453
내화도가니,14047
기타정형내화물,88332
내화시멘트,160446
기타부정형내화물,367400
점토벽돌,205582
점토기와,36705
점토타일,279714
구조용비내화요업제품,4668
기타구조용비내화요업제품,...
시멘트크링커,387339
보통포틀렌드시멘트,1235723
백색시멘트,75535
기타포트랜드시멘트,1345801
알루미나시멘트,...
고로슬래그시멘트,790830
기타수경성시멘트,31226
생석회,283859
소석회,58880
기타석회,38553
플라스터,20432
비내화모르타르,359660
레미콘,7817701
석고보드,394628
기타석고제품,32436
섬유시멘트제품,20470
콘크리트블록,626617
콘크리트벽돌,77688
콘크리트타일,57580
콘크리트기와,...
인조대리석,557063
콘크리트벽면,114091
조립식건축자재(콘크리트제),209440
콘크리트파일,623884
콘크리트전주,102163
흄관및VR관,196297
기타콘크리트관,443208
기타조립구조재,124034
기타콘크리트，시멘트제품,83669
건설용석제품,355271
착색가공석재품(건설용),27223
기념석,13640
건물석,20001
포장석,...
기타석재가공품,7021
아스콘,1158612
연마휠,11818
연마석,155587
연마지및포,328622
활석분,93307
규석분,45610
기타비금속광물분쇄물,375734
브레이크라이닝,7669
암면제품,212281
석면제품,40538
아스팔트성형제품,118445
흑연및탄소제품(비전기용),141994
인공골재,71341
모래주형(중자포함),142231
기타비금속광물제품,67056
1차금속제조업,139221009
제강용선철,61616
주물용선철,...
제철소부산물,901189
슬래브,999418
블룸및쉬트바,93072
빌렛,1327345
강괴,333248
망간철,153475
합금철(페로얼로이),1586414
철분(철분쇄물),82196
봉강(보통강),946065
봉강(특수강),1034612
봉강(스테인리스강),1769132
일반철근,5276227
고장력철근,2063217
선재(보통강),346593
선재(특수강),2504388
선재(스테인리스강),35134
형강(보통강),1869190
형강(특수강),1832239
중후판(두께3mm이상),7213701
열연광폭강대,...
기타열연강판,11717713
스테인레스중후판및열연강판,1674779
중궤조,...
경궤조,...
기타궤조및철도선로자재,233596
냉연봉강및냉연형강,392480
냉연광폭강대,2172632
냉연협폭강대,...
냉연박판,102382
냉연전기강판,44490
스테인레스냉연강판,4373407
기타냉연강판,7056316
보통철선,576585
경강선및피아노선,409826
PＣ강선,294696
냉간압조용강선(CHQ),822256
스텐인리스강선,579922
아연도강선,533130
타이어보강강선,779084
기타도금강선,38793
주철관(주조한것),236068
주철제관연결구류,91348
용접강관,2836709
무계목강관,260775
기타강관,537395
강관가공품,5677839
강관연결구류,2580065
아연도강판,8068294
주석도금강판,1327137
갈바륨강판,153700
크롬도금강판,128988
알루미늄도금강판,386474
기타도금강판,319801
칼라강판,2997698
도금강관및피복강관,466856
기타도금및피복처리강재,84202
철강절단품(구입한강재절단),7405913
동1차정련품,5111845
동2차정련품,1312996
알루미나,155294
알루미늄1차정련품,1062514
알루미늄2차정련품,2098022
연정련품,908821
연2차정련품,312548
아연1차정련품,2110383
아연2차정련품,61640
금괴,2241774
은괴,2334574
기타귀금속1차정련품,...
귀금속2차정련품,132747
니켈괴,...
주석괴,18342
기타비철금속1차정련품,262989
기타비철금속2차정련품,511029
동봉,1464198
나동선,3518158
동판,1512934
동박(두께0.15㎜이하),460164
동관,1280735
동제의관연결구류,271854
알루미늄봉(압연에의한것),364747
알루미늄새시바(압출에의한것),1772770
알루미늄선,948792
알루미늄판,1774740
알루미늄박(두께0.2㎜이하),495769
알루미늄관,372176
알루미늄제관연결구류,85257
"니켈압연,압출및연신제품",37805
"연(납)압연,압출및연신제품",159886
"아연압연,압출및연신제품",117967
"주석압연,압출및연신제품",21770
텅스텐(중석)압연및압출제품,102836
귀금속압연및압출제품,81453
세금선,812919
기타비철금속압연및압출제품,509279
동분말,107683
알루미늄분말,...
아연분말,56545
텅스텐분말,...
기타비철금속분말,60999
기타１차비철금속제품,251382
회주물(보통주철),3132057
가단주물,138189
구상흑연주물(덕타일주물),220516
보통강주물,846816
특수강주물(합금강주물),432049
알루미늄주물,1080300
동주물,206797
기타비철금속주물,311724
금속가공제품제조업;기계및가구제외,68063738
건물용철문,131486
셔터문,72499
기타금속제문,451670
금속제창문,664200
건축용금속공작물,1417682
판금제품,2699346
육상금속구조물,6345346
교량,637316
철제수문,99576
수상금속구조물,5621353
기타금속조립구조재,652559
금속제조립식건축물,411011
금속제조립식건축물용판넬,1427441
산업용온수보일러,496547
방열기,64875
산업용온수보일러및방열기의부품,27206
저장용금속탱크,1927382
압력용기,754740
원자로,...
수관보일러,914045
연관보일러,57527
기타산업용보일러,4983247
보일러부속품및부품,59443
원자로의부품,29716
군사용무기및부품,3078183
비군사용총기류,...
가스총,...
기타비군사용무기및부품,82171
분말야금제품,325190
보통강단조물,1619975
특수강단조물,553640
기타철강단조물,685832
스테인리스단조물,103311
알루미늄단조물,108416
동단조물,47157
기타비철금속단조물,40243
자동차용프레스가공품,4125703
가정용압형제품(알루미늄제),105489
가정용압형제품(스테인레스제),308207
기타프레스가공품,2977461
금속열처리제품,616868
절삭가공,5001699
기타금속처리제품,894909
금속제식탁용품(식기제외),26163
칼및칼날(식탁용나이프제외),47520
면도기및면도날,117791
가위,20047
손톱및발톱깍이,68063
건물용철물,382960
가구용철물,186895
자동차용철물,1325666
디지털도어록,229725
"자물쇠,열쇠및관련부품(자동차용제외)",24039
캐스터(소형바퀴),80102
가방부착용철물,37016
커튼및블라인드부품,11627
기타일반철물,200567
드라이버,...
스패너및렌치,7070
기타작업용수공구,52300
농업용수공구,...
드릴,52665
햄머,...
기타수공구,33876
톱(수동식),13798
톱날,88568
공작기계용절삭공구,1766141
기타공작기계용부속물,64333
쇠못,137304
나사못(금속제),398314
볼트및너트(금속제),3317184
리베트(금속제),105818
와셔(금속제),126046
기타금속파스너,72829
코일스프링,431813
잎(판상)스프링,149049
기타금속스프링,277787
철망,521610
와이어로프,606740
체인(동력전달용제외),89269
기타철선조립제품,69606
스틸캔(음식료품용),552251
알루미늄캔(음식료품용),439821
에어로졸캔,262750
드럼통,552813
금속튜브용기,66677
기타금속포장용기,640699
병마개,225548
금고,85254
금고부품,...
알루미늄제주방및식탁용품,745931
스텐레스주방및식탁용품,201068
법랑제주방및식탁용품,...
기타금속제주방및식탁용품,11408
싱크상판,111210
기타금속위생용품,83320
금속표시판,107275
금속제액자틀,8078
기타금속제장식용품,116942
용접봉,1135870
금속사다리및부품,61666
"선박용프로펠러,날및닻",167425
금속제파킹및가스켓,184771
기타조립금속제품,146054
금속제영구자석제조,162778
바늘,68903
기타분류안된금속가공제품,106978
"전자부품,컴퓨터,영상,음향및통신장비제조업",250547772
DRAM,27909158
SRAM,25176
Flash메모리(모듈포함),7433435
기타반도체메모리,5806250
스탠다드로직,8080249
ASIC로직,2423854
마이크로콤퍼넌트,229515
바이폴라IＣ,221301
기타모노리식디지털집적회로,682433
아날로그집적회로,...
하이브리드집적회로,34543
기타혼성집적회로,139201
극소형조립회로,2545773
CMOS이미지센서,201263
DDI,582003
전자집적회로부분품,1300485
트랜지스터,339995
다이오드,349768
LED(패키징),3537261
감광성반도체소자,480105
압전소자,...
수정진동자,56103
반도체웨이퍼,1351037
LED에피칩,38259
기타반도체개별소자,192248
태양광웨이퍼,72300
태양전지,610071
"다이오드,트랜지스터및반도체부품",1255822
노트북용LCD,7405761
TV용LCD,29989043
모니터용LCD,9491782
기타LCD,5692836
LCD용컬러필터,769310
LCD용백라이트유니트(BLU),2745325
진공형광관,...
LCD편광필름,6171762
