품목별,출하금액(백만원)
발포및소포제,215638
방수액,203103
활성탄,69573
제올라이트,57158
수처리제,251272
휴대용연료,X
리튬코발트산화물,X
부동액,X
자동차촉매,1349029
안정제(고무·플라스틱용),371088
기타화학제품,1313411
폴리아미드섬유,592234
폴리에스터섬유,2269178
스판덱스섬유,322380
아크릴릭섬유,X
합성장섬유토우,X
기타합성스테이플섬유,X
아세테이트섬유,X
재생장섬유토우,41360
기타재생섬유,15663
의료용물질및의약품제조업,17218669
의약품원료,1893381
백신,493526
기타생물학적제제,397507
의약품제제,12790880
한의약품,349600
동물용약제품,487428
"탈지면,거즈,붕대및유사제품",211857
진단용시약(의료용),440812
기타의약관련제품,153678
고무및플라스틱제품제조업,66948104
승용차타이어,6130178
버스및화물차타이어,222452
모터사이클타이어,X
기타자동차타이어,73803
자동차튜브,204481
자전거타이어,X
기타비동력식차량의타이어및튜브,18111
타이어및튜브부속품,111988
재생타이어,105925
고무패킹,1660357
재생고무,122879
배합고무,633900
방진고무,946023
공업용고무롤,162335
공업용고무판,89750
고무관및파이프,106667
고무호스,1015643
고무벨트,299752
고무직물,X
기타산업용고무제품,483479
고무장갑,87991
피임용기구(고무제),12943
고무젖꼭지,29322
기타위생용고무제품,32780
고무매트,283580
고무보트,57279
고무줄및밴드,80123
고무자석,11848
고무스펀지및발포성제품,268771
기타고무제품,123741
플라스틱프로파일,391226
플라스틱샤시바,655601
플라스틱파이프,944606
플라스틱호스,317142
플라스틱연결구류,538340
폴리에틸렌(PE)필름,1653523
폴리프로필렌(PP)필름,698280
폴리에스터(PET)필름,2071285
플라스틱필름(포장용),1219849
폴리염화비닐(PVC)필름,755315
폴리스티렌(PS)필름,73595
플라스틱필름(포장용제외),1474142
플라스틱시트및판(포장용),1251290
플라스틱시트및판(포장용제외),651668
합성피혁,618042
플라스틱장판,512960
플라스틱벽지,55644
플라스틱타일,895982
설치용및위생용플라스틱제품,801976
플라스틱창문및문,1401020
기타건축용플라스틱조립제품,663896
플라스틱봉투,1547912
플라스틱병,1615867
플라스틱뚜껑,592409
기타플라스틱포장용기,3258432
운송장비용플라스틱제품,12166711
KeyPad,566127
핸드폰케이스,1264081
전기및전자기기용플라스틱제품,3016747
기타기계용플라스틱제품,1044326
폴리스티렌발포제품,2493840
우레탄발포제품,1055621
기타플라스틱발포제품,301140
접착테이프,2649941
플라스틱적층품,1970495
플라스틱주방용품,1077097
가구용플라스틱제품,148309
오토바이용헬멧,135830
플라스틱헬멧,70823
플라스틱사무및문구용품,106125
플라스틱자석,8202
기타플라스틱제품,749949
비금속광물제품제조업,35222616
판유리,670045
차량용안전유리,744078
건축용안전유리,605379
차량용거울,626536
유리거울(차량용제외),38457
복층절연유리,223444
기타판유리가공품,196045
유리장섬유,207981
유리단섬유,204342
유리섬유제품(직물제외),304067
기타1차유리제품,4657
브라운관용유리,6647
LCD용유리,3759660
OLED용유리,149347
투명전도막코팅유리,84880
태양전지용유리,3478
PDP용유리,52341
전등용유리,12642
기타산업용유리제품,77158
가정용유리제품,114983
일반유리용기,527234
실험실용및약물포장용유리용기,178134
기타유리제품,5963
내화벽돌및블록,319681
내화타일,57364
내화도가니,X
기타정형내화요업제품,77942
내화시멘트,190909
기타부정형내화요업제품,354766
토기제품,8952
가정용도자기,123628
장식용도자기,X
세면기,36018
변기,76340
욕조,19396
기타위생도기제품,28773
전기용도자기,146573
세라믹제및페라이트자석,197711
페라이트코아(철심),108819
기타산업용도자기,24492
도자기제조용분말,41554
기타일반도자기,X
점토벽돌,199368
점토기와,32656
점토타일,359862
건축용비내화요업제품,8768
기타건축용비내화요업제품,X
시멘트클링커,623361
보통포틀랜드시멘트,1805881
백색시멘트,57818
기타포틀랜드시멘트,870891
알루미나시멘트,X
고로슬래그시멘트,891270
기타수경성시멘트,36781
생석회,464055
소석회,69501
기타석회,8974
플라스터,14806
비내화모르타르,469522
레미콘,10299013
석고보드,495834
기타석고제품,22362
콘크리트블록,619221
콘크리트벽돌,76407
콘크리트타일,65244
콘크리트기와,8642
인조대리석,984478
콘크리트벽면,164194
조립식건축자재(콘크리트제),238511
콘크리트파일,953882
콘크리트전주,184890
흄관및VR관,206400
기타콘크리트관,523922
기타조립구조재,161486
"기타콘크리트,시멘트제품",100906
건설용석제품,317308
착색가공석제품(건설용),19976
기념석,18847
건물석,16106
포장석,X
기타석재가공품,28755
아스팔트콘크리트및혼합제품,985963
연마휠,26574
연마석,171741
연마지및포,338516
활석분,90452
규석분,53354
기타비금속광물분쇄물,490331
브레이크라이닝,25446
암면및유사제품,238224
탄소섬유,98899
아스팔트성형제품,103415
흑연및탄소제품(비전기용),170713
석면제품,62568
인공골재,67807
모래주형(중자포함),148659
기타비금속광물제품,76569
1차금속제조업,117831267
제강용선철,34820
주물용선철,X
제철소부산물,103855
슬래브,521914
블룸및쉬트바,48348
빌렛,630311
강괴,150964
망간철,101888
합금철(페로얼로이),1327075
철분(철분쇄물),97927
봉강(보통강),746149
봉강(특수강),798707
봉강(스테인리스강),1537773
일반철근,3644815
고장력철근,2443664
선재(보통강),507073
선재(특수강),2206823
선재(스테인리스강),X
형강(보통강),1500653
형강(특수강),1429848
"중후판(두께3mm이상,스테인리스제제외)",5738368
열연광폭강대(스테인리스제제외),X
스테인리스중후판및열연강판,1823313
기타열연강판(스테인리스제제외),7226813
중궤조,X
경궤조,X
기타궤조및철도선로자재,233292
냉연봉강및냉연형강,348341
냉연광폭강대(스테인리스제제외),4241910
냉연협폭강대(스테인리스제제외),328946
냉연박판(스테인리스제제외),75558
냉연전기강판(스테인리스제제외),33750
스테인리스냉연강판,3400980
기타냉연강판(스테인리스제제외),3770451
보통철선,420035
경강선및피아노선,465353
PＣ강선,211647
냉간압조용강선(CHQ),495341
스텐인리스강선,576263
아연도강선,536891
타이어보강강선,542847
기타도금강선,7299
주철관(주조한것),232215
주철제관연결구류,124235
용접강관,2913321
무계목강관,334172
기타강관,334542
강관가공품,3990999
강관연결구류,2002375
아연도강판,7500721
주석도금강판,889409
갈바륨강판,113496
크롬도금강판,X
알루미늄도금강판,451166
기타도금강판,313670
칼라강판,2532504
도금강관및피복강관,499508
기타도금및피복처리강재,175648
철강절단품(구입한강재절단),6574919
동1차정련품,3965098
동2차정련품,886502
알루미나,266144
알루미늄1차정련품,1706611
알루미늄2차정련품,1102873
연정련품,1282076
연2차정련품,567091
아연1차정련품,2666679
아연2차정련품,206922
금괴,2855176
은괴,X
기타귀금속1차정련품,X
귀금속2차정련품,55080
니켈괴,X
주석괴,17742
기타비철금속1차정련품,38830
기타비철금속2차정련품,477836
동봉,788789
나동선,2595100
동판,1246813
동박(두께0.15㎜이하),443299
동관,1007072
동제의관연결구류,208506
알루미늄봉(압연에의한것),374808
알루미늄새시바(압출에의한것),2178400
알루미늄선,1307744
알루미늄판,1504215
알루미늄박(두께0.2㎜이하),352671
알루미늄관,435885
알루미늄제관연결구류,82675
"니켈압연,압출및연신제품",68980
"연(납)압연,압출및연신제품",211314
"아연압연,압출및연신제품",143533
"주석압연,압출및연신제품",52227
텅스텐(중석)압연및압출제품,151292
귀금속압연및압출제품,70535
세금선,755542
기타비철금속압연및압출제품,231530
동분말,169688
알루미늄분말,X
아연분말,X
텅스텐분말,X
기타비철금속분말,37575
기타１차비철금속제품,159545
회주물(보통주철),2630466
가단주물,99316
구상흑연주물(덕타일주물),180289
보통강주물,769760
특수강주물(합금강주물),438824
알루미늄주물,1115738
동주물,177647
기타비철금속주물,193611
금속가공제품제조업;기계및가구제외,71601144
건물용철문,206971
셔터문,82505
기타금속제문,595590
금속제창문,1007306
건축용금속공작물,1578461
판금제품,3265542
육상금속구조물,5523127
교량,573872
철제수문,91713
기타육상금속골조구조제조재,774753
수상금속구조물,5349854
금속제조립식건축물,349388
금속제조립식건축물용판넬,1694481
스티로폼샌드위치패널,68845
우레탄폼샌드위치패널,12199
그라스울샌드위치패널,X
기타샌드위치패널,14373
산업용온수보일러,542349
방열기,76351
산업용온수보일러및방열기의부품,36793
저장용금속탱크,1945230
압축및액화가스용기,747049
수관보일러,398927
연관보일러,149371
기타산업용보일러,3193939
보일러부속품및부품,122399
원자로의부품,64968
군사용무기및부품,5413347
비군사용총기류,26566
가스총,X
기타비군사용무기및부품,121248
분말야금제품,386640
보통강단조물,1471426
특수강단조물,678341
기타철강단조물,716168
스테인리스단조물,116910
알루미늄단조물,161594
동단조물,54655
기타비철금속단조물,86678
자동차용프레스가공품,4795719
가정용압형제품(알루미늄제),306831
가정용압형제품(스테인리스제),556096
기타프레스가공품,1304704
금속열처리제품,846566
절삭가공,5645752
기타금속처리제품,899896
금속제식탁용품(식기제외),38577
칼및칼날(식탁용나이프제외),62351
면도기및면도날,185579
가위,27514
손톱및발톱깍기,57462
건물용철물,533509
가구용철물,313566
자동차용철물,1175654
디지털도어록,394593
"자물쇠,열쇠및관련부품(자동차용제외)",54734
캐스터(소형바퀴),78378
가방부착용철물,28463
커튼및블라인드부품,17262
기타일반철물,284376
드라이버,X
스패너및렌치,13115
기타작업용수공구,106576
농업용수공구,X
드릴,87290
햄머,11307
기타수공구,73283
톱(수동식),34334
톱날,89059
공작기계용절삭공구,1915672
기타공작기계용부속물,103479
볼트및너트류(금속제),3710913
쇠못,102721
나사못(금속제),399133
리베트(금속제),53677
와셔(금속제),108834
기타금속파스너,71581
코일스프링,786271
잎(판상)스프링,111625
기타금속스프링,182970
철망,584857
와이어로프,609623
체인(동력전달용제외),46704
기타철선조립제품,67384
스틸캔(음식료품용),545194
알루미늄캔(음식료품용),608464
에어로졸캔,315378
드럼통,476947
금속튜브용기,181291
기타금속포장용기,729354
병마개,247121
알루미늄제주방및식탁용품,733507
스텐레스주방및식탁용품,323490
법랑제주방및식탁용품,X
기타금속제주방및식탁용품,31080
싱크상판,112964
기타금속위생용품,103231
금속표시판,233963
용접봉,994772
금속제액자틀,6873
기타금속제장식용품,136319
이동식금속사다리및부품,43032
"선박용프로펠러,날및닻",280938
금속제파킹및가스켓,254968
기타조립금속제품,216736
금속제영구자석제조,116353
바늘,69278
금고,113135
금고부품,X
기타분류안된금속가공제품,117558
"전자부품,컴퓨터,영상,음향및통신장비제조업",224298023
DRAM,36420630
SRAM,19467
Flash메모리(모듈포함),14950967
