"시도별","품목별",2003,2003,2003,2003
"시도별","품목별",사업체수 (개),생산액 (백만원),출하금액 (백만원),완제품 연말재고액 (백만원)
"전  국","광업 및 제조업",112519,649400635,646464308,23237452
"전  국","광업(10~12)",713,2091875,2154311,99488
"전  국","석탄, 원유 및 우라늄 광업",64,293660,356227,69686
"전  국","무연탄",9,229903,292639,69192
"전  국","연탄",53,61723,61544,484
"전  국","응집탄",2,...,...,...
"전  국","금속 광업",4,9714,9714,0
"전  국","철광",2,...,...,...
"전  국","기타 비철금속광",2,...,...,...
"전  국","비금속 광물 광업; 연료용 제외",645,1788501,1788370,29802
"전  국","석회쇄석",69,307762,307006,3617
"전  국","고령토(카올린)",13,11713,11645,402
"전  국","기타 점토",3,3605,3544,80
"전  국","화강암 원석(파쇄되지 않은 것)",52,73226,73171,2010
"전  국","석회석 원석(파쇄되지 않은 것)",5,10403,10361,131
"전  국","건설용 쇄석(석회쇄석제외)",300,894523,897732,13723
"전  국","건설용 천연모래",100,373630,371881,4007
"전  국","천연 자갈",25,22308,22189,361
"전  국","공업용 천연모래",12,14856,14633,599
"전  국","납석",10,17301,16777,3065
"전  국","방해석",2,...,...,...
"전  국","기타 화학 및 비료 원료용 광물",2,...,...,...
"전  국","소금(채취한 것)",23,5940,5944,19
"전  국","규석",14,30363,30646,199
"전  국","장석",6,8160,8130,101
"전  국","활석",1,...,...,...
"전  국","기타 비금속광물",8,8137,8154,653
"전  국","제조업(15~37)",111806,647308760,644309997,23137964
"전  국","음·식료품 제조업",11619,42997574,42812050,1436333
"전  국","쇠고기(도축한 것)",24,136864,135721,4684
"전  국","돼지고기(도축한 것)",94,1052084,1049976,31594
"전  국","기타 도축고기",3,3333,3178,241
"전  국","닭고기",55,701381,694251,30255
"전  국","오리 및 기타 소동물 고기",11,66397,79095,12940
"전  국","도축고기 및 가금고기 부산물",25,106742,107037,1982
"전  국","베이컨",8,15078,15065,163
"전  국","햄",35,300078,299954,5790
"전  국","기타 가공처리한 돼지고기",141,265160,262839,8431
"전  국","육지동물 소시지 및 유사제품",86,186785,187124,2112
"전  국","육지동물 통조림 및 병조림",19,77120,78493,7338
"전  국","돼지고기를 제외한 기타 고기가공품",141,232228,227772,11981
"전  국","육지동물 포장육",200,1035412,1023427,44969
"전  국","어육(신선 및 냉동한 것)",71,122675,122841,10365
"전  국","어류 부산물(신선 및 냉동한 것)",27,28385,28018,1459
"전  국","어묵 및 유사가공품",112,393434,391623,9634
"전  국","어육 소시지 및 어묵햄",14,64901,61615,3953
"전  국","어류 훈제 및 조미조제식품",134,204222,199792,14970
"전  국","어분(식용)",1,...,...,...
"전  국","기타 수산동물 조리가공품",24,34182,34507,3737
"전  국","꽁치 통조림",7,19408,15261,8236
"전  국","고등어 통조림",7,8181,8096,375
"전  국","참치 통조림",4,127084,131278,10872
"전  국","골뱅이통조림",9,51028,56522,2390
"전  국","굴 통조림",15,45034,44867,6165
"전  국","기타 수산동물 통조림",10,13748,15158,2635
"전  국","냉동 참치",11,126375,124833,7644
"전  국","냉동 고등어",24,29196,27439,6763
"전  국","동태",20,51957,52020,929
"전  국","기타 어류 및 부산물의 냉동품",101,124380,123143,12318
"전  국","갑각류 냉동품",27,35654,35501,2617
"전  국","연체동물 냉동품",104,161515,166224,9914
"전  국","명태 건제품",119,92418,91104,9787
"전  국","멸치 건제품",73,74436,74066,712
"전  국","오징어류 건제품",168,65963,60736,11787
"전  국","어류의 채(건조한 것)",42,30801,30951,2719
"전  국","기타 수산동물 및 부산물 건제품",76,55067,54250,6715
"전  국","멸치젓류",48,44740,44122,2736
"전  국","명란젓류",40,95436,103279,17324
"전  국","기타 젓갈류",118,113448,111809,12500
"전  국","어류 염장품",40,93811,90797,10554
"전  국","김",698,324123,319433,9740
"전  국","미역",167,116645,115503,4716
"전  국","기타 해조류 가공품",129,100997,98832,7813
"전  국","비식용 어분",15,23573,23370,1047
"전  국","기타 수생동물 가공품",1,...,...,...
"전  국","농축 포도즙",8,2553,2428,493
"전  국","농축 사과즙",7,7718,8908,5916
"전  국","기타 농축 과실즙 및 채소즙",43,52269,49939,7780
"전  국","오렌지 주스",8,13692,13707,861
"전  국","포도주스",10,3307,3259,122
"전  국","사과주스",3,924,911,21
"전  국","기타 과실주스",15,45026,43749,5836
"전  국","채소 주스",16,9853,9594,461
"전  국","과실 통조림",39,75003,74711,7057
"전  국","잼 및 젤리 통조림",47,155592,155587,5028
"전  국","건조 또는 탈수 과실",26,5386,4951,777
"전  국","냉동 과실",12,53652,54286,1430
"전  국","기타 과실가공품",14,19295,17927,2930
"전  국","김치",401,623314,619338,15174
"전  국","단무지",107,66998,66238,1648
"전  국","기타 과실 및 채소 절임식품",138,154400,153709,3564
"전  국","버섯 통조림",6,2530,2321,348
"전  국","야채 통조림",10,6475,6479,765
"전  국","건조 채소",31,47926,45775,4580
"전  국","냉동 채소",9,3978,3723,410
"전  국","기타 채소가공품",67,84030,81108,5032
"전  국","식용 지방(육지동물의 것)",12,61860,60998,2023
"전  국","비식용 지방(육지동물의 것)",12,30549,30407,857
"전  국","수산동물 조유(원유)",6,8259,8217,718
"전  국","동물성 지방 부산물",22,50260,50078,1721
"전  국","참기름",66,90922,91477,6721
"전  국","들기름",26,3703,3654,172
"전  국","옥수수 원유(압착한 것)",5,19606,19188,1076
"전  국","현미 및 미강원유",1,...,...,...
"전  국","고추씨기름",6,826,832,102
"전  국","기타 식물성 원유(압착한 것)",9,15337,14798,857
"전  국","대두박",4,227858,228044,2006
"전  국","탈지강",3,4933,5175,152
"전  국","옥배아박",3,3089,2785,462
"전  국","기타 식물성 유박",4,2211,2232,89
"전  국","콩기름",15,314810,319605,10362
"전  국","옥수수기름",11,67953,69412,1697
"전  국","미강유",3,4682,4611,183
"전  국","채종유",6,10909,10809,476
"전  국","기타 식물성 정제유",9,55784,55518,3862
"전  국","화학적으로 변성가공한 동식물성 유지",6,39926,39870,1129
"전  국","마가린",5,79025,78366,2893
"전  국","쇼트닝",4,63264,62812,2187
"전  국","기타 조제 식용지방",3,299,249,62
