품목별,출하금액(백만원)
율무차,7966
유자차,43281
꿀차,16850
기타가공차,64324
조제수프,74238
이유식,27767
음료베이스,94364
두부,261247
유부,44204
기타묵및유사제품,23505
백삼,13677
홍삼,120306
인삼분말,24719
인삼즙,117111
인삼차,39229
인삼과자,123958
기타인삼기저식품,58362
건강원제품,36947
기타건강보조용액화식품,209530
스쿠알렌식품,...
효소식품,32342
정제어유가공식품,14001
알로에식품,84952
기타건강기능식품,145508
냉동만두,281184
기타냉동조리식품,311871
김밥(제조도매),95362
도시락(제조도매),492878
레토르트식품,339745
기타식사용조리식품(제조도매),246571
계란및새알가공품,201742
기타식품,10791
배합사료(양우용),2843696
배합사료(양돈용),2122654
배합사료(양계용),1242659
배합사료(기타동물),1239031
애완동물사료,294952
사료첨가제,109446
기타사료,178847
동물용조제식품,...
음료제조업,8476185
탁주,119957
약주,95852
청주,71872
맥아,28154
맥주,1827690
"포도주,샴페인",8532
복분자주,90015
기타발효주,6431
주정,429182
소주,1610028
위스키,247808
매실주,28018
기타증류주및합성주,16721
얼음,27886
생수,281625
콜라,423979
사이다,495999
기타탄산음료,234804
알카리성이온음료,299340
식물성섬유음료,41889
인삼음료,135979
과실음료,775084
채소음료,58138
두유,274964
커피음료,305630
기타비알콜성음료,540608
담배제조업,3181707
담배잎(재건조),...
담배,...
섬유제품제조업;의복제외,13781731
방적용면,44434
순면사,598539
면혼방사,131567
방적용모,...
순소모사,62966
혼방소모사,85243
순방모사,31906
혼방방모사,62319
재생섬유사,67385
순합성섬유사,273720
혼방합성섬유사,129214
재봉사,112276
편물사,19058
커버링사,169526
기타가공사,143366
견사및견방사,...
마사및기타식물성섬유사,...
순면직물,142029
혼방면직물,227780
순소모직물,122574
혼방소모직물,150457
순방모직물,39033
혼방방모직물,37410
비스코스직물,101425
아세테이트직물,87775
순합성섬유직물,1135824
혼방합성섬유직물,883543
순견직물,56575
혼방견직물,19588
마및기타식물성직물,6902
파일직물,163019
유리섬유직물,62553
기타특수직물,146728
이불,258633
담요,173056
타월(직물),141373
린넨,...
침구용카바,92848
베개및유사제품,25417
기타침구관련제품,11030
자수제품및자수용재료,66512
커튼및유사제품,105481
텐트,40338
천막및덮개(직물),543895
기타캔버스제품,22461
직물포대,238635
낙하산,...
차량의자카바,678278
청소용포(직물),58251
가정용품덮개,3607
기타직물제품,81412
견편조물,97192
면편조물,129770
인조섬유편조물,295639
기타편조물,121654
편조제품(의복및의복액세서리제외),...
섬유사염색,183761
직물염색,1038886
직물원단날염,286351
의복및직물제품의날염,54942
섬유호부처리,34389
의복및직물제품의염색가공,45871
섬유기타가공,50883
"카펫,마루덮개및유사제품",269969
끈및로프(식물성섬유),30525
끈(합성섬유),28282
로프(합성섬유),192513
어망,60911
기타망,63397
끈가공품,49943
세폭직물,154501
부직포,652440
펠트,71861
부직포제품,359512
타이어코드및타이어직물,753931
고무도포사,6518
기타특수사및특수직물,92666
비닐도포직물,132618
고무도포직물,54016
기타도포및적층직물,101410
워딩(솜)제품,172361
레이스원단및망직물(편직된것),127020
장식용트리밍,...
직물제필터,149327
기타섬유제품,31004
"의복,의복액세서리및모피제품제조업",13335581
남자및소년용정장,1072535
남자및소년용코트,7280
남자및소년용자켓및점퍼,1516595
남자및소년용바지,324198
여자및소녀용정장,2598010
여자및소녀용코트,53590
여자및소녀용자켓및점퍼,1173519
여자및소녀용치마,103698
여자및소녀용바지,298311
남자및소년용속옷,128388
남자및소년용내복및잠옷,13703
여자및소녀용속옷,137665
여자용보정의류,273376
여자및소녀용내복및잠옷,20149
한복,6017
남성용직물셔츠,564080
남성용니트셔츠(니트원단구입),129949
여성용직물블라우스및셔츠,419606
여성용니트블라우스및셔츠(니트원단구입),280464
운동복,708711
학생용교복,111320
"사무,작업및위생용의복",390786
남자용가죽의복,18987
여자용가죽의복,65976
유아용의복및부속품,292097
기타봉제의복,47435
천연모피(유연처리또는완성가공한것),12601
천연모피의복,82408
기타천연모피제품,23816
인조모피,18786
인조모피제품,...
남자용속옷(편직결합),68038
여자용속옷(편직결합),44834
유아용내의(편직결합),6821
남자용셔츠(편직결합),65985
여자용셔츠및브라우스(편직결합),233407
남자용스웨터(편직결합),209646
여자용스웨터(편직결합),600027
기타남성용편조외의(편직결합),26812
기타여성용편조외의(편직결합),151191
스타킹,57602
양말,238347
장갑(편직결합),182771
기타편조제품,21407
모자,110898
섬유장갑,77542
가죽장갑,31638
넥타이,104809
스카프,45435
여자용목도리,8562
벨트(허리띠),18464
손수건,...
의류부분품,61663
기타의복악세서리,52025
"가죽,가방및신발제조업",3920162
소가죽,1040125
돼지가죽,31228
면양또는산양(염소)의가죽,59598
기타동물가죽,22290
기타특수가공가죽,17778
핸드백,246953
지갑,102712
서류가방,46174
여행용가방,20053
학생용가방,36500
등산용베낭,48111
기타가방,111962
케이스(가죽및섬유제),173330
산업용가죽제품,13092
가정용가죽제품,93257
남자용구두(단화포함),332249
여자용구두(단화포함),529708
아동용구두(단화포함),...
가죽장화,28049
가죽샌달,20095
가죽등산화,37554
가죽운동화,171316
기타가죽갑피신발,89693
고무장화,16331
프라스틱및고무제운동화,...
기타플라스틱및고무제신발,7583
직물슬리퍼,...
플라스틱및고무슬리퍼,15165
가죽슬리퍼,...
직물갑피제운동화(스포츠전용화제외),115268
기타직물갑피제신발,4182
스포츠화,103560
기타재료제의신발,...
가죽제신발부분품,84397
플라스틱및고무제운동화부분품,136765
기타플라스틱및고무제신발부분품,102895
기타재료제의신발부분품,53696
목재및나무제품제조업;가구제외,4089187
소각재,109657
각재,492745
판재,46285
제재부산물,66019
마루용판재,114411
우드몰딩,70288
궤도용침목,18936
목모와목분,9297
칩상또는삭편상의목재,23462
기타표면가공목재,18798
표면처리및방부처리목재,82949
단판,51785
일반합판,384689
가공합판,358832
파티클보드(PB),154742
MDF(중밀도섬유판),473928
재생목재,81170
목재의창문및창문틀,110913
목재의문및문틀,233317
목재패널,130466
목재의건물부착물,122721
목재깔판류및기타적재용판,463636
목재통및관련부품,19603
목재의포장및운반용상자,309415
목재의케이블드럼,56949
목재도구및부품,12316
주방용또는가정용목제품,9879
목재그림틀및사진틀,12869
기타장식용목제품,5164
장의용목관,10438
기타목제품,24144
콜크및콜크제품,...
대나무돗자리,...
기타조물제품,6984
"펄프,종이및종이제품제조업",17151508
화학펄프,...
신문용지,1130363
백상지,954681
중질지,200239
박엽지,180367
아트지,1733511
정보용지,302112
지폐용지,...
기타인쇄및필기용지,32083
크라프트지,178468
골판지원지,1513870
백판지,757452
기타판지,31479
적층가공지(박지),372731
포장지,263386
접착지,98562
기타가공지,185640
수제지,428353
위생용지,163177
기타종이및판지,97368
골판지,440128
골판지상자,3141960
기타골판지제관련제품,25914
종이포대,144389
종이가방,122719
판지상자및용기,393366
식품위생용종이상자,92264
식품용종이용기,154211
기타종이상자및용기(판지및골판지이외),132264
지관(판지및골판지이외),253169
전자복사기용지(소매용),144912
노트류,168719
컴퓨터용지,170091
앨범,52894
바인더,49656
사무용봉투,79990
장부류,...
기타문구용종이제품,59614
화장지,763736
종이타월,171539
종이생리대,273897
종이기저귀,505781
기타위생용종이제품,17143
종이벽지,286478
직물벽지,44472
여과지,127448
종이라벨,175304
식품용종이제품(용기및상자제외),137174
기타종이및판지제품,87476
인쇄및기록매체복제업,509133
인쇄판,394662
오디오복제물(테이프),26961
오디오복제물(CD),65993
비디오복제물(테이프),...
비디오복제물(CD),...
기타기록매체복제물,11905
"코크스,연탄및석유정제품제조업",102602269
석탄코크스,17184
콜타르(조상의것),...
연탄,149151
휘발유,10016855
제트유,13550364
등유,3692947
경유,33203665
중유(벙커B유),2457827
벙커C유,13412933
나프타,13180869
솔벤트나프타,918288
정제혼합용원료유,...
프로판가스,1173025
부탄가스,2673616
윤활유(석유기저),1958931
그리스(석유기저),101439
재생윤활유및그리스,51325
파라핀,222011
아스팔트,2125456
재생유,196225
기타석유정제품,147949
화학물질및화학제품제조업;의약품제외,111456045
부탄및부틸렌(나프타분해물),1311026
에틸렌,5037568
프로필렌,4022612
부타디엔,1391026
기타비환식탄화수소,291507
알킬벤젠,1622406
기타벤젠,1364588
톨루엔,2031228
드니트로톨루엔(DNT),1707163
파라크실렌,5500399
올소크실렌,901267
스티렌모노모(SM),3768432
기타환식탄화수소,229074
이염화에틸렌(EDC),206860
염화비닐모노모(VCM),1025346
CFM(클로로포름),...
기타탄화수소유도체,856348
숯,17919
기타검및나무화합물,23186
콜탈핏치,100293
석탄화학물,394647
부탄올,...
옥탄올,560669
메탄올,12922
에틸알콜(공업용),63021
에틸렌글리콜(EG),967088
프로필렌글리콜(PG),...
폴리프로필렌글리콜(PPG),1313293
페놀,315070
기타알코올및관련유도체,116665
공업용지방산,...
초산,325369
초산에틸,...
아크릴산,125584
무수마레인산,47134
무수프탈산(PA),357383
테레프탈산(TPA),4813880
아크릴레이트,183289
메틸메타크릴레이트(MMA),...
기타카르복실산및그유도체,515761
MTBE,...
아민,109533
아크릴로니트릴(AN),856262
이소시아네이트(TDI),935089
이소시아네이트(MDI),746668
카프로락탐,...
아세톤,220901
포르말린,67460
가소제,863195
ECH(에피클로로히드린),...
DMF(디메틸포름아미드),...
BPA,...
PTMEG,...
기타기초유기화합물,905796
수소,393528
질소,325583
산소,194703
아세틸렌가스,20694
이산화탄소,178714
아르곤가스,131638
기타산업용가스,395110
구입한압축및액화가스의정제,...
염소,211461
염산,71743
수산화나트륨,176470
기타가성소다,393233
소다회,11817
기타소다공업제품,31662
카본블랙,764324
화이트카본,...
이산화규소,...
과산화수소,141895
황,49361
합성귀석,...
기타비금속화합물,89336
황산,354664
인산,51102
기타무기산,...
황산알루미늄,43918
황산마그네슘,...
탄산칼슘,191582
규산소다,34469
시안화나트륨,...
수산화알루미늄,74715
탄산칼륨,...
기타칼륨염,157266
기타금속무기화합물,157651
핵연료,137318
아연화,222404
산화티타늄,104560
산화철,77667
기타무기안료,53717
천연색소,6433
유연제,196726
분산염료,160061
산성및매염염료,27218
염기성염료,8541
직접염료,29672
반응성염료,72678
형광염료,57037
플라스틱착색제(마스터배치),280974
색소중간착색제,23128
기타합성염료,32838
레이크계안료,115581
색소안료,99006
질산,111019
암모니아,36446
요소,...
황산암모늄,215002
기타질소비료,10036
인산비료,15214
황산칼륨(황산칼리),...
기타칼륨비료,...
복합비료,1439248
유기질비료,341816
기타비료,141248
SBR,1207529
BR,...
SB라텍스,196187
기타합성고무,365522
고밀도폴리에틸렌,3251364
저밀도폴리에틸렌,3242585
폴리스티렌,1772752
ABS수지,1939841
PVC수지,1443354
폴리프로필렌,4895678
에폭시수지,627351
불포화폴리에스터수지,279777
선형폴리에스터수지,1736121
아크릴수지,286852
요소수지,23188
멜라민수지,26657
페놀수지,97567
폴리우레탄,528473
엔지니어링플라스틱수지,2277433
실리콘수지,659943
석유수지,377726
K-RESIN,...
기타합성수지,921291
구입한수지의배합물,1655998
재생수지,426826
가정용살균및살충제,145605
살충제(농업용),459474
살균제(농업용),305305
제초제(농업용),310612
생장조절제,...
기타농약및그기조제,16013
유성페인트,2047313
수성페인트,297274
에나멜페인트,101535
락카,49987
우레탄도료,258063
아크릴도료,125699
에폭시도료,110243
기타합성수지도료,721345
신너,334174
도료충전제,53703
EMC,115805
기타도료및관련제품,516696
요업용유약,73262
옵셋잉크,275726
그라비아잉크,160395
디지털잉크,126277
기타잉크,34387
그림물감,41483
유기계면활성제,749806
조제계면활성제,225477
화장비누,143386
세탁비누,31620
공업용비누,8878
세탁용합성세제,520861
주방용합성세제,192761
기타세제,96301
치약,152521
글리세린,19758
화운데이션,244991
크림,402732
로션및오일,955982
루즈,50861
볼터지,9508
아이세도우,14622
샴푸,468309
린스,2751
헤어스프레이및무스,11627
염색약,299760
기타두발용조제품,122230
파우다,74741
향수,23537
화장수,315900
콜롱,...
매니큐어및제거제,18096
기타화장품,1099208
실내용가향제,63764
왁스,118534
구두약,20931
기타광택제,33134
PS인쇄판,33011
"사진용감광성필름,판및종이",61622
토너및토너카트리지,192124
PR,93888
사진용화학물질,233906
가공및정제염,63374
천연접착제,115291
합성수지접착제,913918
젤라틴,102632
화약및폭약,205885
도화선및뇌관(화약용),90450
폭죽및조명탄,56169
성냥,...
방향유,30494
자동차용화합물,159286
전자공업용화학화합물,1742119
콘크리트경화제,225407
필기용잉크,17774
조제윤활제,125762
미생물배양제,28916
가황촉진제,13112
"산화방지제(고무,플라스틱용)",255364
"안정제(고무,플라스틱용)",235690
금속표면처리용화합물,641881
소포제및발포제,104900
방수액,101457
활성탄,172944
제올라이트,52018
수처리제,152209
휴대용연료,91294
반도체용감광액,25286
기타화학제품,952732
폴리아미드섬유,782472
폴리에스터섬유,2564650
스판덱스섬유,167909
아크릴릭섬유,88007
기타합성스테이플섬유,...
비스코스섬유,...
아세테이트섬유,...
재생장섬유토우,...
기타재생섬유,14912
의료용물질및의약품제조업,11166049
의약품원료,793161
백신,300401
기타생물학적제제,64374
의약품제제,9042497
한의약품,161466
동물용약제품,502756
"탈지면,거즈,붕대및유사제품",118639
진단용시약(의료용),105028
기타의약관련제품,77727
고무제품및플라스틱제품제조업,41780702
승용차타이어,4295461
버스및화물차타이어,664206
모터사이클타이어,383596
기타자동차타이어,26850
자동차튜브,...
자전거타이어,64461
기타비동력식차량의타이어및튜브,6246
타이어및튜브부속품,103306
재생타이어,150414
재생고무,34496
배합고무,309506
방진고무,434817
공업용고무롤,73926
공업용고무판,132886
고무관및파이프,136399
고무호스,434361
고무벨트,233483
고무직물,20187
고무패킹,811044
고무스폰지및발포성제품,138508
기타산업용고무제품,450523
고무장갑,35920
피임용기구(고무제),23920
고무젖꼭지,5029
기타위생용고무제품,19488
고무매트,183824
고무보트,...
고무줄및밴드,34124
고무자석,10785
기타고무제품,146848
플라스틱프로파일(샤시바는102),331905
플라스틱샤시바,763642
플라스틱파이프,447141
플라스틱호스,630233
플라스틱연결구류,521113
폴리에틸렌(PE)필름,1011619
폴리프로필렌(PP)필름,554029
폴리에스터(PET)필름,1162455
플라스틱필름및시트(포장용),1539630
폴리염화비닐(PVC)필름,416589
폴리스티렌(PS)필름,31735
플라스틱필름및시트(포장용제외),1110817
합성피혁,636795
플라스틱장판,432367
플라스틱벽지,33366
플라스틱타일,398096
위생용플라스틱제품,430580
플라스틱창문및문,1245872
기타건축용플라스틱조립제품,405487
플라스틱봉투,808457
플라스틱병,922094
플라스틱뚜껑,358432
기타플라스틱포장용기,1621071
운송장비용플라스틱제품,4574974
KeyPad,863900
핸드폰케이스,2610164
전기및전자기기용플라스틱제품,1616143
기타기계용플라스틱제품,1482218
폴리스티렌발포제품,1302327
우레탄발포제품,656239
기타플라스틱발포제품,146841
플라스틱적층품,1002710
접착테이프,1134326
플라스틱주방용품,450968
가구용플라스틱제품,55748
오토바이용헬멧,164384
플라스틱헬멧,45799
플라스틱사무및문구용품,87795
플라스틱자석,...
기타플라스틱제품,376892
비금속광물제품제조업,26639768
판유리,580726
유리장섬유,156829
유리단섬유,98222
유리섬유제품(직물제외),255400
차량용안전유리,372544
기타안전유리,634760
차량용거울,208584
유리거울(차량용제외),73935
기타판유리가공품,122933
브라운관용유리,178860
전등용유리,35130
LCD용유리,5278718
ＩＴＯ코팅유리,275058
기타산업용유리제품,50624
가정용유리제품,90128
유리용기,517793
기타1차유리,...
기타유리제품,30768
토기제품,4292
가정용도자기,145694
장식용도자기,2668
세면기,52027
변기,50156
욕조,22869
기타위생도기제품,16925
전기용도자기,75305
세라믹제및페라이트자석,62701
페라이트코아(철심),152137
기타산업용도자기,54041
도자기제조용분말,20578
기타일반도자기,...
내화벽돌및블록,332281
내화타일,81682
내화도가니,...
기타정형내화물,53989
내화시멘트,107001
기타부정형내화물,302411
점토벽돌,174751
점토기와,26881
점토타일,194182
구조용비내화요업제품,...
기타구조용비내화요업제품,...
시멘트크링커,658694
보통시멘트,745956
백색시멘트,...
기타포트랜드시멘트,1069908
알루미나시멘트,...
고로슬래그시멘트,466537
기타수경성시멘트,19652
생석회,112512
소석회,35505
기타석회,22772
플라스터,23946
비내화모르타르,279386
레미콘,7289326
석고보드,373640
기타석고제품,3671
섬유시멘트제품,9968
콘크리트블록,379925
콘크리트벽돌,64455
콘크리트타일,65308
콘크리트기와,7300
인조대리석,98933
콘크리트벽면,110774
조립식건축자재(콘크리트제),50123
콘크리트파일,533808
콘크리트전주,91453
흄관및VR관,241211
기타콘크리트관,406483
기타조립구조재,128391
기타콘크리트，시멘트제품,34591
건설용석제품,282994
기념석,30818
건물석,...
포장석,...
기타석재가공품,77757
아스콘,697727
연마휠,10799
연마석,72580
연마지및포,243567
활석분,21878
규석분,14473
기타비금속광물분쇄물,292655
브레이크라이닝,...
암면제품,141068
석면제품,20528
아스팔트성형제품,88564
흑연및탄소제품(비전기용),113320
인공골재,53704
모래주형(중자포함),90007
기타비금속광물제품,89100
1차금속제조업,125022510
제강용선철,160409
주물용선철,...
제철소부산물,188300
슬래브,323899
블룸및쉬트바,322002
빌렛,876649
강괴,424551
망간철,230023
합금철(페로얼로이),912513
철분(철분쇄물),80662
봉강-보통강,894481
봉강-특수강,508150
봉강-스테인리스강,1713727
일반철근,4958680
고장력철근,2477830
선재-보통강,271755
선재-특수강,2445074
선재-스테인리스강,...
형강-보통강,2410467
형강-특수강,2755687
"중후판(두께3mm이상,스테인레스는107)",7434640
기타열연강판,10900120
스테인레스중후판및열연강판,3992341
중궤조,...
기타궤조및철도선로자재,217748
냉연봉강및냉연형강,1058850
냉연광폭강대,1294275
냉연협폭강대,...
냉연박판,142390
냉연전기강판,...
기타냉연강판,6291726
스테인레스냉연강판,2254958
보통철선,331806
경강선및피아노선,364775
ＰＣ강선,222060
냉간압조용강선(CHQ),672329
스텐인리스강선,379940
아연도강선,543231
타이어보강강선,732954
기타도금강선,65135
주철관(주조한것),290937
주철제관연결구류,75914
용접강관,2268109
무계목강관,93681
기타강관,839052
강관가공품,5098983
강관연결구류,2291307
아연도강판,6730551
주석도금강판,2324545
갈바륨강판,491611
크롬도금강판,...
알루미늄도금강판,899002
기타도금강판,107587
칼라강판,2739865
도금강관및피복강관,338845
기타도금및피복처리강재,513587
철강절단품(구입한강재절단),8211653
동1차정련품,3979553
동2차정련품,517736
알루미나,17211
알루미늄1차정련품,582647
알루미늄2차정련품,1596136
연정련품,592776
연2차정련품,140582
아연1차정련품,1616622
아연2차정련품,94144
금괴,1209801
은괴,784326
기타귀금속1차정련품,...
귀금속2차정련품,306706
니켈괴,...
주석괴,112720
기타비철금속1차정련품,155142
기타비철금속2차정련품,150509
동봉,1045268
나동선,3348088
동판,831263
동박(두께0.15㎜이하),271861
동관,1086070
동제의관연결구류,188494
알루미늄봉(압연에의한것),162182
알루미늄샷시바(압출에의한것),1653387
알루미늄선,99253
알루미늄판,1384993
알루미늄박(두께0.2㎜이하),471901
알루미늄관,1286440
알루미늄제관연결구류,67459
"니켈압연,압출및연신제품",...
"연(납)압연,압출및연신제품",129515
"아연압연,압출및연신제품",113918
"주석압연,압출및연신제품",...
텅스텐(중석)압연및압출제품,32714
귀금속압연및압출제품,415888
기타비철금속압연및압출제품,266224
동분말,85571
알루미늄분말,65661
아연분말,73863
텅스텐분말,...
기타비철금속분말,130942
기타１차비철금속제품,158455
회주물(보통주철),1971342
가단주물,227470
구상흑연주물(덕타일주물),266806
보통강주물,1132906
특수강주물(합금강주물),828533
알루미늄주물,736913
동주물,322568
기타비철금속주물,851152
금속가공제품제조업;기계및가구제외,55821722
건물용철문,112390
셔터문,66797
기타금속제문,431010
금속제창문,857703
건축용금속공작물,1587209
판금제품,1797964
육상금속구조물,6288602
교량,472795
철제수문,54760
수상금속구조물,7364218
기타금속조립구조재,235612
금속제조립식건축물,298290
금속제조립식건축물용판넬,1502323
산업용온수보일러,123907
방열기,153399
산업용온수보일러및방열기의부품,47090
저장용금속탱크,2071058
압력용기,804602
원자로,...
수관보일러,359298
연관보일러,65962
기타산업용보일러,175057
보일러부속품및부품,69294
원자로의부품,13696
군사용무기및부품,2232297
비군사용총기류,...
가스총,...
기타비군사용무기및부품,16971
분말야금제품,124656
보통강단조물,899194
특수강단조물,627218
기타철강단조물,1002671
스테인리스단조물,278774
알루미늄단조물,82541
동단조물,16473
기타비철금속단조물,59325
자동차용프레스가공품,2140288
가정용압형제품(알루미늄제),46847
가정용압형제품(스테인레스제),245990
기타프레스가공품,3078831
금속열처리제품,171760
절삭가공,2836812
기타금속처리제품,548998
금속제식탁용품(식기제외),44669
칼및칼날(식탁용나이프제외),55415
면도기및면도날,84511
가위,19881
손톱및발톱깍기,59595
건물용철물,293413
가구용철물,168329
자동차용철물,751361
디지털도어록,152690
"자물쇠,열쇠및관련부품(자동차용제외)",39989
캐스터(소형바퀴),41637
가방부착용철물,36261
커튼및블라인드부품,10430
기타일반철물,132584
"플라이어,뺀지,못뽑기",...
드라이버,...
스패너및렌치,3069
기타작업용수공구,40724
농업용수공구,4662
드릴,37388
햄머,10463
기타수공구,43597
톱(수동식),17551
톱날,43583
공작기계용절삭공구,1340397
기타공작기계용부속물,155438
쇠못,112462
나사못(금속제),252916
볼트및너트(금속제),2127946
리베트(금속제),47768
와셔(금속제),114416
기타금속파스너,87969
코일스프링,211007
잎(판상)스프링,106641
기타금속스프링,296532
철망,393479
와이어로프,547883
체인(동력전달용제외),27070
기타철선조립제품,172600
스틸캔(음식료품용),449429
알루미늄캔(음식료품용),204347
에어로졸캔,143555
드럼통,293699
금속튜브용기,75965
기타금속포장용기,606496
병마개,167620
금고,101412
금고부품,...
알루미늄제주방및식탁용품,410098
스텐레스주방및식탁용품,120310
법랑제주방및식탁용품,2178
기타금속제주방및식탁용품,8352
싱크상판,67886
기타금속위생용품,80423
금속표시판,141598
금속제액자틀,36638
기타금속제장식용품,88178
용접봉,940020
금속사다리및부품,45093
"선박용프로펠러,날및닻",264510
금속제파킹및가스켓,208457
기타조립금속제품,131373
금속제영구자석제조,65232
바늘,59126
기타분류안된금속가공제품,194672
"전자부품,컴퓨터,영상,음향및통신장비제조업",170345272
DRAM,10357096
SRAM,356753
Flash메모리(모듈포함),7237248
기타반도체메모리,469368
스탠다드로직,3101322
ASIC로직,719131
마이크로콤퍼넌트,872130
바이폴라IＣ,287278
기타모노리식디지털집적회로,...
아날로그집적회로,246187
하이브리드집적회로,60418
기타혼성집적회로,158351
극소형조립회로,1750229
CMOS이미지센서,60005
DDI,62190
전자집적회로부분품,238644
트랜지스터,671092
다이오드,219724
발광다이오드,793099
감광성반도체소자,1342123
압전소자,...
수정진동자,56250
실리콘웨이퍼,1269524
기타반도체개별소자,69237
"다이오드,트랜지스터및반도체부품",1394592
노트북용LCD,13285257
TV용LCD,16220069
기타LCD,6472078
LCD용컬러필터,757526
LCD용백라이트유니트,4544188
진공형광관,...
PRP,...
LCD편광필름,3357051
기타액정표시장치부품,2009571
PDP,3187816
OLED,310688
기타평판디스플레이판넬,165143
페놀동박적층판,240077
에폭시동박적층판,619987
기타인쇄회로원판,379779
페놀인쇄회로기판,388502
에폭시인쇄회로기판,1819830
기타인쇄회로기판,2832613
전자부품실장기판,1045875
컬러TV용음극선관,429777
컬러모니터용음극선관,4515
자전관,...
기타전자관,...
기타전자관부품,111311
탄탈륨축전기,8309
알미늄전해축전기,249822
세라믹유전체의고정축전기,695734
종이및플라스틱고정축전기,54372
기타고정식축전기,...
전자회로용가변식축전기,23732
전기고압용축전기(>=0.5KW),56681
축전기부품,119979
탄소피막형고정저항기,58212
칩형고정저항기,107022
기타고정저항기,7490
탄소가변저항기,...
서미스터,26938
