품목별,출하금액(백만원)
남성용니트셔츠(니트원단구입),156892
여성용직물블라우스및셔츠,437465
여성용니트블라우스및셔츠(니트원단구입),269586
운동복,615308
학생용교복,122260
"사무,작업및위생용의복",264534
남자용가죽의복,25448
여자용가죽의복,128606
유아용의복및부속품,328724
기타봉제의복,41005
천연모피(유연처리또는완성가공한것),5538
천연모피의복,101194
기타천연모피제품,9216
인조모피,81650
인조모피제품,...
남자용속옷(편직결합),145963
여자용속옷(편직결합),71348
유아용내의(편직결합),7456
남자용셔츠(편직결합),73946
여자용셔츠및브라우스(편직결합),241170
남자용스웨터(편직결합),103104
여자용스웨터(편직결합),399665
기타남성용편조외의(편직결합),23708
기타여성용편조외의(편직결합),157438
스타킹,49571
양말,266642
장갑(편직결합),129774
기타편조제품,20794
모자,73439
섬유장갑,87343
가죽장갑,19272
넥타이,116708
스카프,36149
여자용목도리,18967
벨트(허리띠),14700
손수건,...
의류부분품,100285
기타의복악세서리,25797
"가죽,가방및신발제조업",3506511
소가죽,913118
돼지가죽,22231
면양또는산양(염소)의가죽,50188
기타동물가죽,11592
기타특수가공가죽,19280
핸드백,188060
지갑,94402
서류가방,22762
여행용가방,24797
학생용가방,45078
등산용베낭,67353
기타가방,19154
케이스(가죽및섬유제),136100
산업용가죽제품,17417
가정용가죽제품,153770
남자용구두(단화포함),383827
여자용구두(단화포함),469634
아동용구두(단화포함),3972
가죽장화,38232
가죽샌달,22901
가죽등산화,20799
가죽운동화,139460
기타가죽갑피신발,82240
고무장화,16907
프라스틱및고무제운동화,...
기타플라스틱및고무제신발,4027
직물슬리퍼,2638
플라스틱및고무슬리퍼,15114
가죽슬리퍼,...
직물갑피제운동화(스포츠전용화제외),118429
기타직물갑피제신발,20244
스포츠화,98310
기타재료제의신발,...
가죽제신발부분품,50368
플라스틱및고무제운동화부분품,93064
기타플라스틱및고무제신발부분품,93560
기타재료제의신발부분품,43942
목재및나무제품제조업;가구제외,3914387
소각재,127540
각재,515767
판재,48436
제재부산물,62816
마루용판재,128328
우드몰딩,59036
궤도용침목,12425
목모와목분,7159
칩상또는삭편상의목재,27477
기타표면가공목재,7737
표면처리및방부처리목재,134389
단판,41274
일반합판,299785
가공합판,294329
파티클보드(PB),85415
MDF(중밀도섬유판),486251
재생목재,55519
목재의창문및창문틀,107133
목재의문및문틀,282106
목재패널,181060
목재의건물부착물,125143
목재깔판류및기타적재용판,384047
목재통및관련부품,13320
목재의포장및운반용상자,269300
목재의케이블드럼,59641
목재도구및부품,13859
주방용또는가정용목제품,12658
목재그림틀및사진틀,10204
기타장식용목제품,6742
장의용목관,15678
기타목제품,32075
콜크및콜크제품,...
대나무돗자리,...
기타조물제품,5667
"펄프,종이및종이제품제조업",14576875
기계펄프,...
화학펄프,...
신문용지,971835
백상지,844688
중질지,156566
박엽지,202579
아트지,1342489
정보용지,300529
지폐용지,...
기타인쇄및필기용지,56947
크라프트지,200578
골판지원지,1228020
백판지,461744
기타판지,...
적층가공지(박지),345095
포장지,292869
접착지,161068
기타가공지,202848
수제지,344627
위생용지,152245
기타종이및판지,23610
골판지,339206
골판지상자,2458675
기타골판지제관련제품,35828
종이포대,120560
종이가방,107188
판지상자및용기,386674
식품위생용종이상자,74056
식품용종이용기,133022
기타종이상자및용기(판지및골판지이외),131225
지관(판지및골판지이외),243459
전자복사기용지(소매용),71486
노트류,183182
컴퓨터용지,135754
앨범,42310
바인더,56660
사무용봉투,124116
장부류,...
기타문구용종이제품,75806
화장지,786384
종이타월,109898
종이생리대,167466
종이기저귀,381213
기타위생용종이제품,26988
종이벽지,231732
직물벽지,52766
장판지,...
여과지,115582
종이라벨,188204
식품용종이제품(용기및상자제외),129303
기타종이및판지제품,89464
인쇄및기록매체복제업,427419
인쇄판,334327
오디오복제물(테이프),27185
오디오복제물(CD),36169
비디오복제물(테이프),6686
기타기록매체복제물,23052
"코크스,연탄및석유정제품제조업",68694211
석탄코크스,12638
콜타르(조상의것),...
연탄,124670
휘발유,6639381
제트유,8487366
등유,3285091
경유,22255073
중유(벙커B유),392684
벙커C유,9230900
나프타,9853695
솔벤트나프타,663505
정제혼합용원료유,...
프로판가스,717171
부탄가스,2142883
석유가스,...
윤활유(석유기저),1371813
그리스(석유기저),39057
재생윤활유및그리스,44766
파라핀,121032
아스팔트,1393725
재생유,143611
기타석유정제품,50534
화학물질및화학제품제조업;의약품제외,87237207
부탄및부틸렌(나프타분해물),740096
에틸렌,3143898
프로필렌,2495355
부타디엔,891020
기타비환식탄화수소,223228
알킬벤젠,1412599
기타벤젠,757215
톨루엔,1767841
드니트로톨루엔(DNT),1557882
파라크실렌,4165927
올소크실렌,...
스티렌모노모(SM),3206680
기타환식탄화수소,144771
이염화에틸렌(EDC),97472
염화비닐모노모(VCM),758772
CFM(클로로포름),...
기타탄화수소유도체,1290036
숯,16765
기타검및나무화합물,17062
콜탈핏치,...
석탄화학물,270908
부탄올,...
옥탄올,551271
메탄올,12563
에틸알콜(공업용),54297
에틸렌글리콜(EG),770167
프로필렌글리콜(PG),...
폴리프로필렌글리콜(PPG),1050892
페놀,...
기타알코올및관련유도체,362303
공업용지방산,...
초산,298249
초산에틸,44876
아크릴산,118755
무수마레인산,45200
무수프탈산(PA),368721
테레프탈산(TPA),3759028
아크릴레이트,293306
메틸메타크릴레이트(MMA),...
기타카르복실산및그유도체,664509
MTBE,...
아민,68421
아크릴로니트릴(AN),734514
이소시아네이트(TDI),844038
이소시아네이트(MDI),720799
카프로락탐,...
아세톤,253069
포르말린,63204
가소제,560353
ECH(에피클로로히드린),...
DMF(디메틸포름아미드),...
BPA,...
PTMEG,...
기타기초유기화합물,482558
수소,254636
질소,325928
산소,204732
아세틸렌가스,18494
이산화탄소,147090
아르곤가스,98896
기타산업용가스,281996
구입한압축및액화가스의정제,2301
염소,160152
염산,53338
수산화나트륨,174507
기타가성소다,193151
소다회,12055
기타소다공업제품,36534
카본블랙,475068
화이트카본,...
이산화규소,...
과산화수소,129094
황,50309
합성귀석,...
기타비금속화합물,38480
황산,110610
인산,32750
황산알루미늄,40834
황산마그네슘,...
탄산칼슘,212817
규산소다,38057
시안화나트륨,...
수산화알루미늄,...
탄산칼륨,...
기타칼륨염,74385
기타금속무기화합물,148983
핵연료,...
아연화,245172
산화티타늄,155610
산화철,31906
기타무기안료,79092
천연색소,6041
유연제,192994
분산염료,65251
산성및매염염료,25429
염기성염료,...
직접염료,29177
반응성염료,103852
형광염료,49002
플라스틱착색제(마스터배치),283064
색소중간착색제,26358
기타합성염료,17944
레이크계안료,113528
색소안료,83297
질산,83667
암모니아,112709
요소,...
황산암모늄,...
기타질소비료,88070
인산비료,30222
황산칼륨(황산칼리),...
기타칼륨비료,...
복합비료,946973
유기질비료,307154
기타비료,121232
SBR,552100
BR,...
SB라텍스,177457
기타합성고무,651728
고밀도폴리에틸렌,2403505
저밀도폴리에틸렌,2175352
폴리스티렌,1370977
ABS수지,1865548
PVC수지,1201123
폴리프로필렌,3319227
에폭시수지,953477
불포화폴리에스터수지,240928
선형폴리에스터수지,1476133
아크릴수지,231018
요소수지,32884
멜라민수지,24169
페놀수지,165491
폴리우레탄,380201
엔지니어링플라스틱수지,922715
실리콘수지,231426
석유수지,162650
K-RESIN,...
기타합성수지,925143
구입한수지의배합물,1545130
재생수지,299904
가정용살균및살충제,136114
살충제(농업용),423558
살균제(농업용),297655
제초제(농업용),283993
생장조절제,3782
기타농약및그기조제,14402
유성페인트,1499578
수성페인트,292136
에나멜페인트,154299
락카,50868
우레탄도료,179969
아크릴도료,93910
에폭시도료,110432
기타합성수지도료,576689
신너,287851
도료충전제,43835
EMC,210810
기타도료및관련제품,309259
요업용유약,64243
옵셋잉크,230894
그라비아잉크,134032
디지털잉크,128187
기타잉크,38225
그림물감,43613
유기계면활성제,495589
조제계면활성제,234945
화장비누,123633
세탁비누,32142
공업용비누,7564
세탁용합성세제,493225
주방용합성세제,194904
기타세제,79896
치약,182369
글리세린,23236
화운데이션,239194
크림,391221
로션및오일,1136707
루즈,73201
볼터지,8659
아이세도우,51466
샴푸,493504
린스,2473
헤어스프레이및무스,19562
염색약,44557
기타두발용조제품,104496
파우다,37742
향수,25704
화장수,466691
콜롱,...
매니큐어및제거제,15451
기타화장품,545523
실내용가향제,58970
왁스,128808
구두약,17945
기타광택제,32012
PS인쇄판,30051
"사진용감광성필름,판및종이",44401
토너및토너카트리지,188921
PR,...
사진용화학물질,193783
가공및정제염,72284
천연접착제,106506
합성수지접착제,802640
젤라틴,130438
화약및폭약,207622
도화선및뇌관(화약용),77928
폭죽및조명탄,26524
성냥,...
방향유,35515
자동차용화합물,241643
전자공업용화학화합물,1449983
콘크리트경화제,264105
필기용잉크,24412
조제윤활제,115213
미생물배양제,33984
가황촉진제,11691
"산화방지제(고무,플라스틱용)",242601
"안정제(고무,플라스틱용)",169741
금속표면처리용화합물,623205
소포제및발포제,88882
방수액,86699
활성탄,84078
제올라이트,60425
수처리제,107244
휴대용연료,98652
츄잉껌베이스,...
반도체용감광액,38435
기타화학제품,405368
폴리아미드섬유,729539
폴리에스터섬유,2195145
스판덱스섬유,226373
아크릴릭섬유,99733
기타합성스테이플섬유,...
비스코스섬유,...
아세테이트섬유,...
재생장섬유토우,...
기타재생섬유,19328
의료용물질및의약품제조업,10175594
의약품원료,481582
백신,185053
기타생물학적제제,264429
의약품제제,8328640
한의약품,199592
동물용약제품,439969
"탈지면,거즈,붕대및유사제품",112872
진단용시약(의료용),91164
기타의약관련제품,72293
고무제품및플라스틱제품제조업,37732579
승용차타이어,3738293
버스및화물차타이어,489216
모터사이클타이어,243154
기타자동차타이어,26705
자동차튜브,...
자전거타이어,73563
기타비동력식차량의타이어및튜브,9515
타이어및튜브부속품,107050
재생타이어,117458
재생고무,28706
배합고무,304533
방진고무,394890
공업용고무롤,68555
공업용고무판,160501
고무관및파이프,119471
고무호스,375061
고무벨트,190141
고무직물,16500
고무패킹,797013
고무스폰지및발포성제품,185284
기타산업용고무제품,404078
고무장갑,49220
피임용기구(고무제),20477
고무젖꼭지,...
기타위생용고무제품,24145
고무매트,184074
고무보트,20194
고무줄및밴드,33089
고무자석,9558
기타고무제품,177185
플라스틱프로파일(샤시바는102),267977
플라스틱샤시바,719423
플라스틱파이프,216282
플라스틱호스,714461
플라스틱연결구류,524821
폴리에틸렌(PE)필름,815292
폴리프로필렌(PP)필름,435091
폴리에스터(PET)필름,849280
플라스틱필름및시트(포장용),1613364
폴리염화비닐(PVC)필름,285695
폴리스티렌(PS)필름,41509
플라스틱필름및시트(포장용제외),912421
합성피혁,452467
플라스틱장판,456062
플라스틱벽지,61446
플라스틱타일,357805
위생용플라스틱제품,441542
플라스틱창문및문,1073856
기타건축용플라스틱조립제품,427765
플라스틱봉투,616458
플라스틱병,816032
플라스틱뚜껑,376639
기타플라스틱포장용기,1397993
운송장비용플라스틱제품,4546420
KeyPad,803825
핸드폰케이스,2232983
전기및전자기기용플라스틱제품,1349316
기타기계용플라스틱제품,1295653
폴리스티렌발포제품,1214662
우레탄발포제품,657232
기타플라스틱발포제품,261402
플라스틱적층품,730073
접착테이프,1086501
플라스틱주방용품,617308
가구용플라스틱제품,71997
오토바이용헬멧,104055
플라스틱헬멧,38266
플라스틱사무및문구용품,103595
플라스틱자석,...
기타플라스틱제품,371114
비금속광물제품제조업,23094289
판유리,507938
유리장섬유,140511
유리단섬유,127203
유리섬유제품(직물제외),196737
차량용안전유리,494300
기타안전유리,513873
차량용거울,256984
유리거울(차량용제외),74799
기타판유리가공품,137910
브라운관용유리,252036
전등용유리,33807
LCD용유리,3655988
ITO코팅유리,64521
기타산업용유리제품,67215
가정용유리제품,75538
유리용기,515322
기타1차유리,...
기타유리제품,45198
토기제품,5635
가정용도자기,132158
장식용도자기,1601
세면기,60043
변기,56372
욕조,8272
기타위생도기제품,11678
전기용도자기,61595
세라믹제및페라이트자석,50074
페라이트코아(철심),150368
기타산업용도자기,46593
도자기제조용분말,18205
기타일반도자기,...
내화벽돌및블록,292375
내화타일,60433
내화도가니,...
기타정형내화물,8451
내화시멘트,106640
기타부정형내화물,286793
점토벽돌,165601
점토기와,30180
점토타일,225570
구조용비내화요업제품,...
기타구조용비내화요업제품,2960
시멘트크링커,360767
보통시멘트,708008
백색시멘트,...
기타포트랜드시멘트,1527046
알루미나시멘트,...
고로슬래그시멘트,389839
기타수경성시멘트,15304
생석회,69415
소석회,32621
기타석회,27089
플라스터,25353
비내화모르타르,282376
레미콘,6567070
석고보드,356117
기타석고제품,4061
섬유시멘트제품,26737
콘크리트블록,333514
콘크리트벽돌,83131
콘크리트타일,80062
콘크리트기와,...
콘크리트벽면,54048
조립식건축자재(콘크리트제),34157
콘크리트파일,391357
콘크리트전주,73631
흄관및VR관,193825
기타콘크리트관,329722
기타조립구조재,84748
"기타콘크리트,시멘트제품",52916
건설용석제품,284467
기념석,37503
건물석,...
기타석재가공품,10849
아스콘,608126
연마휠,16794
연마석,72331
연마지및포,229675
활석분,37043
규석분,19652
기타비금속광물분쇄물,200876
브레이크라이닝,10151
암면제품,114542
석면제품,11194
아스팔트성형제품,66357
흑연및탄소제품(비전기용),103507
인공골재,55549
인조대리석,29597
모래주형(중자포함),49277
기타비금속광물제품,17490
1차금속제조업,99117925
제강용선철,2472766
주물용선철,...
제철소부산물,168934
슬래브,218458
블룸및쉬트바,...
빌렛,153657
강괴,...
망간철,139514
합금철(페로얼로이),510609
철분(철분쇄물),...
봉강-보통강,840797
봉강-특수강,577071
봉강-스테인리스강,224275
일반철근,3136471
고장력철근,1750374
선재-보통강,156951
선재-특수강,2936074
형강-보통강,1404447
형강-특수강,1665050
"중후판(두께3mm이상,스테인레스는107)",2323762
기타열연강판,7382214
스테인레스중후판및열연강판,7301852
기타궤조및철도선로자재,170063
냉연봉강및냉연형강,2017045
냉연광폭강대,745833
냉연협폭강대,...
냉연박판,138729
냉연전기강판,...
기타냉연강판,1932991
스테인레스냉연강판,2302229
보통철선,266523
경강선및피아노선,257924
PC강선,86368
냉간압조용강선(CHQ),480139
스텐인리스강선,277434
아연도강선,448284
타이어보강강선,534961
주철관(주조한것),192897
주철제관연결구류,116134
용접강관,1643849
무계목강관,50320
기타강관,634629
강관가공품,3586233
강관연결구류,1773418
아연도강판,4700390
주석도금강판,1437317
갈바륨강판,...
크롬도금강판,...
알루미늄도금강판,426975
기타도금강판,127271
칼라강판,1940410
도금강관및피복강관,301728
기타도금및피복처리강재,322789
철강절단품(구입한강재절단),7056321
동1차정련품,3943989
동2차정련품,467746
알루미나,8074
알루미늄1차정련품,239042
알루미늄2차정련품,2121092
연정련품,543625
연2차정련품,123439
아연1차정련품,2245673
아연2차정련품,84905
금괴,971972
은괴,558572
기타귀금속1차정련품,...
귀금속2차정련품,335380
니켈괴,...
주석괴,104086
기타비철금속1차정련품,81369
기타비철금속2차정련품,134290
동봉,1331212
나동선,2993489
동판,1104013
동박(두께0.15㎜이하),295468
동관,1363406
동제의관연결구류,204280
알루미늄봉(압연에의한것),124829
알루미늄샷시바(압출에의한것),1248661
알루미늄선,148658
알루미늄판,1410116
알루미늄박(두께0.2㎜이하),431987
알루미늄관,1039183
알루미늄제관연결구류,41689
"니켈압연,압출및연신제품",...
"연(납)압연,압출및연신제품",110668
"아연압연,압출및연신제품",135371
"주석압연,압출및연신제품",...
텅스텐(중석)압연및압출제품,9184
귀금속압연및압출제품,60681
기타비철금속압연및압출제품,317731
동분말,90542
알루미늄분말,132649
아연분말,94577
텅스텐분말,...
기타비철금속분말,86069
기타1차비철금속제품,279172
회주물(보통주철),1385448
가단주물,114337
구상흑연주물(덕타일주물),200371
보통강주물,928172
특수강주물(합금강주물),866612
알루미늄주물,627756
동주물,298583
기타비철금속주물,892485
금속가공제품제조업;기계및가구제외,45352961
건물용철문,78310
셔터문,38163
기타금속제문,414662
금속제창문,1024475
건축용금속공작물,1479943
판금제품,1588769
육상금속구조물,5231802
교량,366264
철제수문,63707
수상금속구조물,4697587
금속제조립식건축물,210909
금속제조립식건축물용판넬,1287528
산업용온수보일러,230973
방열기,83431
산업용온수보일러및방열기의부품,62557
저장용금속탱크,2188120
압력용기,550166
원자로,...
수관보일러,928731
연관보일러,51954
기타산업용보일러,113885
보일러부속품및부품,188754
원자로의부품,10990
군사용무기및부품,1805871
비군사용총기류,...
기타비군사용무기및부품,11569
분말야금제품,156207
보통강단조물,202087
특수강단조물,892116
기타철강단조물,711403
스테인리스단조물,104262
알루미늄단조물,125345
동단조물,13678
기타비철금속단조물,40985
자동차용프레스가공품,2182173
가정용압형제품(알루미늄제),72226
가정용압형제품(스테인레스제),227547
기타프레스가공품,2750558
금속열처리제품,131373
절삭가공,2435515
기타금속처리제품,378318
금속제식탁용품(식기제외),52020
칼및칼날(식탁용나이프제외),48765
면도기및면도날,76685
가위,17527
손톱및발톱깍기,65375
건물용철물,288284
가구용철물,165145
자동차용철물,1007380
디지털도어록,116569
"자물쇠,열쇠및관련부품(자동차용제외)",31605
캐스터(소형바퀴),27560
가방부착용철물,46226
커튼및블라인드부품,17800
기타일반철물,193464
"플라이어,뺀지,못뽑기",...
드라이버,...
스패너및렌치,3468
기타작업용수공구,75558
농업용수공구,8348
드릴,71632
햄머,5293
기타수공구,37175
톱(수동식),14375
톱날,165868
공작기계용절삭공구,790476
기타공작기계용부속물,169012
쇠못,113783
나사못(금속제),219428
볼트및너트(금속제),1786762
리베트(금속제),35364
와셔(금속제),125521
기타금속파스너,107989
코일스프링,209340
잎(판상)스프링,60466
기타금속스프링,371097
철망,271394
와이어로프,500287
체인(동력전달용제외),36344
기타철선조립제품,112771
스틸캔(음식료품용),446637
알루미늄캔(음식료품용),229688
에어로졸캔,14374
드럼통,227352
금속튜브용기,85632
기타금속포장용기,649880
병마개,155863
금고,79336
금고부품,...
알루미늄제주방및식탁용품,355847
스렌레스주방및식탁용품,170142
법랑제주방및식탁용품,3238
기타금속제주방및식탁용품,3251
싱크상판,60965
기타금속위생용품,84464
금속표시판,128284
금속제액자틀,33808
기타금속제장식용품,70383
용접봉,771744
금속사다리및부품,30510
"선박용프로펠러,날및닻",194684
금속제파킹및가스켓,187740
기타조립금속제품,129846
금속제영구자석제조,81179
바늘,61413
"전자부품,컴퓨터,영상,음향및통신장비제조업",150543409
DRAM,12358674
SRAM,390720
Flash메모리(모듈포함),7968717
기타반도체메모리,452982
스탠다드로직,3085395
ASIC로직,648829
마이크로콤퍼넌트,634114
바이폴라IC,139953
기타모노리식디지털집적회로,586220
아날로그집적회로,211263
하이브리드집적회로,188897
기타혼성집적회로,181861
극소형조립회로,1215381
CMOS이미지센서,34163
DDI,...
전자집적회로부분품,401745
트랜지스터,939316
다이오드,130413
발광다이오드,473276
감광성반도체소자,922612
압전소자,...
수정진동자,41239
실리콘웨이퍼,897087
기타반도체개별소자,53743
"다이오드,트랜지스터및반도체부품",1068709
노트북용LCD,6645012
TV용LCD,14717881
기타LCD,9474591
LCD용컬러필터,588170
LCD용백라이트유니트,3710872
진공형광관,...
PRP,...
LCD편광필름,1266279
기타액정표시장치부품,2290769
PDP,2916927
OLED,172391
기타평판디스플레이판넬,179855
페놀동박적층판,269535
에폭시동박적층판,293822
기타인쇄회로원판,610383
페놀인쇄회로기판,17660
에폭시인쇄회로기판,311105
기타인쇄회로기판,4334233
전자부품실장기판,921381
컬러TV용음극선관,589984
컬러모니터용음극선관,...
기타음극선관,...
자전관,...
기타전자관,5920
PCM(색순도집속장치),...
기타전자관부품,127155
탄탈륨축전기,32483
알미늄전해축전기,239106
세라믹유전체의고정축전기,632785
종이및플라스틱고정축전기,37277
기타고정식축전기,13054
전자회로용가변식축전기,26035
전기고압용축전기(>=0.5KW),92565
축전기부품,124052
탄소피막형고정저항기,49247
칩형고정저항기,95945
기타고정저항기,6989
탄소가변저항기,...
서미스터,22910
바리스터,54604
기타가변저항기,31362
저항기부품,13571
마그네틱스트라이프를자장한카드,106988
스마트카드,95563
전자부품용변성기,708598
전자유도코일및쵸크,173722
