"시도별","품목별",2016,2016,2016,2016
"시도별","품목별",사업체수 (개),생산액 (백만원),출하액 (백만원),완제품 연말재고액 (백만원)
"전국","광업 및 제조업",70497,1370064561,1370284958,50093321
"전국","광 업(05~08)",388,3246539,3204564,146798
"전국","석탄, 원유 및 천연가스 광업",7,304474,255999,81983
"전국","무연탄(채굴)",5,245560,197085,81983
"전국","원유(채굴한 것)",1,X,X,X
"전국","천연가스(채굴한 것)",1,X,X,X
"전국","금속 광업",3,X,X,X
"전국","철광(채굴 및 정광)",1,X,X,X
"전국","금·은 및 백금 광업",1,X,X,X
"전국","연(납)광 및 아연광(채굴 및 정광)",1,X,X,X
"전국","비금속광물 광업; 연료용 제외",377,2878695,2885144,64076
"전국","석회쇄석(채굴)",61,590734,591417,9058
"전국","고령토(채굴)",3,8417,8298,305
"전국","기타 점토(채굴)",1,X,X,X
"전국","화강암 원석(파쇄되지 않은 것)",25,104608,105902,1258
"전국","석회석 원석(파쇄되지 않은 것)",8,69023,69038,2400
"전국","건설용 쇄석(석회쇄석 제외)",184,1368323,1371551,31249
"전국","건설용 천연모래",51,465911,467033,1396
"전국","천연 자갈",14,69593,69259,983
"전국","공업용 천연모래",6,104173,105447,2359
"전국","납석(채굴)",4,17994,16889,9430
"전국","기타 화학 및 비료 원료용 광물(채굴)",2,X,X,X
"전국","천일염(채취한 것)",10,19566,20501,2889
"전국","규석(채굴)",4,12764,12594,789
"전국","장석(채굴)",2,X,X,X
"전국","기타 비금속광물",2,X,X,X
"전국","광업 지원 서비스업",1,X,X,X
"전국","기타 광업 지원 서비스",1,X,X,X
"전국","제 조 업(10~34)",70109,1366818022,1367080394,49946523
"전국","식료품 제조업",7153,73742366,73680845,2143555
"전국","쇠고기(도축)",39,484349,475805,29300
"전국","돼지고기(도축)",66,1379487,1377920,49889
"전국","기타 도축고기",1,X,X,X
"전국","원피",2,X,X,X
"전국","육류 도축고기 부산물",18,114570,114649,1594
"전국","닭고기",60,2508427,2526507,60199
"전국","오리고기",14,237771,232508,17068
"전국","기타 가금고기 부산물",11,44079,43928,156
"전국","가금류 소시지, 통조림 및 병조림",3,6885,6864,404
"전국","가금류 포장육",172,1254309,1252351,44940
"전국","기타 가금류 가공품",88,433050,425810,17002
"전국","육지동물 포장육",232,4172982,4161391,101627
"전국","육지동물 통조림 및 병조림",5,10241,10208,491
"전국","베이컨",13,131323,130390,7091
"전국","햄(가축)",39,640857,648162,22452
"전국","소시지(축육)",50,567676,569501,23899
"전국","기타 육지동물 소시지 유사제품",49,290879,289492,6866
"전국","기타 고기가공품",153,906331,898269,35131
"전국","어묵 및 유사가공품",70,660304,659696,8781
"전국","어육 소시지 및 어묵햄",10,160024,159316,5042
"전국","조미오징어",48,298740,294338,22882
"전국","조미쥐치포",11,33474,32969,2229
"전국","기타 조미조제식품 및 어류훈제품",25,87184,86170,8366
"전국","기타 수산동물 조리가공품",20,95318,94958,3852
"전국","참치통조림",9,500760,501122,32709
"전국","골뱅이통조림",5,54924,53846,7992
"전국","굴 통조림",7,21992,20013,3998
"전국","꽁치통조림",6,13507,14595,2005
"전국","기타 수산동물 통조림",14,35611,38525,4540
"전국","명태 건제품",49,166626,168126,6507
"전국","멸치 건제품",62,97520,97304,600
"전국","오징어류 건제품",12,18211,17609,1470
"전국","어류의 채(건조한 것)",31,68379,67824,4709
"전국","기타 소건품",14,25621,24347,2546
"전국","기타 자건품",9,23468,24329,857
"전국","기타 수산동물 및 부산물 건제품",7,7673,7701,1524
"전국","멸치젓류",9,3400,3324,196
"전국","명란젓 및 창란젓",25,67651,67562,2752
"전국","기타 젓갈류",34,89118,89191,3376
"전국","어류 염장품",45,175906,174358,11104
"전국","냉동 참치",12,294455,295108,14418
"전국","냉동 고등어",35,124519,123515,5289
"전국","동태",13,24944,24737,1449
"전국","기타 어류 및 부산물의 냉동품",44,169095,166185,9818
"전국","갑각류 냉동품",20,74333,75312,3647
"전국","연체동물 냉동품",71,237167,234557,17140
"전국","어육(신선 및 냉동한 것, 등뼈 제거)",79,499643,500482,17153
"전국","비식용 어분",5,28623,28531,1084
"전국","기타 수산동물 가공품",9,41662,41269,4258
"전국","어류 부산물(신선 및 냉동한 것)",8,27794,27047,1346
"전국","김",254,1257556,1260065,42065
"전국","미역",58,161345,160497,6141
"전국","톳",10,39964,40057,2199
"전국","기타 해조류 가공품",43,71876,72285,5154
"전국","김치",263,1181245,1175109,38155
"전국","단무지",74,264098,262843,6962
"전국","기타 과실 및 채소 절임식품",105,212930,212078,7542
"전국","오렌지원액",3,12238,8462,14995
"전국","농축 과실즙",34,157685,155431,11107
"전국","농축 채소즙",23,151380,149911,6620
"전국","과실주스",27,138450,137459,22068
"전국","채소주스",12,56123,58456,7784
"전국","과실 통조림",16,64079,64090,7680
"전국","잼 및 젤리 통조림",25,144859,146016,13572
"전국","냉동 과실",13,43233,43013,4644
"전국","기타 과실가공품",35,111182,112146,8363
"전국","채소 통조림",5,11994,12015,301
"전국","건조 채소",34,91309,89966,8427
"전국","기타 채소가공품",77,347315,347565,9898
"전국","견과 가공품",31,236957,234740,15533
"전국","식용 지방(육지동물의 것)",7,67390,68323,1738
