"행정구역별","품목별",2017,2017,2017,2017
"행정구역별","품목별",사업체수 (개),생산액 (백만원),출하액 (백만원),완제품 연말재고액 (백만원)
"전국","광업 및 제조업",71535,1473441987,1468456498,54219994
"전국","광 업(05~08)",400,3429439,3369343,208469
"전국","석탄, 원유 및 천연가스 광업",8,410050,360292,131806
"전국","무연탄(채굴)",5,265899,216141,131806
"전국","원유(채굴한 것)",1,X,X,X
"전국","천연가스(채굴한 것)",2,X,X,X
"전국","금속 광업",4,X,X,X
"전국","철광(채굴 및 정광)",2,X,X,X
"전국","금·은 및 백금 광업",1,X,X,X
"전국","연(납)광 및 아연광(채굴 및 정광)",1,X,X,X
"전국","비금속광물 광업; 연료용 제외",387,2866514,2855088,75443
"전국","석회쇄석(채굴)",66,597981,594636,14187
"전국","고령토(채굴)",4,25119,24990,434
"전국","기타 점토(채굴)",1,X,X,X
"전국","화강암 원석(파쇄되지 않은 것)",27,95591,95599,1337
"전국","석회석 원석(파쇄되지 않은 것)",7,42856,42742,2393
"전국","건설용 쇄석(석회쇄석 제외)",175,1381932,1377595,33399
"전국","건설용 천연모래",59,453986,452276,3851
"전국","천연 자갈",14,60610,60321,1041
"전국","공업용 천연모래",8,97361,97249,2568
"전국","납석(채굴)",4,22473,21895,10008
"전국","기타 화학 및 비료 원료용 광물(채굴)",2,X,X,X
"전국","천일염(채취한 것)",10,22053,21473,3562
"전국","규석(채굴)",5,24254,24278,763
"전국","장석(채굴)",2,X,X,X
"전국","기타 비금속광물",3,20481,20385,268
"전국","광업 지원 서비스업",1,X,X,X
"전국","기타 광업 지원 서비스",1,X,X,X
"전국","제 조 업(10~34)",71135,1470012548,1465087155,54011525
"전국","식료품 제조업",7344,76327124,76251120,2241854
"전국","쇠고기(도축)",47,466645,463205,12178
"전국","돼지고기(도축)",67,1477955,1480520,44320
"전국","기타 도축고기",1,X,X,X
"전국","원피",2,X,X,X
"전국","육류 도축고기 부산물",22,224440,224814,1197
"전국","닭고기",69,2597073,2589867,67136
"전국","오리고기",11,231165,245367,2001
"전국","기타 가금류고기",2,X,X,X
"전국","기타 가금고기 부산물",8,27172,27319,35
"전국","가금류 소시지, 통조림 및 병조림",3,6840,6776,232
"전국","가금류 포장육",193,1270441,1274275,41208
"전국","기타 가금류 가공품",77,429901,434695,12135
"전국","육지동물 포장육",245,4480360,4510834,100639
"전국","육지동물 통조림 및 병조림",6,19624,19216,1120
"전국","베이컨",11,177038,175427,5521
"전국","햄(가축)",34,730665,720772,45400
"전국","소시지(축육)",41,554303,546548,29332
"전국","기타 육지동물 소시지 유사제품",51,281996,282416,5173
"전국","기타 고기가공품",143,1077271,1072246,32763
"전국","어묵 및 유사가공품",74,674667,674986,9580
"전국","어육 소시지 및 어묵햄",14,233355,233514,4122
"전국","조미오징어",45,315672,318456,18919
"전국","조미쥐치포",11,34369,34334,3111
"전국","기타 조미조제식품 및 어류훈제품",23,88121,85130,11844
"전국","기타 수산동물 조리가공품",23,103560,102682,3665
"전국","참치통조림",8,463371,455366,39722
"전국","골뱅이통조림",5,62456,60794,10928
"전국","굴 통조림",7,18662,18029,4202
"전국","꽁치통조림",4,16022,15657,2595
