"행정구역별","품목별",2018,2018,2018,2018
"행정구역별","품목별",사업체수 (개),생산액 (백만원),출하액 (백만원),완제품 연말재고액 (백만원)
"전국","광업 및 제조업",71735,1526121088,1521125882,60921359
"전국","광 업(05~08)",389,3262285,3203020,319084
"전국","석탄, 원유 및 천연가스 광업",7,385119,331651,236928
"전국","무연탄(채굴)",5,260754,207286,236928
"전국","원유(채굴한 것)",1,X,X,X
"전국","천연가스(채굴한 것)",1,X,X,X
"전국","금속 광업",4,X,X,X
"전국","철광(채굴 및 정광)",2,X,X,X
"전국","금·은 및 백금 광업",1,X,X,X
"전국","연(납)광 및 아연광(채굴 및 정광)",1,X,X,X
"전국","비금속광물 광업; 연료용 제외",377,2718817,2713294,81096
"전국","석회쇄석(채굴)",64,541563,541352,9166
"전국","고령토(채굴)",3,21779,21663,408
"전국","기타 점토(채굴)",1,X,X,X
"전국","화강암 원석(파쇄되지 않은 것)",27,99358,99570,4707
"전국","석회석 원석(파쇄되지 않은 것)",7,38482,38623,2252
"전국","건설용 쇄석(석회쇄석 제외)",175,1470690,1470410,33248
"전국","건설용 천연모래",52,288697,287434,4907
"전국","천연 자갈",14,59969,60156,847
"전국","공업용 천연모래",8,103005,100502,6863
"전국","납석(채굴)",4,15444,14481,10971
"전국","기타 화학 및 비료 원료용 광물(채굴)",2,X,X,X
"전국","천일염(채취한 것)",10,19323,20063,2822
"전국","규석(채굴)",5,23837,23802,798
"전국","장석(채굴)",2,X,X,X
"전국","기타 비금속광물",3,12520,11226,2284
"전국","광업 지원 서비스업",1,X,X,X
"전국","기타 광업 지원 서비스",1,X,X,X
"전국","제 조 업(10~34)",71346,1522858803,1517922862,60602275
"전국","식료품 제조업",7517,78185306,77953427,2515383
"전국","쇠고기(도축)",51,600681,587184,23654
"전국","돼지고기(도축)",75,1482247,1473698,55370
"전국","기타 도축고기",1,X,X,X
"전국","원피",2,X,X,X
"전국","육류 도축고기 부산물",26,143759,143536,1745
"전국","닭고기",70,2584430,2580640,80331
"전국","오리고기",13,320484,311249,11242
"전국","기타 가금류고기",1,X,X,X
"전국","기타 가금고기 부산물",8,85627,85514,3715
"전국","가금류 소시지, 통조림 및 병조림",5,7872,7868,287
"전국","가금류 포장육",210,1558549,1541252,60243
"전국","기타 가금류 가공품",85,547399,542337,18189
"전국","육지동물 포장육",257,4584779,4550823,143627
"전국","육지동물 통조림 및 병조림",9,39123,38892,944
"전국","베이컨",10,62540,65315,820
"전국","햄(가축)",32,772403,756168,74881
"전국","소시지(축육)",40,364005,369801,15001
"전국","기타 육지동물 소시지 유사제품",58,305599,305675,6197
"전국","기타 고기가공품",135,1363961,1361988,34386
"전국","어묵 및 유사가공품",73,598083,595492,10714
"전국","어육 소시지 및 어묵햄",13,341861,340997,8373
"전국","조미오징어",45,306002,299937,18592
"전국","조미쥐치포",11,35384,35175,2655
"전국","기타 조미조제식품 및 어류훈제품",21,73734,73575,9237
"전국","기타 수산동물 조리가공품",20,112155,111227,4392
"전국","참치통조림",8,464836,458468,45854
"전국","골뱅이통조림",5,57283,53855,14455
"전국","굴 통조림",7,11356,11545,2137
"전국","꽁치통조림",5,17246,16167,3479
"전국","기타 수산동물 통조림",15,40513,41083,4492
"전국","명태 건제품",48,164244,165957,13501
"전국","멸치 건제품",62,132844,132720,568
"전국","오징어류 건제품",19,27270,27249,2402
"전국","어류의 채(건조한 것)",27,66355,64322,5975
"전국","기타 소건품",14,15526,16029,820
"전국","기타 자건품",7,21510,21637,1438
"전국","기타 수산동물 및 부산물 건제품",9,10746,10647,2528
"전국","멸치젓류",11,7502,7100,815
"전국","명란젓 및 창란젓",26,107521,107319,2916
"전국","기타 젓갈류",41,142095,141450,5837
"전국","어류 염장품",41,151169,149885,9929
"전국","냉동 참치",10,262648,260063,22691
"전국","냉동 고등어",41,108296,108534,6181
"전국","동태",23,76268,75333,4365
"전국","기타 어류 및 부산물의 냉동품",62,219540,218072,17426
"전국","갑각류 냉동품",25,78272,79485,4963
"전국","연체동물 냉동품",79,298389,298529,21173
"전국","어육(신선 및 냉동한 것, 등뼈 제거)",76,529357,524783,25988
"전국","비식용 어분",4,21089,20960,1034
"전국","기타 수산동물 가공품",9,40119,39147,2332
"전국","어류 부산물(신선 및 냉동한 것)",9,28457,28412,1106
"전국","김",283,1509115,1503624,47408
"전국","미역",59,159297,158858,7696
"전국","톳",10,32438,30116,7473
"전국","기타 해조류 가공품",53,127521,126361,7693
"전국","김치",259,1344220,1338935,38756
"전국","단무지",69,304000,302181,7910
"전국","기타 과실 및 채소 절임식품",104,273089,270877,12066
"전국","오렌지원액",1,X,X,X
"전국","농축 과실즙",42,182598,187244,19501
"전국","농축 채소즙",32,182351,182392,11511
"전국","과실주스",23,108280,107118,4440
"전국","채소주스",12,63232,62380,4427
"전국","과실 통조림",15,55158,54376,7830
"전국","잼 및 젤리 통조림",25,197330,197813,12826
"전국","냉동 과실",10,36587,38063,3902
"전국","기타 과실가공품",38,102924,103480,7833
"전국","채소 통조림",6,12223,12041,734
