젤라틴,96115,TRUE,"전자부품,영상,음향및통신장비",125486605,,전자부품용변성기,587044,,종이벽지,231732,,종이제조기계(초지기),128616,,주방용전기기기부품,354433,,주파수공용통신단말기,39236,,주정,433541,,중대형교류전동기,275624,,주화,374481,,중궤조,X,,중앙통제실송신용칩입및화재경보시스템제조,80333,,중대형직류및교류겸용전동기,500921,,중대형교류전동기,249205,,중앙통제실송신용칩입및화재경보시스템제조,66148
제판기계,4274,TRUE,전자복사기용지(소매용),122039,,"전자부품,영상,음향및통신장비",136107990,,종이및플라스틱고정축전기,37277,,종이생리대,273897,,주방용또는식탁용목제품,15924,,주철제관연결구류,89621,,"주석압연,압출및연신제품",45639,,중궤조,...,,주파수공용통신단말기,24416,,주화,270132,,중대형컴퓨터,242734,,중대형교류전동기,507211,,중궤조,X,,중대형컴퓨터,424123
제트유,2278739,TRUE,전자기타,108861,,전자복사기용지(소매용),122149,,종이라벨,188204,,종이벽지,286478,,주물주조기계,87706,,주철관(주조한것),221956,,주석도금강판,1367362,,주화,338054,,주철제관연결구류,79599,,주파수공용통신단말기,42319,,중대형직류및교류겸용전동기,351638,,중궤조,X,,주화,203945,,중대형직류및교류겸용전동기,1653459
제초제,251418,TRUE,전자공업용화학화합물,882948,,전자기타,72766,,종이기저귀,381213,,종이및플라스틱고정축전기,54372,,주물용선철,105841,,주차기,124463,,주석괴,...,,주파수공용통신단말기,24073,,주철관(주조한것),212172,,주철제관연결구류,124235,,중대형교류전동기,274916,,주화,228975,,주파수공용통신단말기,57996,,중대형교류전동기,264333
제철소부산물,52315,TRUE,전용기,205650,,전자공업용화학화합물,1446963,,종이가방,107188,,종이라벨,175304,,주문형목재가구,209224,,주정,403133,,주사기및수혈세트,355193,,주철제관연결구류,91348,,주차기,114991,,주철관(주조한것),232215,,중궤조,X,,주파수공용통신단말기,46716,,주철제관연결구류,182306,,중궤조,X
제조업(15~37),644309997,TRUE,전압조정기,45076,,전용기,111317,,조화및모조장식품,13410,,종이기저귀,505781,,주기판,14308,,"주석압연,압출및연신제품",...,,주방용합성세제,169934,,주철관(주조한것),236068,,주정,462891,,주차기,230737,,주화,229828,,주철제관연결구류,154282,,주철관(주조한것),375865,,주화,X
제재부산물,20668,TRUE,전분,250347,,전압조정기,47785,,조향장치및부분품(자동차부품),2488224,,종이가방,122719,,종이포대,167125,,주석도금강판,1499744,,주방용전기기기부품,359007,,주차기,140128,,"주석압연,압출및연신제품",19114,,주정,468676,,주파수공용통신단말기,45523,,주철관(주조한것),429667,,주차기,291846,,주파수공용통신단말기,74946
제올라이트,92096,TRUE,전문신문및정기간행물,147672,,전분,260920,,조제윤활제,115213,,조화및모조장식품,15608,,종이타월,320414,,주석괴,18793,,주방용또는식탁용목제품,17060,,주정,433348,,주석도금강판,1260897,,"주석압연,압출및연신제품",52227,,주철제관연결구류,145471,,주차기,268997,,주정,490870,,주철제관연결구류,199376
제분찌꺼기,...,TRUE,전력선(송배전용),1599899,,전문신문및정기간행물,132939,,조제수프,190182,,조향장치및부분품(자동차부품),2537789,,종이제조기계(초지기),50734,,주사기및수혈세트,337519,,주물주조기계,96349,,"주석압연,압출및연신제품",21770,,주석괴,14520,,주석도금강판,889409,,주철관(주조한것),382590,,주정,413210,,"주석압연,압출및연신제품",52177,,주철관(주조한것),404319
제본기계,3346,TRUE,전등용유리,35249,,전력선(송배전용),2610024,,조제분유(우유기저),325161,,조제윤활제,125762,,종이생리대,270785,,주방용합성세제,135022,,주물용선철,...,,주석도금강판,1327137,,주사기및수혈세트,376927,,주석괴,17742,,주차기,252220,,"주석압연,압출및연신제품",43227,,주석도금강판,704398,,주차기,219534
제동장치및부분품(자동차부품),2306432,TRUE,전등용소켓,55938,,전등용유리,18026,,조제계면활성제,234945,,조제수프,74238,,종이벽지,276156,,주방용전기기기부품,288656,,주문형목재가구,275007,,주석괴,18342,,주방용합성세제,271049,,주사기및수혈세트,451768,,주정,437860,,주석도금강판,841572,,주석괴,10052,,주정,491668
제1차금속산업,54522365,TRUE,"전동기,발전기및발전기세트의부품",615596,,전등용소켓,61465,,조미쥐치포,16540,,조제분유(우유기저),93957,,종이및플라스틱고정축전기,49096,,주방용또는식탁용목제품,14532,,주기판,24607,,주사기및수혈세트,346152,,주방용전기기기부품,291840,,주방용합성세제,294718,,"주석압연,압출및연신제품",79066,,주석괴,18551,,주사기및수혈세트,467424,,"주석압연,압출및연신제품",82033
정형외과용기기및보청기부품,6110,TRUE,전기후라이팬,19666,,"전동기,발전기및발전기세트의부품",598460,,조미오징어,122413,,조제계면활성제,225477,,종이라벨,248696,,주물주조기계,110230,,종이포대,228113,,주방용합성세제,184951,,주방용또는식탁용목제품,29371,,주방용전기기기부품,292428,,주석도금강판,1063696,,주사기및수혈세트,477724,,주방용합성세제,317337,,주석도금강판,1047420
정지형변환기의부품,175692,TRUE,"전기회로개폐,보호및접속장치부품",344446,,전기후라이팬,14995,,조명장치부분품,54667,,조미쥐치포,16365,,종이기저귀,380878,,주물용선철,...,,종이타월,316941,,주방용전기기기부품,282025,,주물주조기계,172057,,주방용또는식탁용목제품,28485,,주석괴,22441,,주방용합성세제,330328,,주방용전기기기부품,405160,,주석괴,23391
정제혼합용원료유,782071,TRUE,전기용도자기,120726,,"전기회로개폐,보호및접속장치부품",526724,,조립용로봇,87692,,조미오징어,99523,,종이가방,135755,,주문형목제가구,245618,,종이제조기계(초지기),84507,,주방용또는식탁용목제품,21144,,주물용선철,...,,주물주조기계,194745,,주사기및수혈세트,450907,,주방용전기기기부품,535410,,주방용또는식탁용목제품,24728,,주사기및수혈세트,711700
정제인삼,55094,TRUE,전기온수기,18331,,전기용도자기,103673,,조립식장난감,44385,,조명장치부분품,44363,,조화및모조장식품,10880,,주기판,14631,,종이생리대,493310,,주물주조기계,136850,,주문형목제가구,205829,,주물용선철,X,,주방용합성세제,335669,,주방용또는식탁용목제품,29345,,주물주조기계,196044,,주방용합성세제,348651
정제당,644027,TRUE,전기애자및절연용물품,151805,,전기온수기,23577,,조립식건축자재(콘크리트제),34157,,조립용로봇,90547,,조향장치및부분품(자동차부품),2412850,,종이포대,212149,,종이벽지,287207,,주물용선철,...,,주기판,25573,,주문형목제가구,256118,,주방용전기기기부품,370709,,주물주조기계,213096,,주물용선철,104026,,주방용전기기기부품,901954
정수기,399612,TRUE,전기안마기,56957,,전기애자및절연용물품,134079,,조개통조림,...,,조립식장난감,42563,,조타기,...,,종이타월,297024,,종이및플라스틱고정축전기,50947,,주문형목재가구,210743,,종이포대,237625,,주기판,11297,,주방용또는식탁용목제품,27895,,주물용선철,167881,,주문형목제가구,144522,,주방용또는식탁용목제품,34363
정류기,99651,TRUE,전기식헤어드라이어,27996,,전기안마기,60560,,젤라틴,130438,,조립식건축자재(콘크리트제),50123,,조제윤활제,184344,,종이제조기계(초지기),65831,,종이라벨,427977,,주기판,11932,,종이타월,398239,,종이포대,227411,,주물주조기계,200268,,주문형목제가구,164490,,주기판,41310,,주물주조기계,231255
정기광고간행물,450476,TRUE,전기식이미용기구부품,8043,,전기식헤어드라이어,43000,,제트유,8487366,,젤라틴,102632,,조제수프,69435,,종이생리대,372178,,종이기저귀,643343,,종이포대,215216,,종이제조기계(초지기),44958,,종이타월,773361,,주물용선철,X,,주기판,47881,,종이포대,251990,,주물용선철,X
접합유리(자동차용제외),4478,TRUE,전기식교통통제장비의부품,27556,,전기식이미용기구부품,13895,,제초제(농업용),283993,,제트유,13550364,,조제분유(우유기저),...,,종이벽지,296821,,종이가방,145060,,종이타월,354005,,종이생리대,479951,,종이제조기계(초지기),60178,,주문형목제가구,161750,,종이포대,229794,,종이타월,666897,,주문형목제가구,176185
접착테이프,538101,TRUE,전기식교통통제장비,142758,,전기식교통통제장비의부품,37467,,제철소부산물,168934,,제초제(농업용),310612,,조제계면활성제,245799,,종이및플라스틱고정축전기,56086,,조화및모조장식품,27093,,종이제조기계(초지기),43601,,종이벽지,320964,,종이생리대,430067,,주기판,23682,,종이타월,635535,,종이제조기계(초지기),39776,,주기판,18091
접착지,229580,TRUE,전기식간판,324338,,전기식교통통제장비,165734,,제조업(10~33),911726382,,제철소부산물,188300,,조미쥐치포,26483,,종이라벨,426389,,조향장치및부분품(자동차부품),3777801,,종이생리대,479429,,종이및플라스틱고정축전기,22678,,종이벽지,327034,,종이포대,226749,,종이제조기계(초지기),45738,,종이생리대,366874,,종이포대,238702
점화플러그,46277,TRUE,전기비데,113875,,전기식간판,459101,,제재부산물,62816,,제조업(10~33),1078749550,,조미오징어,122465,,종이기저귀,539496,,조타기,37338,,종이벽지,271618,,종이라벨,504349,,종이및플라스틱고정축전기,72534,,종이타월,672454,,종이생리대,210374,,종이벽지,277307,,종이타월,863560
점화및기타목적용와이어링하네스,1332701,TRUE,전기보일러,55611,,전기비데,129579,,제올라이트,60425,,제재부산물,66019,,조명장치부분품,62873,,종이가방,135162,,조제윤활제,129683,,종이및플라스틱고정축전기,23965,,종이기저귀,725037,,종이라벨,529375,,종이제조기계(초지기),48596,,종이벽지,390148,,종이및플라스틱고정축전기,17114,,종이제조기계(초지기),28283
점토벽돌,135955,TRUE,전기및전자기기용플라스틱제품,1963957,,전기보일러,53572,,제빵용기계,36785,,제올라이트,52018,,조립용로봇,137581,,조화및모조장식품,19080,,조제수프,36310,,종이라벨,498273,,종이가방,141008,,종이기저귀,938753,,종이생리대,272717,,종이및플라스틱고정축전기,27887,,종이라벨,659496,,종이생리대,435833
절연코드및코드세트,412129,TRUE,전기면도기,10191,,전기면도기,...,,제분부산물,...,,제빵용기계,23234,,조립식장난감,53357,,조향장치및부분품(자동차부품),3485042,,조제분유(우유기저),268336,,종이기저귀,673346,,조화및모조장식품,31803,,종이가방,179579,,종이벽지,344399,,종이라벨,601413,,종이기저귀,643895,,종이벽지,252487
절연전선(옥내외저압배선용),622477,TRUE,전기로,79104,,전기로,100056,,제동장치및부분품(자동차부품),3624754,,제분부산물,...,,조립식건축자재(콘크리트제),40515,,조타기,...,,조제계면활성제,279262,,종이가방,128263,,조향장치및부분품(자동차부품),4504992,,조화및모조장식품,25740,,종이및플라스틱고정축전기,52494,,종이기저귀,776405,,종이가방,191371,,종이및플라스틱고정축전기,21374
절삭가공,678454,TRUE,전기량측정및검사용기기의부품,54639,,전기량측정및검사용기기의부품,51885,,제동기,28211,,제동장치및부분품(자동차부품),3802784,,젤라틴,94627,,조제윤활제,152875,,조미쥐치포,25874,,조화및모조장식품,20421,,조타기,20869,,조타기,63757,,종이라벨,550897,,종이가방,178232,,조화및모조장식품,17794,,종이라벨,720165
전축,205369,TRUE,전기량측정및검사용기기,284517,,전기량측정및검사용기기,302126,,제과용혼합분말및반죽,217385,,제동기,...,,제트유,9450514,,조제수프,85126,,조미오징어,227216,,조향장치및부분품(자동차부품),4382030,,조제윤활제,243647,,조제윤활제,234357,,종이기저귀,916817,,조화및모조장식품,56070,,조타기,16691,,종이기저귀,601989
전지분유,102082,TRUE,전기도금및전기분해용기기,10655,,전기도금및전기분해용기기,16365,,제강용선철,2472766,,제과용혼합분말및반죽,307753,,제초제(농업용),275191,,조제분유(우유기저),207507,,조명장치부분품,100617,,조타기,29018,,조제수프,78448,,조제수프,104481,,종이가방,166483,,조타기,10542,,조제윤활제,204020,,종이가방,202027
"전자회로용가변식축전기(콘덴서,CAPACITOR)",35508,TRUE,전기담요및장판,97209,,전기담요및장판,84176,,정형외과용기기및보청기부품,14286,,제강용선철,160409,,제철소부산물,126377,,조제계면활성제,293048,,조립용로봇,325109,,조제윤활제,181493,,조제분유(우유기저),331138,,조제분유(우유기저),383090,,조화및모조장식품,35210,,조제윤활제,171077,,조제수프,67049,,조화및모조장식품,14070
전자혈압계,39992,TRUE,전기난로,36748,,전기난로,34557,,정형외과용기기,48532,,정형외과용기기및보청기부품,25994,,제조업,1083921476,,조미쥐치포,21894,,조립식장난감,92797,,조제수프,64977,,조제계면활성제,316504,,조제계면활성제,290557,,조타기,49786,,조제수프,100967,,조제분유(우유기저),333707,,조타기,13947
전자키보드및신디사이저,...,TRUE,전기공급계기,62012,,전기공급계기,94690,,정지형변환기의부품,206393,,정형외과용기기,61216,,제재부산물,77811,,조미오징어,208847,,조립식건축자재(콘크리트제),112379,,조제분유(우유기저),197763,,조미쥐치포,19711,,조미쥐치포,32969,,조제윤활제,185509,,조제분유(우유기저),305346,,조제계면활성제,283442,,조제윤활제,190603
전자코일및인덕터의부품,84839,TRUE,전기고압용축전기(>=0.5KW),64459,,전기고압용축전기(>=0.5KW),77597,,정제혼합용원료유,...,,정지형변환기의부품,162961,,제올라이트,55544,,조명장치부분품,78446,,젤라틴,132357,,조제계면활성제,287600,,조미오징어,228238,,조미오징어,294338,,조제수프,99681,,조제계면활성제,317168,,조미쥐치포,32058,,조제수프,65668
전자커넥터(통신및전자기기회로용),154801,TRUE,전기경보및신호장치부품,72428,,전기경보및신호장치부품,62324,,정제어유가공식품,1575,,정제혼합용원료유,...,,제빵용기계,32542,,조립용로봇,314027,,제트유,21640663,,조미쥐치포,30944,,조명장치부분품,105234,,조명장치부분품,144293,,조제분유(우유기저),312865,,조미쥐치포,35175,,조미오징어,289967,,조제분유(우유기저),258334
전자총,229625,TRUE,전기·전자식진단및요법기기부품,27441,,전기·전자식진단및요법기기부품,54717,,정제당,709915,,정제어유가공식품,14001,,제분부산물,...,,조립식장난감,91828,,제초제(농업용),237602,,조미오징어,195446,,조립용로봇,564769,,조립용로봇,943191,,조제계면활성제,315018,,조미오징어,299937,,조명장치부분품,182245,,조제계면활성제,324136
전자집적회로부분품,51557,TRUE,전구및램프부품,34458,,전구및램프부품,33112,,정수기,433498,,정제당,774773,,제동장치및부분품(자동차부품),3356562,,조립식건축자재(콘크리트제),87520,,제철소부산물,506705,,조명장치부분품,89042,,조립식장난감,87142,,조립식장난감,111683,,조미쥐치포,34334,,조명장치부분품,109930,,조립용로봇,604885,,조미쥐치포,45487
전자응용가공공작기계의부품,43366,TRUE,적층가공지,184367,,적층가공지,309534,,정보용지,300529,,정수기,469257,,제동기,...,,젤라틴,187147,,제조업,1467149295,,조립용로봇,477910,,조립식건축자재(콘크리트제),178818,,조립식건축자재(콘크리트제),238511,,조미오징어,318456,,조립용로봇,674499,,조립식장난감,100324,,조미오징어,327972
전자유도코일및쵸크,181265,TRUE,저항용접기,71881,,저항용접기,104529,,정미기,55328,,정보용지,302112,,제과용혼합분말및반죽,404281,,제트유,16589328,,제재부산물,21980,,조립식장난감,89359,,젤라틴,150976,,젤라틴,148472,,조명장치부분품,132999,,조립식장난감,135509,,조립식건축자재(콘크리트제),301911,,조명장치부분품,192232
전자오르간,...,TRUE,저항기부품,27755,,저항기부품,13798,,정류기,183051,,정미기,66331,,제강용선철,103470,,제초제(농업용),226304,,제올라이트,62322,,조립식건축자재(콘크리트제),209440,,제트유,17612047,,제트유,10873769,,조립용로봇,1015366,,조립식건축자재(콘크리트제),279515,,조개통조림,X,,조립용로봇,643027
전자악기부품,32332,TRUE,저장용금속탱크,1335262,,저장용금속탱크,1740338,,접착테이프,1086501,,정류기,152378,,정형외과용기기및보청기부품,36859,,제철소부산물,216270,,제빵용기계,30517,,젤라틴,187319,,제초제(농업용),188772,,제철소부산물,103855,,조립식장난감,129426,,젤라틴,124347,,젤라틴,166150,,조립식장난감,156969
전자식모의훈련기기,31012,TRUE,저울부품,4725,,저울부품,4353,,접착지,161068,,접착테이프,1134326,,정형외과용기기,71715,,제조업,1449925863,,제분부산물,...,,제트유,17525811,,제철소부산물,213882,,제조업(10~34),1367080394,,조립식건축자재(콘크리트제),254271,,제트유,16999680,,제트유,16308183,,조립식건축자재(콘크리트제),397394
전자수첩,14467,TRUE,저압배전반(전압１０００Ｖ미만),775926,,저압배전반(전압１０００Ｖ미만),994013,,점화플러그,91591,,접착지,98562,,정지형변환기의부품,141701,,제재부산물,27224,,제동장치및부분품(자동차부품),5745935,,제초제(농업용),187936,,제조업,1441014853,,제재부산물,33531,,젤라틴,129564,,제철소부산물,X,,제철소부산물,383051,,조개통조림,X
전자석및영구자석의제품,47567,TRUE,저밀도폴리에틸렌,1722171,,저밀도폴리에틸렌,1177349,,점화및기타목적용와이어링하네스,1857574,,점화플러그,123692,,정제혼합용원료유,2168173,,제올라이트,71558,,제동기,49641,,제철소부산물,901189,,제재부산물,23918,,제올라이트,57158,,제트유,14031737,,제조업(10~34),1517922862,,제조업(10~34),1491723515,,젤라틴,188015
전자석및영구자석,200475,TRUE,쟁기,12733,,쟁기,14147,,점토타일,225570,,점화및기타목적용와이어링하네스,1758906,,정제어유가공식품,16014,,제빵용기계,54183,,제과용혼합분말및반죽,714273,,제조업,1448937062,,제올라이트,70939,,제빵용기계,45803,,제철소부산물,124098,,제재부산물,43383,,제재부산물,54771,,제트유,10066053
전자부품용변성기,439836,TRUE,잼및젤리통조림,143831,,잼및젤리통조림,90888,,점토벽돌,165601,,점토타일,194182,,정제당,1014120,,제분부산물,...,,제강용선철,...,,제재부산물,22478,,제빵용기계,52227,,제분부산물,12593,,제조업(10~34),1465087155,,제올라이트,45251,,제올라이트,44803,,제철소부산물,39516
"전자부품,영상,음향및통신장비",101099797,TRUE,재생타이어,101794,,재생타이어,118206,,점토기와,30180,,점토벽돌,174751,,정수기,482887,,제동장치및부분품(자동차부품),4502164,,정형외과용기기및보청기부품,28108,,제올라이트,96603,,제분부산물,4775,,제동기,X,,제재부산물,39636,,제빵용기계,71338,,제빵용기계,77153,,제조업(10~34),1717099039
전자복사기용지(소매용),129236,TRUE,재생윤활유및그리스,24515,,재생윤활유및그리스,34401,,절연코드및코드세트,535944,,점토기와,26881,,정보용지,154620,,제동기,...,,정형외과용기기,400357,,제빵용기계,32086,,제동장치및부분품(자동차부품),6456688,,제강용선철,34820,,제올라이트,52593,,제분부산물,33987,,제분부산물,X,,제재부산물,30011
전자기타,92730,TRUE,재생유,124342,,재생유,161471,,절연전선(옥내외저압배선용),1254294,,절연코드및코드세트,618644,,정미기,88068,,제과용혼합분말및반죽,694070,,정지형변환기의부품,170617,,제분부산물,3187,,제동기,...,,정형외과용기기및보청기부품,23594,,제빵용기계,64353,,제동기,39722,,제동기,66334,,제올라이트,32655
전자공업용화학화합물,462855,TRUE,재생용가공원료생산업,1697189,,재생용가공원료생산업,1963214,,절삭가공,2435515,,절연전선(옥내외저압배선용),1396450,,정류기,258571,,제강용선철,...,,정제혼합용원료유,2129679,,제동장치및부분품(자동차부품),6006527,,제과용혼합분말및반죽,636533,,정형외과용기기,186110,,제분부산물,12191,,제강용선철,X,,제강용선철,X,,제빵용기계,103980
전자계산관련기기,4171,TRUE,재생수지,289113,,재생수지,439576,,절단기,18956,,절삭가공,2836812,,접착테이프,1640923,,정형외과용기기및보청기부품,25146,,정제어유가공식품,65711,,제동기,...,,제강용선철,54162,,정지형변환기의부품,120855,,제동기,X,,정형외과용기기및보청기부품,26234,,정형외과용기기및보청기부품,40965,,제분부산물,43537
전용기,118977,TRUE,재생섬유직물,168117,,재생섬유직물,163325,,전투용차량,1033546,,절단기,17743,,접착지,97631,,정형외과용기기,300165,,정제당,1121541,,제과용혼합분말및반죽,740227,,정형외과용기기및보청기부품,24589,,정제어유가공식품,58650,,제강용선철,272501,,정형외과용기기,191545,,정형외과용기기,202585,,제동기,114168
전압조정기,40110,TRUE,재생섬유사,26141,,재생섬유사,4431,,전축,...,,전투용차량,1357060,,점화플러그,149608,,정지형변환기의부품,176141,,정수기,527610,,제강용선철,61616,,정형외과용기기,427181,,정제당,1094901,,정형외과용기기및보청기부품,21922,,정지형변환기의부품,135046,,정지형변환기의부품,130531,,제강용선철,X
전분,222288,TRUE,재생섬유,113245,,재생섬유,99189,,전자회로용가변식축전기,26035,,전자회로용가변식축전기,23732,,점화및기타목적용와이어링하네스,1692832,,정제혼합용원료유,...,,정보용지,385140,,정형외과용기기및보청기부품,23062,,정지형변환기의부품,137489,,정수기,1151532,,정형외과용기기,174013,,정제어유가공식품,21050,,정제어유가공식품,30230,,정형외과용기기및보청기부품,9076
전문신문및정기간행물,169897,TRUE,재생고무,21635,,재생고무,28993,,전자혈압계,18614,,전자혈압계,7950,,점토타일,253054,,정제어유가공식품,56162,,정미기,74640,,정형외과용기기,401915,,정제어유가공식품,124549,,정보용지,489395,,정지형변환기의부품,131917,,정제당,1098584,,정제당,1090859,,정형외과용기기,289650
전력선(송배전용),1324292,TRUE,재생가죽,...,,재생가죽,...,,전자코일및인덕터의부품,74662,,전자코일및인덕터의부품,91927,,점토벽돌,228980,,정제당,923262,,정류기,520857,,정지형변환기의부품,115922,,정제당,1034289,,정미기,48988,,정제어유가공식품,67040,,정수기,1139161,,정수기,853549,,정지형변환기의부품,149358
전등용소켓,62514,TRUE,재봉사,413123,,재봉사,282955,,전자커넥터(통신및전자기기회로용),327193,,전자커넥터(통신및전자기기회로용),473125,,점토기와,39684,,정수기,563633,,접착테이프,2084491,,정제어유가공식품,55247,,정수기,721507,,정류기,637600,,정제당,920706,,정보용지,491437,,정보용지,739519,,정제어유가공식품,173376
전등용및조명기용유리,39938,TRUE,재봉기부품,37189,,재봉기부품,48873,,전자총,24170,,전자총,...,,절연코드및코드세트,531142,,정보용지,371555,,접착지,120907,,정제당,1189789,,정보용지,351934,,접착테이프,2649941,,정수기,1213011,,정미기,62046,,정미기,68012,,정제당,1569412
"전동기,발전기및발전기세트의부품",456950,TRUE,재료시험기,103695,,재료시험기,108609,,전자집적회로부분품,401745,,전자집적회로부분품,238644,,절연전선(옥내외저압배선용),1599413,,정미기,85418,,점화플러그,216823,,정수기,668871,,정미기,50168,,접착지,174261,,정보용지,450791,,정류기,633003,,정류기,645100,,정수기,1079898
전기후라이팬,44168,TRUE,장의용목관,20341,,장의용목관,24134,,전자응용가공공작기계의부품,61933,,전자응용가공공작기계의부품,43470,,절삭가공,2785494,,정류기,357652,,점화및기타목적용와이어링하네스,2642039,,정보용지,405953,,정류기,242567,,점토타일,359862,,정미기,61664,,접착테이프,2657380,,접착테이프,2945415,,정보용지,492693
"전기회로개폐,보호및접속장치부품",297003,TRUE,장식용트리밍,6173,,장식용트리밍,8397,,전자유도코일및쵸크,173722,,전자유도코일및쵸크,211800,,절단기,20922,,접착테이프,1690784,,점토타일,268106,,정미기,69641,,접착테이프,2614504,,점토벽돌,199368,,정류기,636083,,접착지,188564,,접착지,189805,,정미기,59186
전기절연가공지,20183,TRUE,장식용조명세트,944,,장식용조명세트,1994,,전자오븐,...,,전자오븐,...,,전투용차량,1701311,,접착지,93743,,점토벽돌,229926,,정류기,277994,,접착지,142922,,점토기와,32656,,접착테이프,2907435,,점토타일,324201,,점토타일,273743,,정류기,741898
전기온수기,15194,TRUE,장식용도자기,6364,,장식용도자기,6564,,전자악기부품,18725,,전자악기부품,19770,,전자회로용가변식축전기,20023,,점화플러그,189361,,점토기와,38587,,접착테이프,2175947,,점화플러그,218625,,절연코드및코드세트,1105520,,접착지,182457,,점토벽돌,182857,,점토벽돌,167511,,접착테이프,3099415
전기애자및절연용물품,117182,TRUE,장석,9864,,장석,7328,,전자식모의훈련기기,46283,,전자식모의훈련기기,48224,,전자혈압계,8520,,점화및기타목적용와이어링하네스,2825021,,절연코드및코드세트,1043294,,접착지,121583,,점화및기타목적용와이어링하네스,3062546,,절연전선(옥내외저압배선용),1571081,,점토타일,359138,,점토기와,19085,,점토기와,22345,,접착지,184710
전기안마기,35210,TRUE,장부류,3901,,장부류,4794,,전자석및영구자석의제품,48412,,전자석및영구자석의제품,61387,,전자코일및인덕터의부품,76642,,점토타일,274015,,절연전선(옥내외저압배선용),2258189,,점화플러그,263089,,점토타일,328046,,절삭가공,5645752,,점토벽돌,187951,,절연코드및코드세트,1143655,,절연코드및코드세트,1204124,,점토타일,231099
전기식헤어드라이어,25691,TRUE,장난감부품,11790,,장난감부품,11848,,전자부품용변성기,708598,,전자부품용변성기,261111,,전자커넥터(통신및전자기기회로용),501107,,점토벽돌,241764,,절삭가공,4814981,,점화및기타목적용와이어링하네스,2700646,,점토벽돌,197485,,절단기,67619,,점토기와,24438,,절연전선(옥내외저압배선용),1914713,,절연전선(옥내외저압배선용),1711645,,점토벽돌,168128
전기식이미용기구부품,7385,TRUE,장갑(편직결합),135767,,장갑(편직결합),167163,,전자부품실장기판,921381,,전자부품실장기판,1045875,,전자총,...,,점토기와,39325,,절단기,39952,,점토타일,279714,,점토기와,35050,,전투용차량부품,505838,,절연코드및코드세트,1200914,,절삭가공,6127443,,절삭가공,5835613,,점토기와,17634
전기식교통통제장비의부품,28665,TRUE,작업용수공구,52718,,작업용수공구,79527,,"전자부품,컴퓨터,영상,음향및통신장비제조업",150543409,,"전자부품,컴퓨터,영상,음향및통신장비제조업",170345272,,전자집적회로부분품,295965,,절연코드및코드세트,752713,,전투용차량부품,137253,,점토벽돌,205582,,절연코드및코드세트,905763,,전투용차량,784453,,절연전선(옥내외저압배선용),1910357,,절단기,79794,,절단기,79378,,절연코드및코드세트,1464597
전기식교통통제장비,132762,TRUE,자전관,...,,자전관,36257,,전자복사기용지(소매용),71486,,전자복사기용지(소매용),144912,,전자응용가공공작기계의부품,50408,,절연전선(옥내외저압배선용),1906922,,전투용차량,1593960,,점토기와,36705,,절연전선(옥내외저압배선용),2317981,,전자회로용가변식축전기,35757,,절삭가공,6275352,,전투용차량부품,503476,,전투용차량부품,501167,,절연전선(옥내외저압배선용),2105541
전기식간판,383102,TRUE,자전거타이어,...,,자전거타이어,8182,,전자기타,79304,,전자기타,66523,,전자유도코일및쵸크,286781,,절삭가공,5172232,,전자회로용가변식축전기,28720,,절연코드및코드세트,901872,,절삭가공,5455602,,전자혈압계,7725,,절단기,71378,,전투용차량,810071,,전투용차량,1273019,,절삭가공,7025830
전기비데,141974,TRUE,자전거전용부품,6964,,자전거전용부품,4668,,전자공업용화학화합물,1449983,,전자공업용화학화합물,1742119,,전자오븐,...,,절단기,54562,,전자혈압계,12148,,절연전선(옥내외저압배선용),2508275,,절단기,65298,,전자코일및인덕터의부품,44924,,전투용차량부품,453504,,전자회로용가변식축전기,45051,,전자회로용가변식축전기,46730,,절단기,84015
전기보일러,36314,TRUE,자전거,10126,,자전거,8586,,전자계측기,171213,,전자계측기,183780,,전자악기부품,14797,,전투용차량,1625218,,전자코일및인덕터의부품,34271,,절삭가공,5001699,,전투용차량부품,252890,,전자커넥터(통신및전자기기회로용),1103466,,전투용차량,616263,,전자혈압계,6310,,전자혈압계,5717,,전투용차량부품,452735
전기및전자기기용플라스틱제품,676670,TRUE,자수제품,223763,,자수제품,123319,,전용기,102434,,전용기,290259,,전자식모의훈련기기,63320,,전자회로용가변식축전기,27408,,전자커넥터(통신및전자기기회로용),735950,,절단기,60232,,전투용차량,1826819,,전자총,X,,전자회로용가변식축전기,34273,,전자코일및인덕터의부품,52530,,전자코일및인덕터의부품,55134,,전투용차량,925006
전기면도기,13834,TRUE,자석및자석제품의부품,93056,,자석및자석제품의부품,55019,,전압조정기,24887,,전압조정기,41316,,전자수첩,...,,전자혈압계,11238,,전자총,...,,전투용차량부품,162797,,전자회로용가변식축전기,34960,,전자집적회로부분품,869858,,전자혈압계,X,,전자커넥터(통신및전자기기회로용),1190050,,전자커넥터(통신및전자기기회로용),1377174,,전자회로용가변식축전기,146211
전기로,118153,TRUE,"자물쇠,열쇠및관련부품(자동차용제외)",160264,,"자물쇠,열쇠및관련부품(자동차용제외)",41358,,전시및광고용조명장치부품,10271,,전시및광고용조명장치부품,68015,,전자석및영구자석의제품,53410,,전자코일및인덕터의부품,37442,,전자집적회로부분품,1304728,,전투용차량,1256601,,전자혈압계,12663,,전자응용가공절삭기계의부품,87442,,전자코일및인덕터의부품,63379,,전자총,X,,전자총,X,,전자혈압계,12487
