목제의문및문틀,,,,,,,205819,,,291222,577817,689770,521577,503411,587521
목제패널,,,,,,,277380,,,293705,303001,293076,284998,267521,281434
목제의건물부착물,,,,,,,111474,,,142492,164602,142344,134565,131836,152340
목제깔판류및기타적재용판,,,,,,,597375,,,644567,625267,631959,638476,633331,711121
목제통및관련부품,,,,,,,24914,,,27062,25839,29117,24326,42557,21770
목제의포장및운반용상자,,,,,,,414856,,,472596,454905,495780,484250,432822,487010
목제의케이블드럼,,,,,,,30974,,,38855,24805,26520,30685,31783,26616
목제도구및부품,,,,,,,9168,,,9207,10619,11998,13077,10509,12672
주방용또는식탁용목제품,,,,,,15924,14532,17060,21144,29371,28485,27895,29345,24728,34363
목제그림틀및사진틀,,,,,,,19679,,,4531,5816,9620,7085,9223,7068
기타장식용목제품,21760,26048,18323,6742,5164,4975,9816,9294,18282,19604,19377,16944,13618,13712,16826
장의용목관,14703,20341,24134,15678,10438,18046,16368,15795,11093,11792,10162,13298,13633,12970,20024
기타목제품,12341,24140,46239,32075,24144,30324,30450,43309,41293,38988,64927,67443,98370,117372,93112
콜크및콜크제품,,...,2687,...,...,1620,2184,...,...,...,X,X,X,X,X
대나무돗자리,5482,5149,4658,...,...,...,...,...,...,...,X,4043,4020,5279,X
기타조물제품,4234,3179,3830,5667,6984,11389,2672,...,...,2460,X,X,X,X,X
"펄프,종이및종이제품제조업",14017732,14368807,14592167,14576875,17151508,16834986,20729390,20846829,21504710,21460798,22035566,22423880,23225149,23064420,25426517
화학펄프,,,,...,...,...,...,...,...,...,X,X,X,X,172705
기타펄프,,,,,,...,...,...,...,15033,13876,7660,24983,X,X
신문용지,1152394,957333,995584,971835,1130363,983327,1160922,1133720,1175745,1033545,1172822,851142,693372,777563,354782
백상지,739679,846144,842888,844688,954681,1050534,1295315,1085034,1272192,1147486,995641,1141344,1375205,1453066,1199980
중질지,180604,193408,154433,156566,200239,325428,215156,236411,241272,216029,142176,149081,198518,244872,471125
인쇄용박엽지,329662,,,,,,,,,,173139,149351,146379,126735,193789
아트지,1563790,1390147,1227987,1342489,1733511,1604877,1982208,1985278,2053957,2052391,1756976,1689513,1672285,1219765,1282608
정보용지,,107552,231048,300529,302112,154620,371555,385140,405953,351934,489395,450791,491437,739519,492693
지폐용지,,,,...,...,...,...,...,...,...,X,X,X,X,X
수제지,,18802,20671,344627,428353,434325,33110,22113,20457,29187,27653,15443,13917,13268,23303
기타인쇄및필기용지,113510,323045,265904,56947,32083,146620,163766,65691,61198,48066,72635,61190,53012,51787,36350
크라프트지,,178013,127253,200578,178468,164486,201509,237283,220580,181642,239032,236390,198098,188703,263007
골판지원지,,1202432,1231319,1228020,1513870,1436799,2232629,2031433,1966099,1938821,1997158,2550461,2545623,2431736,3133989
백판지,,,,461744,757452,615643,800328,753268,751476,645490,708184,728568,782016,795896,736844
기타판지,,530460,442346,...,31479,35970,...,38614,...,...,14961,28470,11762,16810,X
적층가공지(박지),,,,345095,372731,373281,427575,397208,416313,441497,715859,680502,664101,555386,709244
포장지,173337,257415,330129,292869,263386,321489,295338,294913,348569,289040,366676,372293,369549,380914,461541
접착지,229580,,,161068,98562,97631,93743,120907,121583,142922,174261,182457,188564,189805,184710
기타가공지,,481875,355277,202848,185640,257618,321498,268121,241238,221469,178882,180256,150656,120483,96080
위생용지,,121665,148893,152245,163177,184122,264156,290697,570311,559100,246859,271753,287836,316927,315344
기타위생용지,,,,,,,,,,,21103,22062,X,64259,X
기타종이및판지,,358595,268977,23610,97368,16142,101918,169635,101037,104441,83667,94528,97319,85876,31490
골판지,647206,612905,601866,339206,440128,406415,739123,597438,574866,670578,721739,945974,1064827,950409,1210324
골판지상자,2011921,2231104,2283604,2458675,3141960,2920213,3670968,3954062,3951463,3983187,3959546,4055165,4309949,4401774,5432838
기타골판지제관련제품,21808,42723,46193,35828,25914,23818,75882,62392,37939,56829,51415,56042,47262,31588,39026
종이포대,,121098,122754,120560,144389,167125,212149,228113,215216,237625,227411,226749,229794,251990,238702
종이가방,117214,182474,132973,107188,122719,135755,135162,145060,128263,141008,179579,166483,178232,191371,202027
판지상자및용기,,,,386674,393366,383336,514025,516892,563018,582216,625949,615724,692249,674043,878820
식품위생용종이상자,,,,74056,92264,108396,82775,84733,106103,109111,149349,189403,209652,255011,326299
식품용종이용기,,361553,392878,133022,154211,206866,307733,261705,268354,283596,342967,381077,388901,405806,384223
기타종이상자및용기(판지및골판지이외),,,,131225,132264,227508,337037,356348,404621,419230,378531,387198,380611,414693,517097
지관(판지및골판지이외),,,,243459,253169,254616,234058,257976,274459,290481,294200,290589,307141,278642,316473
전자복사기용지(소매용),129236,122039,122149,71486,144912,81191,74567,76128,61454,53188,98307,62662,61681,64182,64552
노트류,,123005,168082,183182,168719,189669,161869,180162,133005,181338,198222,175882,168158,198094,191314
컴퓨터용지,151443,157525,147148,135754,170091,169606,142053,157045,140804,124020,120626,112391,134667,115297,122979
앨범,73603,63962,48995,42310,52894,26515,22255,46813,38050,39504,40759,42556,45624,46815,56425
바인더,67009,69012,67801,56660,49656,44170,56053,61798,52198,56271,43876,36702,60938,50519,52440
사무용봉투,,137376,155994,124116,79990,56525,58897,74428,74694,74918,64030,57542,71343,61478,71875
장부류,,3901,4794,...,...,3718,6798,4345,10831,9261,7900,8596,9269,X,X
기타문구용종이제품,,25290,58670,75806,59614,141969,84901,62378,88337,115612,87299,104146,81727,91064,94437
화장지,396927,420284,674605,786384,763736,693666,938799,1166586,1147847,1226920,1015431,1098779,1263019,1204661,1318643
종이타월,25135,40991,70600,109898,171539,320414,297024,316941,354005,398239,773361,672454,635535,666897,863560
종이생리대,175927,167971,162914,167466,273897,270785,372178,493310,479429,479951,430067,272717,210374,366874,435833
종이기저귀,263572,240187,337614,381213,505781,380878,539496,643343,673346,725037,938753,916817,776405,643895,601989
기타위생용종이제품,21739,140421,39146,26988,17143,27983,43732,...,6011,12120,8335,6134,5805,11579,19285
종이벽지,134858,220620,247106,231732,286478,276156,296821,287207,271618,320964,327034,344399,390148,277307,252487
직물벽지,88190,,,52766,44472,34357,27070,64933,91967,96205,121170,86673,79776,154629,139098
장판지,,,,...,,,...,...,...,...,X,X,X,X,X
여과지,,72525,71688,115582,127448,140245,166853,169896,172863,175286,197770,218874,256769,272643,273373
종이라벨,205607,162191,203055,188204,175304,248696,426389,427977,498273,504349,529375,550897,601413,659496,720165
식품용종이제품(용기및상자제외),,,,129303,137174,125289,197106,218650,240324,239014,283693,243776,279371,274263,262350
기타종이및판지제품,74775,100216,102379,89464,87476,73601,63497,32912,46768,38267,50296,57527,76675,76179,83271
인쇄및기록매체복제업,,,,427419,509133,345796,276029,427916,397428,433441,429604,390494,533699,568429,529740
인쇄판,35171,124588,288120,334327,394662,238906,175107,345654,335400,360341,384234,357287,504370,534961,491967
오디오복제물,89876,81633,79623,,,,,,,67593,38574,X,X,X,37773
"코크스,연탄및석유정제품제조업",,,,68694211,102602269,79366964,137925742,146591534,136229122,130996281,76396206,96257673,119440834,113581814,110984157
석탄코크스,9473,...,...,12638,17184,24649,41793,49000,58070,43426,38852,64596,X,X,226829
콜타르(조상의것),...,...,...,...,...,...,...,...,390919,411293,200089,227541,182386,105044,X
연탄,61544,69113,144523,124670,149151,147847,199555,182288,187795,160150,138510,110507,112596,82594,75814
응집탄,...,...,...,,,...,,,,31373,,,,,X
휘발유,3527869,4525691,6194575,6639381,10016855,10065641,19104256,20403547,18782849,18880981,10326120,13981660,17916684,15812517,17659951
제트유,2278739,4235678,7225995,8487366,13550364,9450514,16589328,21640663,17525811,17612047,10873769,14031737,16999680,16308183,10066053
등유,3401162,3403195,3756055,3285091,3692947,4576846,6388634,6284997,5941698,4231844,1681830,2441058,3037616,2735568,3119169
경유,7867792,12034558,19270813,22255073,33203665,24668599,47876606,47605423,44242971,43283178,23026914,30909152,39851844,37149630,35238353
경질중유(벙커A유),,,,,,...,...,...,...,...,X,X,X,X,X
중유(벙커B유),,,,392684,2457827,4185929,966399,231357,179649,166152,241282,310226,357144,412664,276903
벙커C유,5276148,7247105,9793027,9230900,13412933,7717105,14514388,13288932,11887955,8812706,6661064,5883832,7638788,7110240,8259498
나프타,3008258,3517837,6300637,9853695,13180869,7362010,13380918,22502765,21012866,21086925,10568494,13192752,16070141,16315359,15498136
솔벤트,,,,,,,,,1054258,1116033,645124,899470,1191996,1684839,1688107
윤활기유,,,,,,,,,4579785,4972898,4191293,5189236,5968830,5693759,7641110
프로판가스,,,985034,717171,1173025,988411,2058813,1624332,1079346,1222349,718307,886604,1295183,1223593,1534617
부탄가스,,,2027796,2142883,2673616,2004631,2955468,2669718,2720391,2341759,1719706,2319790,2399995,2324422,1968153
윤활유(석유기저),858481,1042601,1509981,1371813,1958931,1482567,2680396,2582788,2605250,2538396,2340474,2397803,2563868,2811698,3385065
그리스(석유기저),36893,43674,40606,39057,101439,676144,77499,101318,107750,98597,89310,83653,107596,92645,125802
재생윤활유및그리스,16451,24515,34401,44766,51325,45387,219766,204616,185873,192228,128678,117571,147291,109360,162157
파라핀,79681,68963,121323,121032,222011,175013,1224768,254708,220282,224416,90756,130670,100093,147810,140209
아스팔트,592611,879536,990851,1393725,2125456,2000047,3279654,2892148,2934064,3089067,1752151,2204654,2515024,2371502,2359578
재생유,98497,124342,161471,143611,196225,180556,426928,366485,405226,355335,398386,495833,496571,525293,883882
기타석유정제품,17008,21169,36477,50534,147949,1077171,13738,...,...,2168,504485,308948,345754,415191,496794
화학물질및화학제품제조업;의약품제외,,,,87237207,111456045,109147236,163970283,167995218,166461893,158892114,143156345,156313761,172435217,161874422,197059998
혼합부탄,,,,,,,,,591838,301334,230954,181543,205599,208324,271351
에틸렌,1696283,2100590,2641764,3143898,5037568,4201045,6232016,5864078,5276835,4798111,3142017,3805372,4469001,4077920,5007937
프로필렌,1315910,1774609,1967590,2495355,4022612,4068030,5584849,6081676,5559979,6063566,4823855,5076137,5450970,5133039,6284191
부타디엔,471611,526185,892515,891020,1391026,1112065,3485439,3509130,2390574,2588874,1370111,1717222,2067429,1452515,1552835
기타비환식탄화수소,172617,179935,170120,223228,291507,530924,104454,...,...,...,481227,272001,263923,342753,518170
알킬벤젠,,,,1412599,1622406,1433146,2988856,3845613,...,...,X,X,X,X,X
벤젠,846536,1879739,1927279,,,,,,5149860,6051142,3658129,5284143,5460181,5378291,6879793
톨루엔,806539,994543,1787291,1767841,2031228,1400901,3526706,3496491,2296626,1788155,988030,920790,995411,889108,931197
디니트로톨루엔(DNT),,,,,,,,,...,...,X,X,X,X,X
파라자일렌(P-X),,,,,,,,,10457700,12321846,9923462,13032740,15697622,13108856,12063841
올소자일렌,,,,,,,,,...,...,X,X,X,X,X
스티렌모노머(SM),,,,,,,,,5285613,5450197,2918069,3545601,4848127,3954334,3830004
자일렌(Xylene),,,,,,,,,2313489,2348237,900579,1310340,1630290,1858074,1834945
기타환식탄화수소,280981,302128,300656,144771,229074,37028,...,54761,...,...,X,X,X,X,24571
이염화에틸렌(EDC),41414,45662,71038,97472,206860,35328,97457,252872,877008,744628,488759,X,X,532460,571584
염화비닐모노머(VCM),,,,,,,,,1812279,1271424,593209,763514,778912,943292,915424
기타탄화수소유도체,248208,665529,1266386,1290036,856348,606938,988222,984334,933194,999382,527258,616927,899377,820913,1098974
숯,21406,25404,28178,16765,17919,15700,19499,19886,21849,19194,16916,14907,16006,16498,17889
기타검및나무화합물,13938,15780,19979,17062,23186,32990,52322,49764,29295,56650,63401,71358,89410,98265,113958
콜타르피치,,,,,,,,,,,89222,130814,179671,220032,136409
석탄화학물,71305,77775,84278,270908,394647,275158,136406,99146,84201,92572,140386,174617,169207,151705,206308
부탄올,...,...,...,...,...,...,...,...,...,...,174741,136568,164116,124432,120466
옥탄올(2-EH),,,,,,,,,,454310,339623,410974,263005,313843,379114
메탄올,13195,18549,7883,12563,12922,...,...,...,...,...,X,X,X,7153,7348
에틸알콜(공업용),43939,49933,55849,54297,63021,167024,73879,...,50468,51491,120232,111127,135809,104798,131077
에틸렌글리콜(EG),705215,989488,703167,770167,967088,1034398,1574012,1540835,1476004,1658796,1087207,1123978,1508529,1304020,927366
프로필렌글리콜(PG),...,...,...,...,...,...,...,...,...,...,X,X,X,X,X
폴리프로필렌글리콜(PPG),411715,513751,823285,1050892,1313293,923848,1148990,1346100,1277966,1572760,1083771,1131978,1167172,1206113,1826087
페놀,...,...,...,...,315070,460595,854215,439137,984251,892531,239631,332530,453425,401885,608948
기타알코올및관련유도체,224974,329358,293809,362303,116665,75644,178710,62252,148488,41207,98015,149563,162504,115327,194674
공업용지방산,73561,47896,40673,...,...,121888,151560,...,66086,54640,X,X,X,X,120906
초산,226138,275818,223993,298249,325369,272932,...,...,...,...,105473,177212,300535,180841,383111
초산에틸,...,...,...,44876,...,...,...,...,...,...,X,X,X,X,X
아크릴산,...,...,...,118755,125584,...,,...,...,...,X,X,X,X,125075
무수마레인산,38590,36632,44714,45200,47134,54532,67236,57406,19872,66433,81477,52285,64641,57763,73568
무수프탈산(PA),216961,275230,280039,368721,357383,341725,478849,554951,470419,349010,257469,294264,307464,291060,245128
테레프탈산(TPA),2873521,3883088,3821961,3759028,4813880,5769277,8204625,7243223,6549982,4593954,2779600,3471572,3851406,3716894,3210706
메틸메타크릴레이트(MMA),...,...,...,...,...,...,...,...,481700,491273,545883,654807,664865,481353,510375
아크릴레이트,...,...,...,293306,183289,485553,370543,261299,497726,249312,619513,786154,569887,457626,429477
기타카르복실산및그유도체,293970,455209,510305,664509,515761,496495,210029,271498,201337,146157,118126,78264,142748,130619,106266
메틸터셔리부틸에테르(MTBE),,,,,,,,,,,213686,253155,267788,385747,171071
아민,35785,40393,66477,68421,109533,118506,228764,78539,68246,95666,152994,209787,104227,115465,182115
아크릴로니트릴(AN),422647,473742,726355,734514,856262,760791,...,...,...,...,X,X,X,X,1172956
톨루엔디이소시아네이트(TDI),,,,,,,,,,,832405,1372357,1270933,862351,962762
메틸렌디페닐디이소시아네이트(MDI),,,,,,,,,,,,,,,1927682
멜라민,...,...,...,,,,,,...,...,,,,,X
카프로락탐(CPLM),,,,,,,,,,,X,X,X,X,X
아세톤,56468,50717,105095,253069,220901,211895,...,...,303074,365821,231171,348811,366299,233650,476060
가소제,473358,602396,613764,560353,863195,847555,1272390,1200699,1311540,1218989,986381,1055241,1169062,1063209,926987
ECH(에피클로로히드린),,,,...,...,...,...,...,...,...,X,X,X,X,X
산화프로필렌(PO),,,,,,,,,,...,X,X,X,X,X
초산비닐,,,,,,,,,,...,X,X,X,X,X
아디핀산,,,,,,,...,...,...,...,X,X,X,X,X
BPA(비스페놀A),,,,,,,,,,1332975,814375,876362,1173488,1011610,1633871
고순도이소프탈산,,,,,,,...,...,...,...,526054,X,X,X,X
폴리테트라메틸렌에테르글리콜(PTMEG),,,,,,,,,,,X,X,X,X,305008
포르말린,31472,62360,54628,63204,67460,40596,...,35847,...,...,X,33085,X,X,88161
기타기초유기화합물,808174,666481,686286,482558,905796,349695,1157518,446840,624791,617835,1035157,1255885,1298805,1384377,2003665
수소(Hydrogen),,,,,,,,,,955535,975114,1313104,1258099,1332389,1452748
질소(Nitrogen),,,,,,,,,,710230,888168,1039074,1163750,1347326,1584688
산소(Oxygen),,,,,,,,,,433857,444079,629791,528446,554312,689639
아세틸렌가스,8455,9863,26640,18494,20694,22150,36785,29797,27539,26985,24052,37181,37332,41056,44380
이산화탄소,57249,54509,127346,147090,178714,190977,129821,124502,145212,149831,130291,142094,169253,175797,271553
아르곤가스,32607,51731,66385,98896,131638,142269,125456,177634,260116,340976,270692,299028,367745,262965,288686
희소가스,,,,,,,,,...,...,X,X,X,X,X
기타산업용가스,161606,181585,141367,281996,395110,285491,297922,338234,370158,636859,710087,909475,706357,846742,1143960
구입한압축및액화가스의정제,,4525,...,2301,...,...,...,...,29650,57565,124399,135148,102478,124376,115987
염소,98976,127313,175521,160152,211461,208430,244606,260521,270976,215520,208617,195625,170907,164435,237005
염산,32347,24811,53731,53338,71743,50940,125722,62929,36891,50016,86117,100984,80192,112325,89453
수산화나트륨(가성소다),,,,,,,,,502067,497901,723952,961714,1154462,1099355,894899
염소산나트륨,,,,,,,5402,...,6792,5627,4884,4494,9181,9412,16985
기타가성소다,,,,193151,393233,287803,608308,219911,351001,365294,276795,351902,344380,381277,344897
소다회,50154,10976,9399,12055,11817,...,...,...,...,...,X,X,X,X,X
기타소다공업제품,53418,49084,42082,36534,31662,96150,46768,52604,48669,66842,83338,60104,57816,136866,82105
카본블랙,332606,354207,438875,475068,764324,625426,925709,947858,1068626,889519,571242,732331,933032,827829,834316
화이트카본,,,,...,...,...,...,...,...,...,X,X,X,X,X
이산화규소,55278,98824,98511,...,...,,...,...,6420,...,X,X,X,X,X
과산화수소,98576,117022,99991,129094,141895,168477,251465,340641,455720,340362,371655,486370,530492,531786,697032
황,52352,322692,60111,50309,49361,31383,97117,242957,175304,159831,114486,177110,230943,262545,247537
합성귀석,72427,...,62454,...,...,...,,...,,,,,,,X
오산화인,,,,,,,224121,137697,134690,141845,61843,20239,15583,13398,12290
기타비금속화합물,7797,19910,36490,38480,89336,113498,,,5914,9241,19877,37660,89000,79386,79931
황산,76542,87560,102629,110610,354664,118942,1985180,253579,417340,210195,175321,219138,263797,357389,376211
인산,53475,75126,45691,32750,51102,27231,19590,15332,15080,22431,46748,86733,104243,94508,103361
기타무기산,,,,,...,...,,,,...,27766,X,X,35005,18937
황산알루미늄,43282,42158,63690,40834,43918,30573,39975,47476,40362,33106,38895,51548,73439,89902,85523
황산마그네슘,5561,4811,6298,...,...,...,35808,30849,28897,...,8603,8543,24709,X,X
탄산칼슘,149140,165531,182281,212817,191582,327267,216247,208152,210678,206523,329768,274450,292721,264155,392300
규산소다,37046,37235,34650,38057,34469,40255,60094,47512,36466,69112,93582,67954,61000,67168,71100
시안화나트륨,63621,...,...,...,...,...,...,...,...,...,131409,164255,154441,158903,X
수산화알루미늄,...,...,...,...,74715,80294,66129,...,101807,96117,X,88598,82625,84051,126792
탄산칼륨,,,,...,...,...,...,...,...,...,X,X,X,X,X
기타칼륨염,,,,74385,157266,...,...,132899,169600,198386,39853,15949,X,X,X
기타금속무기화합물,265660,292281,171708,148983,157651,200855,171899,190988,178029,216372,215125,233747,243140,265531,513740
핵연료,...,...,...,...,137318,...,...,...,...,...,X,X,X,X,X
폴리실리콘,,,,,,,311372,1325952,1181113,1395033,1406954,1308421,959456,853365,341327
잉곳및웨이퍼(태양전지용),,,,,,248159,907898,530542,461598,438161,330063,230357,150917,41735,X
아연화,88538,101806,215227,245172,222404,209328,271752,199959,198469,164301,258144,233466,345115,278714,266722
산화티타늄,72321,73375,89532,155610,104560,129609,197814,...,182557,117620,93412,104323,98734,102793,111237
산화철,29887,32487,23196,31906,77667,106067,156546,157979,141268,131448,66834,79680,58808,61151,86752
기타무기안료,74399,125388,88757,79092,53717,45460,85318,152991,123548,87411,109856,94011,69867,93442,116695
천연색소,...,...,3747,6041,6433,11707,78471,18495,12075,...,X,X,X,X,X
유연제,159836,177596,173938,192994,196726,128406,110876,147543,153315,153113,81471,104837,84238,81100,59235
분산염료,94277,79212,57151,65251,160061,166931,211904,153637,203958,174209,78707,122787,149836,130419,236585
산성및매염염료,93122,88154,76284,25429,27218,32519,45109,34259,39728,37716,103046,60786,70113,43476,50279
직접염료,67932,10757,38889,29177,29672,27118,46716,39450,42588,46464,24669,37255,42877,41678,75944
반응성염료,149614,143668,94118,103852,72678,70169,103132,119210,96886,166625,153681,192887,154723,128959,169055
형광염료,38438,47293,52338,49002,57037,61087,56731,36505,40311,36341,32194,36977,45131,44413,38767
플라스틱착색제(마스터배치),200688,223775,264216,283064,280974,366862,556638,692744,704106,690977,754629,554917,555549,491828,645283
색소중간착색제,,,,26358,23128,12855,15941,5363,46430,29881,109733,66581,63061,74006,68296
기타합성염료,94554,80152,161828,17944,32838,81120,94945,98030,49948,55232,107464,64898,61898,81516,48770
레이크계안료,89963,78481,77350,113528,115581,114805,85879,102728,160400,183655,122589,125703,116532,111906,103018
색소안료,50654,102840,108255,83297,99006,72333,68149,202167,162783,209820,211322,262829,238139,248614,277898
SBR,386256,478100,...,552100,1207529,1020248,1755906,1933246,760561,686271,793396,1072656,1000626,461550,1033158
BR,...,...,...,...,...,...,1706217,1825009,1254753,1278882,1003542,1058862,1030520,1085110,950615
SB라텍스,135681,172278,186272,177457,196187,166029,601636,787472,1185343,1099319,696964,1231888,1216250,1818348,1807090
기타합성고무,182114,494528,614463,651728,365522,586655,740538,734518,792906,937955,725707,968238,905669,992297,1718967
고밀도폴리에틸렌(HDPE),,,,,,,,,,3558069,4108307,3940068,4386651,3685461,4862231
저밀도폴리에틸렌(LDPE),,,,,,,,,,4587231,3715721,4020653,4387283,3834218,4133413
폴리스티렌(PS),,,,,,,,,,2140288,1976016,1701910,2010035,1628435,1807137
ABS수지,1584473,1859640,1595532,1865548,1939841,2359323,3047535,5311497,4563534,3574383,3346724,3690188,3661799,3660810,5081930
PVC수지,1104190,1344711,1156989,1201123,1443354,1494900,1854916,2460502,2406764,1889377,1866758,2017112,2052073,1762290,2142000
폴리프로필렌(PP),,,,,,,,,,8642139,7195658,7688732,8827918,8358268,9292858
에폭시수지,274230,278693,650939,953477,627351,521412,884255,1129853,1072479,917492,1184993,1254733,1476037,1580704,2713753
실리콘수지,,,159120,231426,659943,737655,896528,975076,981001,964850,923848,1038013,1172484,982677,1197630
불포화폴리에스터수지,198863,255351,276419,240928,279777,238001,340493,353979,315525,356957,432765,404022,397040,589627,578328
선형폴리에스터수지,1175193,1312604,1444035,1476133,1736121,1538894,1445482,1241539,1226398,1480741,1200938,1059560,1017208,1196812,901163
아크릴수지(PMMA),,,,,,,,,,623819,301863,442620,938495,723501,513603
요소수지,31157,31088,21289,32884,23188,17911,24170,25317,20049,11645,10950,13605,37841,63118,X
멜라민수지,38217,21394,17256,24169,26657,47042,110853,103376,36035,91703,75329,86317,83640,88463,80895
페놀수지,122419,146009,137577,165491,97567,149341,240634,346292,346995,227662,181068,212033,173014,179868,295631
폴리우레탄,323684,347383,306543,380201,528473,375022,638365,584219,567065,793641,766289,979562,872398,751933,864419
엔지니어링플라스틱수지,878484,1164382,873915,922715,2277433,2272491,4525541,4351788,3986992,2741355,4880468,4875629,5618382,4316400,5709156
석유수지,,,,162650,377726,206589,...,...,...,...,X,X,X,X,327527
PETG수지,,,,,,,...,...,...,...,X,X,X,X,X
셀룰로스에테르,,,,,,,...,...,...,...,X,X,X,X,X
K-RESIN,,,,...,...,...,...,...,...,...,X,X,X,X,X
폴리에틸렌테레프탈레이트(PET),,,,,,,796972,,,401324,484066,748281,722988,649639,961706
기타합성수지,740986,856151,1378441,925143,921291,1371089,6243,294990,1896751,657702,1315162,1137401,1248854,1618312,2435223
구입한수지의배합물,1507749,1632150,1511134,1545130,1655998,1322278,1433650,1475375,1402671,1458276,1204388,1203101,1375103,1300368,1766148
재생수지,227658,289113,439576,299904,426826,477718,822469,788920,743052,786478,732690,866611,912769,922034,1090884
질산,70792,103066,104165,83667,111019,91894,...,...,160276,169984,141579,151530,145879,139783,213224
암모니아,13075,19994,119296,112709,36446,119319,207906,227541,291998,211074,303784,259629,369891,350596,456645
요소,41465,...,...,...,...,167621,173436,113710,15542,...,54195,55504,50871,X,204515
황산암모늄,42543,64281,54073,...,215002,130444,477789,223724,164897,62445,X,X,X,X,X
기타질소비료,163304,247555,147421,88070,10036,15075,...,...,...,...,6765,9335,16778,25958,75266
인산비료,43808,48283,55646,30222,15214,57110,...,...,...,...,X,X,X,X,X
복합비료,602525,642459,599123,946973,1439248,1234177,1198257,1308992,1230402,929082,953962,920161,927623,903699,1060844
기타화학비료,,,,,,,,,,,14207,18570,19165,56963,12750
유기질비료,196607,213544,325523,307154,341816,370124,494697,521127,456017,537500,527800,604194,578819,608852,589689
기타비료,107307,147072,143901,121232,141248,139999,153874,165446,177993,185469,107544,73551,98266,146932,228627
가정용화학살균및살충제,,,,,,,,,,,264172,276185,308443,287078,449919
화학살충제(농업용),,,,,,,,,,,634331,507520,531807,517849,580745
화학살균제(농업용),,,,,,,,,,,242556,302566,364532,400032,467277
화학제초제(농업용),,,,,,,,,,,239373,254729,268247,214443,215086
화학생장조절제,,,,,,,,,,,14180,21992,25571,21129,23030
"기타화학살균,살충제및농업용약제",,,,,,,,,,,84768,45855,44364,45919,54399
가정용생물살균및살충제,,,,,,,,,,,17211,20688,22861,21534,26798
생물살충체(농업용),,,,,,,,,,,29793,29478,31043,32465,35555
생물살균제(농업용),,,,,,,,,,,16441,26087,16381,17226,X
생물제초제(농업용),,,,,,,,,,,12065,X,X,X,X
식물보호제,,,,,,,,,,,19527,X,X,X,16904
"기타생물살균,살충제및식물보호제",,,,,,,,,,,6399,9228,11291,10574,10618
유성페인트,1167955,1278477,1351850,1499578,2047313,1336055,1432262,1625484,1594148,1551599,2485732,2231990,2067341,1845622,2043699
수성페인트,122808,136947,244197,292136,297274,301922,463015,429051,310810,264479,302909,168853,245103,227102,197668
에나멜페인트,66020,65384,105258,154299,101535,141751,103999,121697,138527,228102,156314,103360,100130,97732,92980
락카,60117,55773,58317,50868,49987,53426,53182,99001,181968,152833,135393,105886,96497,84045,34903
우레탄도료,,,,179969,258063,145332,285722,349707,359840,347156,334932,395377,387389,367169,568223
아크릴도료,,,,93910,125699,66014,107072,141321,349481,372613,318986,313753,460250,434899,648103
에폭시도료,,,,110432,110243,247544,465780,482807,336188,433088,247676,247889,362024,336161,407971
기타합성수지도료,,,,576689,721345,1256668,1259770,832415,833275,1013682,251472,409766,385872,409140,335828
도료충전제,24237,22626,34275,43835,53703,75507,104879,115760,184628,171747,207681,201273,216327,231299,397758
EMC(에폭시몰딩컴파운드),,,,,,,...,...,223635,197698,342889,208388,147804,236646,237974
시너(Thinner),,,,,,,,,349044,423986,354328,356317,324402,241764,273359
기타도료및관련제품,480386,499726,470064,309259,516696,272619,421293,556135,344306,294727,377865,275737,232940,227354,256917
요업용도포제,,,,,,,,,,,94253,96235,93896,100295,98480
옵셋잉크,159749,163402,231197,230894,275726,302483,296414,331749,365385,353438,320889,319044,271705,293187,261368
그라비아잉크,125628,157045,141544,134032,160395,166331,218718,228849,236539,249587,262558,269208,274099,275019,341042
디지털잉크,50659,61204,114353,128187,126277,143323,246018,190373,183192,83684,106383,127125,115442,87158,103009
기타잉크,103365,97233,69587,38225,34387,73810,126545,70248,72471,64364,68774,64225,84702,80885,79766
그림물감,17310,21073,45840,43613,41483,40876,22573,24649,17361,22495,28345,26649,33334,32016,33514
유기계면활성제,,,,495589,749806,796249,1169228,1207103,1180186,1250198,1306024,1517526,1472908,1445781,1817508
조제계면활성제,,,,234945,225477,245799,293048,279262,287600,316504,290557,315018,317168,283442,324136
화장비누,111575,146249,128927,123633,143386,172501,144649,199003,262894,341386,309662,234229,280614,261817,277958
세탁비누,32016,31787,26968,32142,31620,16865,46754,38178,20695,35690,23013,22976,26871,23537,15300
공업용비누,3060,4738,...,7564,8878,6257,,,,,X,,,X,14306
세탁용합성세제,458708,381612,431126,493225,520861,648297,588220,723799,697437,741504,431374,604527,577296,598535,707910
주방용합성세제,227423,206631,187697,194904,192761,221525,135022,169934,184951,271049,294718,335669,330328,317337,348651
기타세제,58350,72325,118151,79896,96301,95435,96665,109133,91012,55165,89225,108192,113634,94461,148603
치약,177543,193083,196065,182369,152521,223171,302045,289536,389531,234704,417091,387055,407502,217358,316558
글리세린,13594,8671,16525,23236,19758,28655,16745,9963,11679,21938,64266,25656,34694,39243,72029
화운데이션,,,,239194,244991,315528,361097,361484,435588,427115,925127,849359,1007299,771377,1052667
크림,,,,391221,402732,519402,1035685,1009954,986925,1155858,2054399,1944982,2126246,2526039,3006359
